2015,348.25154,175.8480,82.5483,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.6081,29.3403,6,NaN,NaN,-3.13,6
8.0,-1.6079,29.3405,4,0.31,0.63,-3.53,4
9.0,-1.6080,29.3411,4,0.20,0.01,-2.45,4
10.0,-1.6081,29.3434,4,-0.87,-0.40,-2.38,4
11.1,-1.6080,29.3464,4,-0.91,-0.79,-2.37,4
12.1,-1.6085,29.3667,4,-1.17,-1.67,-2.12,4
13.1,-1.6091,29.3882,4,-2.36,-2.29,-2.20,4
14.0,-1.6089,29.4048,3,-3.68,-2.52,-2.25,3
14.9,-1.6091,29.4139,4,-4.03,-2.84,-2.25,4
15.9,-1.6093,29.4384,4,-4.49,-2.81,-2.34,4
16.9,-1.6097,29.4664,4,-5.39,-3.54,-2.19,4
17.9,-1.6107,29.4743,4,-6.66,-3.75,-2.13,4
19.0,-1.6100,29.4843,4,-6.68,-3.79,-2.18,4
20.0,-1.6097,29.4979,4,-5.25,-3.39,-2.38,4
21.0,-1.6127,29.5057,4,-4.90,-2.90,-2.27,4
22.0,-1.6088,29.5109,4,-4.52,-3.07,-2.04,4
23.1,-1.6063,29.5176,4,-4.60,-3.25,-2.14,4
24.1,-1.6055,29.5353,4,-4.03,-3.17,-2.45,4
25.0,-1.6069,29.5420,3,-4.20,-2.55,-2.28,3
25.9,-1.6084,29.5476,4,-4.44,-2.86,-2.06,4
26.9,-1.5980,29.5662,4,-3.43,-3.11,-2.23,4
28.0,-1.5549,29.6397,4,-3.05,-2.48,-1.97,4
29.0,-1.4478,29.9737,4,-4.77,-1.26,-2.43,4
30.0,-1.2334,30.6040,4,-1.43,-0.59,-2.49,4
31.1,-1.1829,30.7539,4,-0.86,-0.99,-2.13,4
32.1,-1.1408,30.8308,4,-0.89,-1.37,-2.12,4
33.0,-1.1116,30.8825,3,-0.96,-2.89,-2.07,3
33.9,-1.1477,30.9612,4,-1.52,-3.35,-2.03,4
34.9,-1.1301,31.0291,4,-2.36,-3.52,-2.01,4
36.0,-1.0828,31.0921,4,-2.15,-3.00,-2.36,4
37.0,-1.0848,31.1477,4,-1.92,-1.47,-2.54,4
38.1,-1.0937,31.2050,4,-1.57,-0.39,-2.58,4
39.1,-1.1076,31.2750,4,-1.59,-0.31,-2.46,4
40.0,-1.1381,31.3222,3,-1.25,-0.22,-2.53,3
40.9,-1.1616,31.3536,4,-0.57,-0.67,-2.40,4
41.9,-1.1641,31.3961,4,-0.38,-0.75,-2.66,4
43.0,-1.2044,31.4364,4,-0.50,-0.62,-2.59,4
44.0,-1.2385,31.4844,4,-0.56,-1.21,-2.78,4
45.1,-1.2716,31.5346,4,-0.50,0.48,-2.65,4
46.1,-1.3013,31.5770,4,-1.12,1.27,-2.42,4
47.0,-1.3241,31.6129,3,-1.19,1.32,-2.76,3
47.9,-1.3298,31.6500,4,-2.37,-0.01,-2.54,4
49.0,-1.3207,31.6911,4,-3.52,-0.39,-2.74,4
50.0,-1.3566,31.7300,4,-3.73,-0.80,-2.65,4
51.0,-1.3532,31.7679,4,-4.09,-0.92,-2.64,4
52.1,-1.3651,31.7954,4,-3.29,-0.89,-2.59,4
53.0,-1.3713,31.8223,3,-2.54,-1.04,-2.37,3
53.9,-1.3807,31.8403,4,-1.86,-0.83,-2.32,4
55.0,-1.3795,31.8634,4,-1.42,-0.09,-2.30,4
56.0,-1.3929,31.8850,4,-1.15,0.03,-2.38,4
57.1,-1.3925,31.9041,4,-0.89,0.48,-2.44,4
58.1,-1.3859,31.9260,4,-0.23,0.76,-2.33,4
59.0,-1.3975,31.9452,3,0.34,-0.36,-2.44,3
59.9,-1.4100,31.9645,4,0.53,-0.29,-2.04,4
61.0,-1.3763,31.9879,4,1.07,-0.53,-1.86,4
62.0,-1.4030,32.0090,4,0.80,0.14,-2.24,4
63.1,-1.4325,32.0308,4,0.58,0.76,-2.36,4
64.0,-1.4513,32.0496,3,-0.06,1.48,-2.61,3
64.9,-1.4392,32.0663,4,-0.06,2.10,-2.41,4
66.0,-1.4167,32.0854,4,0.82,2.29,-2.64,4
67.0,-1.4098,32.1085,4,0.90,3.13,-2.66,4
68.0,-1.4020,32.1275,4,0.34,3.79,-2.74,4
69.1,-1.4296,32.1410,4,0.43,3.62,-2.99,4
70.0,-1.4568,32.1543,3,0.09,3.47,-3.07,3
70.9,-1.4285,32.1712,4,-0.93,3.60,-3.13,4
72.0,-1.4527,32.1842,4,-1.96,4.09,-3.01,4
73.0,-1.4625,32.1980,4,-2.05,3.73,-3.27,4
74.1,-1.4750,32.2100,4,-2.19,3.27,-2.96,4
75.0,-1.4824,32.2198,3,-2.34,3.12,-3.17,3
75.9,-1.4836,32.2284,4,-2.52,3.09,-2.99,4
77.0,-1.5005,32.2376,4,-2.17,2.98,-3.00,4
78.0,-1.5281,32.2470,4,-2.18,2.89,-3.14,4
79.1,-1.5394,32.2584,4,-2.19,2.79,-3.02,4
80.0,-1.5328,32.2699,3,-2.08,2.24,-2.82,3
80.9,-1.5273,32.2815,4,-1.75,2.08,-2.64,4
82.0,-1.5189,32.2950,4,-1.52,2.12,-2.73,4
83.0,-1.5199,32.3086,4,-1.76,1.41,-2.70,4
84.1,-1.5219,32.3209,4,-1.35,1.36,-2.64,4
85.0,-1.5215,32.3317,3,-1.08,1.17,-2.65,3
85.9,-1.5207,32.3444,4,-1.13,1.17,-2.73,4
87.0,-1.4854,32.3634,4,-0.89,1.51,-2.75,4
88.0,-1.4612,32.3781,4,-0.90,1.65,-2.44,4
89.1,-1.4664,32.3907,4,-0.58,1.50,-2.67,4
90.0,-1.4627,32.4020,3,-1.07,1.69,-2.73,3
90.9,-1.4652,32.4124,4,-1.16,2.01,-2.26,4
92.0,-1.4732,32.4240,4,-0.98,1.96,-2.53,4
93.0,-1.4718,32.4381,4,-1.28,2.11,-2.33,4
94.1,-1.4901,32.4537,4,-1.18,1.67,-2.56,4
95.0,-1.4880,32.4656,3,-1.78,2.17,-2.36,3
95.9,-1.4840,32.4766,4,-1.98,1.78,-2.34,4
97.0,-1.4674,32.4910,4,-2.13,1.87,-2.62,4
98.1,-1.5012,32.5029,4,-2.38,1.89,-2.39,4
99.0,-1.5218,32.5142,3,-2.88,2.06,-2.83,3
99.9,-1.5261,32.5273,4,-2.27,1.69,-2.41,4
101.0,-1.5267,32.5400,4,-2.18,1.72,-2.57,4
102.0,-1.5310,32.5521,4,-1.90,2.30,-2.63,4
103.1,-1.5364,32.5626,4,-2.08,2.66,-2.27,4
104.0,-1.5424,32.5706,3,-1.93,2.70,-2.58,3
104.9,-1.5355,32.5796,4,-1.93,2.59,-2.72,4
106.0,-1.4819,32.5940,4,-2.09,2.49,-2.80,4
107.0,-1.4705,32.6102,4,-2.44,2.52,-2.98,4
108.1,-1.4807,32.6269,4,-2.24,2.22,-2.86,4
109.0,-1.5219,32.6387,3,-2.07,1.85,-2.75,3
109.9,-1.5384,32.6480,4,-2.59,2.30,-2.71,4
111.0,-1.5452,32.6599,4,-2.30,2.12,-2.78,4
112.0,-1.5362,32.6722,4,-2.48,2.53,-2.73,4
113.0,-1.5362,32.6860,3,-2.61,2.29,-2.52,3
113.9,-1.5386,32.7009,4,-2.82,2.13,-2.79,4
115.0,-1.5218,32.7188,4,-2.51,1.94,-2.85,4
116.0,-1.5181,32.7343,4,-2.36,1.62,-2.70,4
117.1,-1.5148,32.7548,4,-2.23,1.15,-2.79,4
118.0,-1.5065,32.7716,3,-2.50,0.77,-2.56,3
118.9,-1.5148,32.7856,4,-3.38,0.98,-2.95,4
120.0,-1.5178,32.8063,4,-3.45,1.10,-2.87,4
121.0,-1.5175,32.8315,4,-3.20,0.54,-2.84,4
122.1,-1.5087,32.8596,4,-3.55,1.09,-2.89,4
123.0,-1.4995,32.8860,3,-3.55,1.44,-2.92,3
124.0,-1.4849,32.9120,4,-3.54,1.26,-2.80,4
125.0,-1.4682,32.9414,4,-3.68,1.76,-2.75,4
126.1,-1.4731,32.9658,4,-3.66,1.59,-3.04,4
127.0,-1.4647,32.9897,3,-3.46,1.24,-3.05,3
127.9,-1.4447,33.0190,4,-3.08,0.34,-2.82,4
129.0,-1.4261,33.0583,4,-3.05,0.13,-2.92,4
130.0,-1.3902,33.0996,4,-2.71,-0.58,-2.78,4
131.1,-1.4033,33.1373,4,-1.86,-1.35,-2.64,4
132.0,-1.4001,33.1733,3,-1.63,-1.45,-2.66,3
132.9,-1.3692,33.2064,4,-1.21,-1.42,-2.55,4
134.0,-1.3428,33.2430,4,-0.32,-1.53,-2.56,4
135.1,-1.2956,33.2975,4,0.34,-1.46,-2.53,4
136.0,-1.2595,33.3421,3,1.72,-1.17,-2.74,3
136.9,-1.2473,33.3789,4,2.12,-0.85,-2.87,4
138.0,-1.2395,33.4213,4,2.34,0.11,-2.73,4
139.0,-1.2287,33.4653,4,1.98,0.01,-2.40,4
140.1,-1.2156,33.5150,4,0.79,-0.03,-2.63,4
141.0,-1.2042,33.5571,3,0.52,0.21,-2.91,3
142.0,-1.1890,33.6008,4,0.59,0.61,-2.83,4
143.0,-1.1853,33.6564,4,0.96,0.53,-2.87,4
144.1,-1.1940,33.6953,4,0.36,0.73,-3.07,4
145.0,-1.2133,33.7335,3,-0.03,1.33,-2.79,3
145.9,-1.2188,33.7648,4,-0.29,1.04,-2.67,4
147.0,-1.2198,33.7976,4,0.07,0.15,-2.46,4
148.1,-1.2014,33.8309,4,0.13,0.24,-2.51,4
149.0,-1.1699,33.8583,3,0.46,-0.44,-2.33,3
149.9,-1.1609,33.8867,4,0.44,-0.89,-2.28,4
151.0,-1.1892,33.9119,4,0.48,-1.09,-2.32,4
152.1,-1.2076,33.9343,4,0.31,-0.86,-2.16,4
153.0,-1.2168,33.9479,3,-0.18,-0.71,-2.15,3
153.9,-1.2228,33.9629,4,-0.19,-0.87,-2.17,4
155.0,-1.2135,33.9807,4,-0.52,-0.58,-2.30,4
156.1,-1.2207,34.0003,4,-0.65,0.02,-2.39,4
157.0,-1.2205,34.0205,3,0.04,-0.43,-2.22,3
157.9,-1.1765,34.0420,4,0.24,0.25,-2.05,4
159.0,-1.2067,34.0605,4,0.53,0.01,-2.05,4
160.1,-1.2289,34.0758,4,0.10,0.33,-1.90,4
161.0,-1.2313,34.0900,3,0.16,0.11,-2.28,3
161.9,-1.2254,34.0997,4,0.05,0.36,-2.17,4
163.0,-1.2228,34.1154,4,0.09,0.53,-2.15,4
164.1,-1.1961,34.1321,4,0.21,0.44,-2.11,4
165.0,-1.1448,34.1439,3,0.29,-0.12,-1.98,3
166.0,-1.1504,34.1579,4,0.20,-0.29,-1.83,4
167.0,-1.1586,34.1676,4,0.32,-0.74,-1.67,4
168.0,-1.1607,34.1789,3,0.32,-0.79,-1.78,3
168.9,-1.1511,34.1913,4,0.23,-0.61,-2.03,4
170.0,-1.1363,34.2043,4,0.29,-0.76,-1.82,4
171.0,-1.1329,34.2166,4,1.00,-0.72,-1.78,4
172.0,-1.1213,34.2265,3,1.42,-0.77,-1.93,3
172.9,-1.1120,34.2330,4,1.22,-1.13,-1.69,4
174.0,-1.0891,34.2435,4,1.13,-1.48,-1.73,4
175.0,-1.0705,34.2513,4,1.14,-1.71,-1.59,4
176.0,-1.0501,34.2586,3,0.96,-2.07,-1.75,3
176.9,-1.0369,34.2620,4,0.47,-2.07,-1.79,4
178.0,-0.9769,34.2732,4,0.41,-2.14,-1.58,4
179.1,-0.9487,34.2821,4,0.16,-1.27,-1.77,4
180.0,-0.9445,34.2873,3,0.74,-1.76,-1.51,3
180.9,-0.9088,34.2968,4,0.65,-1.02,-1.71,4
182.0,-0.8933,34.3030,4,0.27,-1.52,-1.65,4
183.0,-0.8641,34.3122,3,0.15,-0.88,-1.96,3
183.9,-0.8462,34.3188,4,0.09,-0.89,-1.85,4
185.0,-0.8181,34.3296,4,-0.27,-0.77,-1.94,4
186.1,-0.8070,34.3340,4,-0.10,-0.55,-2.02,4
187.0,-0.7702,34.3465,3,-0.18,-0.98,-1.96,3
187.9,-0.7429,34.3503,4,0.03,-0.60,-2.00,4
189.0,-0.7284,34.3542,4,-0.16,-0.91,-2.10,4
190.0,-0.6922,34.3653,3,-1.01,-1.04,-2.05,3
190.9,-0.6739,34.3711,4,-1.01,-1.38,-1.91,4
192.0,-0.6638,34.3765,4,-1.14,-0.74,-2.14,4
193.1,-0.6622,34.3822,4,-0.94,-0.97,-2.09,4
194.0,-0.6516,34.3895,3,-0.45,-0.74,-1.97,3
195.0,-0.6417,34.3964,4,-0.54,-0.60,-1.88,4
196.0,-0.6671,34.4006,4,0.00,-0.91,-2.00,4
197.0,-0.7180,34.4007,3,-0.13,-1.04,-2.16,3
198.1,-0.7097,34.4102,3,-0.26,-1.14,-2.00,4
199.0,-0.7144,34.4105,4,-0.43,-0.58,-2.17,4
200.0,-0.6847,34.4192,3,-0.52,-0.93,-2.07,3
200.9,-0.6831,34.4193,4,-0.56,-1.16,-2.07,4
202.0,-0.6519,34.4278,4,-0.92,-1.08,-2.18,4
203.1,-0.6390,34.4316,4,-0.97,-1.79,-1.99,4
