2016,32.25161,-176.7489,82.9654,246
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.6484,30.1113,6,1.90,0.41,3.04,8
8.0,-1.6488,30.1116,4,0.87,0.52,-6.95,4
8.9,-1.6486,30.1116,4,0.89,0.11,-3.10,4
10.0,-1.6486,30.1117,4,1.06,0.19,-3.30,4
11.0,-1.6487,30.1119,4,0.91,0.11,-3.10,4
12.0,-1.6485,30.1119,4,0.91,-0.05,-3.14,4
13.0,-1.6486,30.1120,4,0.82,-0.01,-3.07,4
14.0,-1.6486,30.1121,4,0.82,0.48,-2.70,4
15.0,-1.6485,30.1121,4,0.89,0.40,-3.06,4
16.1,-1.6487,30.1123,4,0.76,0.40,-2.55,4
17.1,-1.6486,30.1125,4,0.93,-0.02,-2.94,4
18.0,-1.6485,30.1125,3,1.00,0.01,-3.02,3
18.9,-1.6486,30.1128,4,1.00,0.24,-3.00,4
20.0,-1.6486,30.1131,4,1.12,0.40,-3.14,4
21.0,-1.6485,30.1133,4,0.66,0.39,-3.09,4
22.0,-1.6486,30.1138,4,0.80,0.79,-2.80,4
23.1,-1.6487,30.1144,4,1.04,0.09,-3.30,4
24.1,-1.6486,30.1148,4,1.00,0.09,-3.34,4
25.1,-1.6486,30.1154,4,1.24,0.09,-3.18,4
26.0,-1.6486,30.1160,3,1.19,0.38,-2.99,3
26.9,-1.6485,30.1166,4,1.28,0.81,-3.21,4
28.0,-1.6484,30.1176,4,1.15,0.60,-3.57,4
29.0,-1.6485,30.1183,4,1.40,0.77,-3.67,4
30.0,-1.6485,30.1188,4,1.62,0.56,-3.47,4
31.0,-1.6484,30.1194,4,1.48,0.54,-3.35,4
32.0,-1.6481,30.1189,4,2.12,0.87,-3.53,4
33.1,-1.6479,30.1228,4,1.65,0.82,-3.65,4
34.1,-1.5919,30.4695,4,2.52,0.68,-3.67,4
35.1,-1.3325,31.1292,4,6.43,-0.08,-2.64,4
36.1,-1.3056,31.2249,4,8.37,-0.32,-2.40,4
37.0,-1.3145,31.2799,3,9.11,-0.14,-2.16,3
37.9,-1.3295,31.3233,4,9.13,0.72,-2.58,4
