2016,50.00163,-174.6987,83.1835,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.6531,30.1884,6,-6.37,-4.08,1.27,6
8.0,-1.6529,30.1885,4,-5.68,-2.00,-2.09,4
9.0,-1.6528,30.1885,4,-5.45,-0.86,-0.99,4
9.9,-1.6529,30.1888,4,-5.00,-0.75,-1.23,4
10.9,-1.6529,30.1888,4,-4.71,-0.82,-1.24,4
11.9,-1.6529,30.1887,4,-4.33,-0.44,-1.46,4
13.0,-1.6528,30.1888,5,-3.59,-0.37,-1.62,5
14.1,-1.6530,30.1892,4,-3.36,-0.14,-1.93,4
15.0,-1.6530,30.1891,4,-3.39,0.35,-1.40,4
16.0,-1.6529,30.1891,4,-3.82,-0.15,-2.52,4
17.0,-1.6529,30.1893,4,-4.75,-0.70,-2.10,4
18.0,-1.6528,30.1890,5,-5.68,-1.72,-2.13,5
19.1,-1.6528,30.1889,4,-5.72,-2.47,-1.97,4
20.0,-1.6528,30.1893,4,-5.14,-2.07,-2.22,4
21.0,-1.6527,30.1889,4,-5.00,-1.45,-1.79,4
21.9,-1.6527,30.1891,4,-4.26,-0.34,-1.87,4
23.0,-1.6527,30.1892,5,-3.78,0.34,-1.01,5
24.1,-1.6528,30.1894,4,-3.19,1.08,-1.27,4
25.1,-1.6528,30.1898,4,-3.38,0.85,-1.93,4
26.0,-1.6528,30.1900,4,-3.69,0.43,-1.43,4
26.9,-1.6525,30.1923,4,-4.35,0.71,-1.51,4
28.0,-1.6524,30.1945,5,-3.48,1.03,-2.05,5
29.1,-1.6523,30.1944,4,-2.59,1.02,-1.80,4
30.0,-1.6524,30.1954,4,-1.72,1.09,-2.07,4
31.0,-1.6524,30.1964,4,-1.39,1.49,-2.16,4
32.0,-1.6524,30.1969,4,-1.49,1.66,-2.17,4
32.9,-1.6524,30.1973,4,-1.62,1.20,-1.39,4
33.9,-1.6523,30.1975,4,-2.15,1.18,-1.99,4
35.0,-1.6525,30.1982,5,-2.39,0.77,-1.71,5
36.1,-1.6522,30.1988,4,-2.14,0.65,-1.92,4
37.1,-1.6525,30.1997,4,-2.51,1.18,-1.23,4
38.1,-1.6525,30.2005,4,-1.76,0.47,-2.22,4
39.1,-1.6524,30.2010,4,-2.27,0.64,-1.85,4
40.0,-1.6523,30.2019,4,-2.59,0.26,-2.16,4
41.0,-1.6523,30.2030,4,-2.79,0.08,-1.53,4
42.0,-1.6522,30.2042,4,-2.72,-0.16,-1.73,4
43.0,-1.6521,30.2050,4,-2.59,0.03,-1.99,4
44.0,-1.6522,30.2056,4,-2.18,0.57,-2.09,4
45.0,-1.6505,30.2071,4,-1.70,0.45,-1.97,4
