2015,274.00144,169.0156,81.1382,244
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.8,-1.5400,28.2045,10,-10.48,3.97,-1.48,10
9.0,-1.5401,28.2053,5,-10.40,3.45,-2.33,4
10.1,-1.5400,28.2055,4,-10.30,3.79,-2.05,4
11.0,-1.5400,28.2061,4,-10.43,3.73,-2.42,4
12.1,-1.5400,28.2067,5,-10.08,4.06,-2.26,5
13.1,-1.5400,28.2082,5,-9.72,3.98,-1.90,5
14.0,-1.5401,28.2115,5,-10.11,4.05,-1.26,5
15.0,-1.5419,28.3411,5,-10.02,4.92,-2.37,5
16.0,-1.5514,28.6650,6,-13.02,2.72,-1.20,6
17.0,-1.5581,28.7709,5,-16.73,-0.25,-1.55,5
18.0,-1.5593,28.7890,5,-17.36,-0.77,-0.08,5
18.9,-1.5570,28.8092,5,-17.97,-0.78,-0.31,5
20.0,-1.5160,28.8782,4,-15.63,-1.83,-1.47,4
21.0,-1.3584,29.2208,4,-12.75,-2.12,0.07,4
22.0,-1.0192,30.1921,4,-10.15,-3.12,-2.50,4
23.0,-0.9717,30.3523,4,-4.35,-5.25,-2.91,4
24.0,-0.9452,30.4858,4,-4.50,-7.39,-2.69,4
25.0,-0.9929,30.5455,4,-6.56,-9.38,-2.43,4
26.0,-1.0339,30.6121,4,-6.84,-10.76,-2.10,4
27.0,-1.0908,30.7282,4,-6.94,-9.66,-2.06,4
28.0,-1.0954,30.8419,4,-7.25,-9.16,-2.16,4
29.1,-1.1083,30.9340,4,-6.85,-10.03,-1.94,4
30.1,-1.1173,31.0323,4,-8.35,-9.81,-2.02,4
31.0,-1.1132,31.1010,3,-8.13,-9.22,-2.02,3
31.9,-1.1073,31.1457,4,-8.11,-9.09,-1.88,4
32.9,-1.1334,31.2062,4,-8.43,-9.33,-1.83,4
34.0,-1.1499,31.2723,4,-8.13,-8.53,-2.02,4
35.0,-1.1306,31.3110,4,-6.79,-8.26,-2.30,4
36.1,-1.1525,31.3494,4,-6.10,-7.48,-2.38,4
37.0,-1.1692,31.3788,3,-5.67,-7.30,-2.55,3
37.9,-1.2604,31.4047,4,-5.61,-7.44,-2.42,4
38.9,-1.2463,31.4393,4,-5.40,-7.74,-2.50,4
40.0,-1.2330,31.4785,4,-5.34,-7.97,-2.39,4
41.0,-1.3544,31.5076,4,-4.64,-7.50,-2.54,4
42.1,-1.5456,31.5357,4,-4.21,-6.97,-2.74,4
43.0,-1.4936,31.5652,3,-4.25,-6.39,-2.90,3
43.9,-1.5547,31.5871,4,-3.97,-6.00,-2.70,4
45.0,-1.5637,31.6060,4,-3.45,-5.80,-2.69,4
46.0,-1.5300,31.6283,4,-3.20,-5.32,-2.71,4
47.1,-1.4947,31.6548,4,-2.96,-5.19,-2.95,4
48.1,-1.4801,31.6816,4,-3.56,-5.29,-2.92,4
49.0,-1.4806,31.7033,3,-3.81,-5.07,-2.91,3
49.9,-1.4739,31.7232,4,-3.76,-4.72,-3.13,4
51.0,-1.4406,31.7462,4,-3.61,-4.86,-2.87,4
52.0,-1.3609,31.7711,4,-3.40,-5.49,-2.76,4
53.1,-1.3571,31.7980,4,-2.93,-6.33,-2.80,4
54.0,-1.3853,31.8173,3,-2.42,-6.77,-2.67,3
54.9,-1.4371,31.8367,4,-2.39,-6.54,-2.67,4
56.0,-1.4530,31.8568,4,-2.64,-5.95,-2.70,4
57.0,-1.4295,31.8812,4,-1.93,-5.48,-2.68,4
58.1,-1.4268,31.9033,4,-1.79,-5.29,-2.55,4
59.0,-1.4195,31.9199,3,-1.94,-5.26,-2.22,3
59.9,-1.4029,31.9381,4,-1.91,-5.09,-2.62,4
61.0,-1.4022,31.9590,4,-1.72,-4.87,-2.55,4
62.0,-1.4220,31.9791,4,-1.68,-4.68,-2.41,4
63.1,-1.4755,31.9962,4,-1.97,-4.46,-2.46,4
64.0,-1.4124,32.0165,3,-2.31,-4.38,-2.62,3
64.9,-1.4377,32.0282,4,-1.99,-3.83,-2.71,4
66.0,-1.5175,32.0426,4,-1.54,-3.57,-2.67,4
67.1,-1.4667,32.0608,4,-1.66,-3.40,-2.81,4
68.0,-1.4452,32.0756,3,-2.25,-3.23,-2.83,3
68.9,-1.4405,32.0914,4,-1.86,-3.10,-3.04,4
70.0,-1.4008,32.1130,4,-1.96,-2.76,-3.14,4
71.0,-1.4532,32.1253,4,-1.94,-2.34,-3.13,4
72.1,-1.4906,32.1368,4,-1.76,-2.47,-3.06,4
73.0,-1.5076,32.1461,3,-1.93,-2.11,-3.18,3
73.9,-1.5426,32.1535,4,-1.88,-2.03,-3.22,4
75.0,-1.6236,32.1608,4,-1.87,-1.77,-3.28,4
76.1,-1.6214,32.1697,4,-1.99,-2.07,-3.04,4
77.0,-1.5828,32.1805,3,-1.60,-2.08,-3.32,3
77.9,-1.5636,32.1889,4,-1.57,-1.81,-3.05,4
79.0,-1.5163,32.2032,4,-1.46,-1.55,-3.12,4
80.1,-1.5050,32.2194,4,-0.94,-1.44,-3.05,4
81.0,-1.4835,32.2339,3,-1.00,-1.75,-2.89,3
81.9,-1.5075,32.2454,4,-0.62,-1.77,-2.82,4
83.0,-1.5317,32.2605,4,-0.23,-1.39,-2.85,4
84.0,-1.5288,32.2826,4,-0.26,-1.86,-2.65,4
85.0,-1.5209,32.3038,3,-0.01,-2.03,-2.76,3
85.9,-1.5166,32.3165,4,0.04,-2.01,-2.61,4
87.0,-1.4870,32.3313,4,0.38,-2.25,-2.73,4
88.0,-1.4859,32.3456,4,0.74,-2.04,-2.84,4
89.1,-1.4966,32.3595,4,0.40,-1.87,-2.88,4
90.0,-1.5077,32.3748,3,-0.02,-2.03,-2.63,3
91.0,-1.5119,32.3926,4,-0.07,-2.35,-2.77,4
