2016,49.75163,-174.7163,83.2054,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.4,-1.6487,30.1291,1,NaN,NaN,NaN,2
7.9,-1.6488,30.1288,7,-1.25,-2.77,-0.79,6
9.0,-1.6490,30.1295,4,-1.45,-2.11,-1.08,4
10.0,-1.6489,30.1295,4,-1.69,-1.54,-1.48,4
11.0,-1.6488,30.1296,4,-1.27,-1.44,-2.46,4
11.9,-1.6489,30.1301,4,-0.16,-0.71,-2.05,4
12.9,-1.6488,30.1303,4,0.45,-0.47,-1.16,4
14.0,-1.6488,30.1303,5,1.02,-0.79,-0.51,5
15.1,-1.6489,30.1304,4,1.12,-0.57,-1.35,4
16.0,-1.6487,30.1308,4,0.12,0.37,-1.58,4
17.0,-1.6488,30.1319,4,-1.41,0.54,-1.41,4
18.0,-1.6487,30.1312,5,-1.44,0.65,-1.49,5
19.1,-1.6487,30.1329,4,-0.47,0.65,-1.53,4
20.0,-1.6487,30.1330,4,-1.49,0.61,-0.82,4
21.0,-1.6487,30.1335,5,-0.89,2.23,0.07,5
22.0,-1.6486,30.1340,4,-0.65,2.39,-1.39,4
23.0,-1.6487,30.1336,4,0.07,2.27,-0.09,4
24.0,-1.6488,30.1345,5,1.10,2.75,-0.42,5
25.1,-1.6486,30.1341,4,2.05,3.34,-1.79,4
26.0,-1.6488,30.1351,4,1.03,4.14,-0.49,4
27.0,-1.6486,30.1349,5,0.71,3.25,-0.64,5
28.1,-1.6488,30.1388,4,-0.49,4.14,-0.47,4
29.0,-1.6488,30.1399,4,-1.21,3.91,-0.90,4
30.0,-1.6487,30.1392,5,-0.83,4.58,-1.41,5
31.0,-1.6488,30.1399,4,0.12,4.73,-1.07,4
32.0,-1.6487,30.1404,4,0.74,4.73,-1.44,4
32.9,-1.6486,30.1424,5,1.83,5.29,-0.37,5
34.0,-1.6481,30.1542,5,2.62,6.03,-0.54,5
35.0,-1.6468,30.1642,4,3.13,6.29,-0.60,4
36.0,-1.6458,30.1708,5,2.42,6.68,-0.49,5
37.1,-1.6496,30.1756,4,1.79,6.79,-0.61,4
38.0,-1.6503,30.1784,4,1.48,6.33,-1.51,4
39.0,-1.6297,30.1947,5,1.39,6.16,-0.38,5
40.0,-1.6187,30.2099,4,1.48,5.68,-0.95,4
41.0,-1.6176,30.2123,4,2.17,5.10,-1.10,4
42.0,-1.6163,30.2188,5,2.71,5.65,0.15,5
43.0,-1.6006,30.2790,4,1.99,4.57,-0.30,4
44.0,-1.5368,30.5562,4,4.01,3.42,-0.61,4
45.0,-1.3724,31.0454,4,0.13,2.00,-0.30,4
46.0,-1.3491,31.1679,4,0.30,2.15,-0.79,4
47.0,-1.3468,31.2257,4,0.18,1.91,-1.01,4
48.0,-1.3483,31.2688,4,-0.29,2.22,-1.05,4
48.9,-1.3520,31.3031,4,-0.61,2.53,-0.14,4
49.9,-1.3555,31.3370,4,0.07,2.76,-0.94,4
50.9,-1.3673,31.3979,4,0.92,3.24,-1.23,4
51.9,-1.3711,31.4351,4,-0.04,3.38,-0.40,4
52.9,-1.3658,31.4746,4,0.46,4.16,-0.77,4
53.9,-1.3295,31.5243,4,1.10,4.10,-1.02,4
54.9,-1.2536,31.5697,4,1.91,3.55,-0.82,4
55.9,-1.2628,31.5966,4,1.83,3.47,-0.42,4
56.9,-1.2751,31.6222,4,2.12,2.10,-0.99,4
57.9,-1.2857,31.6406,4,2.86,1.75,-1.17,4
58.9,-1.3037,31.6711,4,2.51,1.31,-1.42,4
59.9,-1.3323,31.7147,4,2.36,1.18,-1.42,4
60.9,-1.3804,31.7518,4,1.81,1.45,-1.64,4
61.9,-1.3899,31.7854,4,1.38,2.01,-1.18,4
62.9,-1.4148,31.8165,4,0.27,1.61,-1.17,4
63.9,-1.4274,31.8412,4,-0.66,1.94,-1.11,4
64.9,-1.4298,31.8656,4,-0.78,1.87,-1.12,4
65.9,-1.4303,31.8970,4,-0.82,2.68,-0.24,4
66.9,-1.4384,31.9423,4,-0.05,2.22,-1.15,4
67.9,-1.4350,31.9670,4,0.11,2.53,-0.60,4
68.9,-1.4261,31.9833,4,0.59,2.62,-0.86,4
69.9,-1.4351,32.0006,4,0.88,3.45,-0.65,4
71.0,-1.4537,32.0211,4,1.51,2.47,-1.19,4
72.0,-1.4728,32.0374,4,1.16,2.81,-0.61,4
73.0,-1.4902,32.0653,4,0.32,2.43,-0.90,4
74.0,-1.5016,32.0920,4,-0.17,1.61,-1.02,4
75.0,-1.5089,32.1181,4,-0.77,1.53,-1.26,4
76.0,-1.5172,32.1517,4,-0.52,1.18,-1.33,4
77.0,-1.5260,32.1683,4,1.28,1.55,-1.64,4
78.1,-1.5253,32.1878,4,2.61,0.54,-1.83,4
79.1,-1.5200,32.1963,4,3.71,0.61,-1.67,4
80.1,-1.5252,32.2124,4,3.82,1.03,-1.80,4
81.1,-1.5219,32.2258,4,3.40,-0.05,-1.57,4
82.1,-1.5352,32.2354,4,2.50,0.04,-1.67,4
83.1,-1.5283,32.2474,4,0.76,0.32,-1.84,4
84.0,-1.5272,32.2570,3,0.32,0.76,-1.49,3
84.9,-1.5183,32.2663,4,0.32,0.31,-1.87,4
85.9,-1.5187,32.2757,4,0.33,0.74,-1.55,4
86.9,-1.5117,32.2969,4,-0.35,1.45,-1.33,4
87.9,-1.5123,32.3220,4,-0.43,1.80,-1.06,4
89.0,-1.5180,32.3484,4,-0.31,0.88,-1.60,4
90.0,-1.5208,32.3685,4,-0.43,1.06,-1.54,4
91.0,-1.5176,32.3874,4,-0.39,0.97,-1.44,4
92.0,-1.5149,32.4134,4,-0.10,0.12,-1.91,4
93.0,-1.5161,32.4358,4,0.72,0.55,-2.01,4
94.0,-1.4972,32.4621,4,1.35,0.70,-1.72,4
95.0,-1.4776,32.4938,4,0.86,0.09,-1.69,4
96.1,-1.4813,32.5072,4,0.09,0.32,-2.23,4
97.1,-1.4795,32.5205,4,-0.75,0.60,-2.24,4
98.1,-1.4719,32.5350,4,-1.18,0.74,-2.21,4
99.1,-1.4676,32.5574,4,-1.85,0.47,-2.56,4
100.0,-1.4744,32.5790,3,-1.51,-0.89,-1.72,3
100.9,-1.4781,32.5940,4,-0.93,-0.11,-2.92,4
101.9,-1.4794,32.6186,4,-0.22,-0.61,-3.04,4
102.9,-1.4753,32.6453,4,-0.47,-0.28,-2.72,4
104.0,-1.4827,32.6761,4,-0.56,0.15,-2.65,4
105.0,-1.4858,32.7053,4,-1.13,-0.21,-2.96,4
106.0,-1.4837,32.7396,4,-0.78,0.73,-2.40,4
107.0,-1.4696,32.7661,4,-0.45,0.07,-2.74,4
108.1,-1.4836,32.7881,4,-0.03,0.04,-3.03,4
109.1,-1.4801,32.8104,4,0.39,0.94,-2.32,4
110.1,-1.4602,32.8508,4,0.54,-0.11,-3.22,4
111.1,-1.4382,32.8963,4,1.12,-0.79,-3.13,4
112.0,-1.4289,32.9170,3,1.21,-1.84,-2.71,3
112.9,-1.4067,32.9587,4,1.33,-0.97,-2.40,4
113.9,-1.3940,32.9901,4,1.23,-1.37,-2.37,4
114.9,-1.3845,33.0272,4,1.29,-1.77,-2.19,4
116.0,-1.3774,33.0546,4,1.46,-1.55,-2.15,4
117.0,-1.3690,33.0840,4,1.73,-1.07,-1.35,4
118.0,-1.3529,33.1358,4,1.48,-0.55,-1.43,4
119.1,-1.3277,33.2194,4,1.24,0.19,-1.45,4
120.0,-1.3169,33.2688,3,0.48,0.74,-1.23,3
120.9,-1.3051,33.3006,4,0.21,0.56,-1.34,4
121.9,-1.2741,33.3719,4,-1.12,1.05,-1.34,4
123.0,-1.2628,33.4303,4,-1.38,0.66,-1.52,4
124.0,-1.2327,33.4846,4,-2.30,0.91,-1.74,4
125.0,-1.2145,33.5364,4,-2.76,0.55,-1.87,4
126.1,-1.2088,33.5943,4,-3.06,0.06,-1.64,4
127.1,-1.2056,33.6397,4,-2.17,-0.27,-1.65,4
128.0,-1.2034,33.6615,3,-1.74,-0.57,-1.69,3
128.9,-1.1845,33.7099,4,-1.96,-0.32,-1.25,4
129.9,-1.1587,33.7498,4,-2.11,-0.68,-1.86,4
130.9,-1.1521,33.7731,4,-2.12,-0.92,-1.77,4
132.0,-1.1550,33.7870,4,-2.25,-1.13,-1.57,4
133.0,-1.1709,33.8164,4,-2.22,-0.94,-1.89,4
134.0,-1.1696,33.8436,4,-3.59,-0.03,-1.46,4
135.1,-1.1772,33.8692,4,-3.96,0.33,-1.92,4
136.1,-1.1746,33.8931,4,-3.86,0.21,-1.88,4
137.0,-1.1620,33.9215,3,-3.99,0.33,-2.13,3
137.9,-1.1914,33.9501,4,-3.81,1.25,-1.21,4
138.9,-1.1818,33.9802,4,-3.32,1.32,-2.11,4
139.9,-1.1599,34.0136,4,-3.53,1.14,-2.04,4
141.0,-1.1551,34.0367,4,-2.59,0.94,-2.19,4
142.0,-1.1499,34.0559,4,-2.18,0.53,-2.01,4
