2016,24.62660,-176.2706,82.6905,244
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.8,-1.6449,30.0768,15,1.10,0.65,0.73,15
8.0,-1.6448,30.0770,5,1.82,-0.53,4.23,5
9.0,-1.6447,30.0769,4,2.55,-0.81,4.00,5
10.1,-1.6446,30.0768,4,2.41,-0.69,3.93,4
11.0,-1.6447,30.0770,3,2.38,-0.41,3.40,3
11.9,-1.6447,30.0769,4,1.64,-1.09,3.29,4
13.0,-1.6446,30.0769,4,1.31,-0.69,3.56,4
14.0,-1.6448,30.0770,3,1.34,-0.09,4.01,3
14.9,-1.6446,30.0771,4,2.17,-0.09,3.92,4
16.0,-1.6446,30.0769,4,2.12,-0.56,3.89,4
17.0,-1.6445,30.0769,3,1.46,-0.95,3.15,3
17.9,-1.6445,30.0768,4,1.05,-1.24,3.28,4
19.0,-1.6445,30.0769,4,1.06,-1.41,3.61,4
20.0,-1.6444,30.0768,3,0.67,-1.31,3.55,3
21.0,-1.6445,30.0770,4,0.46,-1.33,3.35,4
22.0,-1.6445,30.0770,4,0.79,-1.89,3.08,4
23.0,-1.6444,30.0769,3,1.04,-1.29,4.00,3
24.0,-1.6446,30.0772,4,0.54,-1.38,3.41,4
25.1,-1.6445,30.0774,4,1.07,-1.11,3.19,4
26.0,-1.6443,30.0775,3,0.89,-1.88,3.94,3
27.0,-1.6443,30.0777,4,1.59,-1.57,3.63,4
28.1,-1.6443,30.0777,4,1.54,-1.79,3.07,4
29.0,-1.6444,30.0778,3,0.91,-2.05,3.23,3
30.0,-1.6444,30.0779,4,0.81,-2.16,3.03,4
31.1,-1.6444,30.0779,4,1.54,-2.25,3.12,4
32.0,-1.6444,30.0776,3,1.47,-2.59,3.26,3
33.0,-1.6440,30.0786,4,1.52,-2.97,2.82,4
34.1,-1.5910,30.2232,4,0.57,-2.28,2.69,4
35.0,-1.4633,30.5570,3,2.31,2.44,2.64,3
36.0,-1.4046,30.7620,4,2.62,3.65,1.23,4
37.0,-1.3512,31.0220,4,1.83,2.86,-0.02,4
38.0,-1.3531,31.1054,3,2.23,1.58,2.63,3
39.0,-1.3414,31.1967,4,1.83,0.37,3.37,4
40.0,-1.3135,31.2642,4,0.32,0.43,3.07,4
