2016,53.12663,-173.2076,82.9931,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.8,-1.6448,30.0379,13,2.62,-0.07,4.41,13
8.0,-1.6448,30.0389,4,1.62,-1.57,4.60,5
9.0,-1.6447,30.0370,4,1.16,0.41,4.18,4
10.0,-1.6448,30.0389,3,0.45,0.54,3.97,4
10.9,-1.6449,30.0402,4,0.21,0.03,3.11,3
12.0,-1.6447,30.0384,4,0.65,0.63,2.22,4
13.1,-1.6445,30.0358,4,0.62,0.63,2.96,4
14.1,-1.6443,30.0352,3,0.70,-0.13,3.16,3
15.0,-1.6443,30.0348,4,0.69,0.63,3.26,4
16.0,-1.6444,30.0346,3,0.75,-0.05,4.09,4
16.9,-1.6443,30.0345,4,0.85,-0.54,3.40,3
18.0,-1.6443,30.0350,4,1.29,-0.90,3.38,4
19.0,-1.6445,30.0367,3,0.55,-0.48,3.30,4
20.0,-1.6449,30.0460,4,2.14,-0.09,3.12,3
20.9,-1.6461,30.0674,3,4.26,0.31,3.47,4
21.9,-1.6466,30.0822,4,4.73,0.06,2.40,3
23.0,-1.6475,30.0996,4,5.20,1.42,2.05,4
24.0,-1.6479,30.1131,3,5.37,2.34,3.56,4
25.0,-1.6480,30.1258,4,6.85,3.63,2.99,3
26.1,-1.6475,30.1355,4,6.08,4.02,3.76,4
27.0,-1.6468,30.1404,3,6.05,3.94,3.66,3
28.0,-1.6456,30.1487,4,4.50,4.03,3.81,4
29.0,-1.6441,30.1558,3,4.24,2.99,4.07,4
29.9,-1.6432,30.1614,4,3.53,3.44,4.19,3
31.0,-1.6421,30.1695,4,3.14,2.66,3.87,4
32.0,-1.6409,30.1763,3,2.17,1.18,4.15,4
33.0,-1.6386,30.1859,4,1.23,1.00,4.08,3
34.1,-1.6363,30.1953,4,1.07,0.70,3.47,4
35.0,-1.6323,30.2069,3,0.26,0.49,3.55,3
36.0,-1.6238,30.2344,4,-0.05,1.27,3.89,4
37.1,-1.6128,30.2731,4,-0.04,0.66,3.78,4
38.0,-1.5254,30.6478,3,-2.64,1.89,3.83,3
39.0,-1.4624,30.9090,4,-2.33,2.54,3.30,4
40.1,-1.3837,31.1038,4,-1.16,2.37,3.51,4
41.0,-1.3700,31.1778,3,-0.98,1.66,3.39,3
42.0,-1.3597,31.2476,4,-0.19,1.52,3.50,4
43.0,-1.3507,31.2825,3,-0.81,1.13,3.86,4
43.9,-1.3584,31.3437,4,-1.06,0.63,3.54,3
45.0,-1.3517,31.4115,4,-0.36,0.27,3.57,4
46.0,-1.3688,31.4610,3,0.13,0.24,3.60,4
46.9,-1.3757,31.4993,4,-0.55,0.29,3.85,3
48.0,-1.3704,31.5468,4,-0.81,0.60,3.57,4
49.0,-1.3909,31.5808,3,-1.11,1.12,3.62,4
49.9,-1.3855,31.6079,4,-1.12,1.46,3.63,3
51.0,-1.3800,31.6452,4,-0.81,1.64,3.46,4
52.0,-1.3795,31.6857,3,-1.01,1.65,3.69,4
52.9,-1.3631,31.7120,4,-0.77,1.22,3.88,3
