2015,308.75148,172.5731,82.1662,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.5791,28.8768,3,6.44,-1.45,4.36,4
7.9,-1.5790,28.8767,5,6.13,-0.79,-5.65,4
9.0,-1.5792,28.8771,4,6.27,-0.51,-2.26,4
10.0,-1.5790,28.8770,4,6.34,-0.55,-2.63,4
11.0,-1.5791,28.8774,4,6.50,-0.17,-2.66,4
12.1,-1.5791,28.8777,4,6.40,-0.41,-2.77,4
13.1,-1.5789,28.8793,4,6.71,-0.75,-2.62,4
14.0,-1.5788,28.8829,3,7.87,-1.06,-2.67,3
14.9,-1.5777,28.9091,4,8.14,0.16,-2.73,4
15.9,-1.5772,28.9777,4,8.67,1.83,-3.04,4
17.0,-1.5783,29.0474,4,10.41,2.41,-3.16,4
18.0,-1.5823,29.0877,4,12.01,2.53,-3.10,4
19.0,-1.5808,29.1272,4,12.80,2.31,-3.05,4
20.1,-1.5823,29.1580,4,12.61,2.40,-3.06,4
21.1,-1.5786,29.1814,4,13.62,1.91,-2.64,4
22.1,-1.5816,29.1992,4,13.80,2.41,-2.79,4
23.0,-1.5878,29.2033,3,13.85,2.63,-2.28,3
23.9,-1.5843,29.2148,4,13.98,2.83,-2.34,4
24.9,-1.5710,29.2402,4,13.25,2.06,-2.14,4
26.0,-1.5564,29.2748,4,12.02,2.11,-2.26,4
27.0,-1.5257,29.3671,4,12.41,1.96,-2.22,4
28.0,-1.4837,29.4750,4,10.90,2.23,-2.27,4
29.1,-1.4145,29.7912,4,10.81,3.49,-2.63,4
30.0,-1.2794,30.3648,3,7.84,1.47,-2.57,3
30.9,-1.2431,30.5967,4,8.77,0.42,-2.43,4
31.9,-1.1642,30.6951,4,8.96,1.94,-2.82,4
33.0,-1.1644,30.7722,4,6.42,2.01,-2.78,4
34.0,-1.2311,30.8511,4,5.80,1.79,-3.00,4
35.1,-1.2613,30.9169,4,7.03,2.31,-2.85,4
36.0,-1.2252,30.9642,3,7.50,3.15,-2.85,3
