2015,296.62647,171.2647,81.4219,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.4,-1.5658,28.7745,7,3.63,3.57,3.77,7
8.0,-1.5657,28.7747,6,3.41,3.62,4.60,6
9.1,-1.5658,28.7751,4,3.28,3.46,4.00,4
10.0,-1.5657,28.7754,3,2.61,3.83,3.47,4
10.9,-1.5655,28.7765,4,2.44,4.57,3.65,4
12.1,-1.5654,28.7780,4,2.62,5.19,3.52,3
13.0,-1.5653,28.7787,3,2.85,5.35,3.49,4
14.0,-1.5649,28.7817,4,3.02,5.59,3.62,4
15.0,-1.5646,28.7852,3,3.66,5.44,3.74,3
16.0,-1.5641,28.7884,4,3.90,4.67,3.56,4
17.0,-1.5641,28.7906,3,4.17,3.88,3.50,3
18.0,-1.5639,28.7917,4,4.42,3.72,3.77,4
19.0,-1.5637,28.7940,3,4.88,3.14,3.38,3
20.0,-1.5636,28.7979,4,4.36,2.94,3.34,4
21.0,-1.5635,28.8008,3,4.23,3.43,3.24,3
22.0,-1.5630,28.8062,4,3.67,3.97,3.44,4
23.0,-1.5625,28.8106,3,3.17,4.76,3.18,3
24.0,-1.5610,28.8275,4,3.22,6.40,3.24,4
25.0,-1.4390,29.2113,3,-0.96,8.79,3.26,3
25.9,-1.1735,30.1748,4,-5.16,4.87,2.60,4
27.1,-1.1320,30.4557,4,-5.07,3.84,2.21,3
28.0,-1.1437,30.5712,3,-2.36,3.77,2.10,4
29.0,-1.1558,30.6410,4,-0.68,2.77,2.48,4
30.0,-1.1663,30.7013,3,-0.72,2.40,2.45,3
31.0,-1.1581,30.7750,4,-0.72,1.95,2.28,4
32.0,-1.1540,30.8516,3,-1.83,1.59,2.33,3
32.9,-1.1637,30.9175,4,-2.08,1.51,2.33,4
34.1,-1.1559,30.9861,4,-2.19,2.23,2.34,3
35.0,-1.1515,31.0646,3,-1.79,3.29,2.47,4
36.0,-1.1504,31.1317,4,-3.42,3.52,2.81,4
37.0,-1.1405,31.2045,3,-4.29,3.22,2.70,3
38.0,-1.1706,31.2488,4,-4.38,3.68,3.00,4
39.1,-1.1571,31.2983,4,-5.12,3.76,3.20,3
