2016,42.12662,-175.5148,83.3527,244
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
8.2,-1.6316,29.8119,8,NaN,NaN,NaN,0
8.6,-1.6316,29.8116,2,3.43,0.75,4.55,10
9.9,-1.6315,29.8123,4,3.18,0.40,5.67,5
11.0,-1.6315,29.8123,4,2.51,0.35,4.74,3
12.1,-1.6315,29.8124,4,1.84,0.64,5.43,4
13.0,-1.6316,29.8127,3,1.55,0.75,5.10,4
14.0,-1.6316,29.8127,4,1.07,1.99,4.66,4
15.0,-1.6315,29.8127,3,0.79,2.59,5.13,3
16.0,-1.6314,29.8126,4,0.74,1.29,4.32,4
17.1,-1.6315,29.8127,4,0.32,1.54,3.88,3
18.0,-1.6313,29.8124,3,0.03,1.04,2.99,4
19.0,-1.6315,29.8127,4,0.75,0.57,2.75,4
20.0,-1.6313,29.8127,3,0.84,1.66,3.15,3
21.0,-1.6315,29.8127,4,1.37,1.76,2.69,4
22.1,-1.6314,29.8126,4,0.57,1.15,2.69,3
23.0,-1.6315,29.8138,3,0.65,1.57,2.82,4
24.0,-1.6315,29.8151,4,0.50,1.72,3.15,4
25.0,-1.6315,29.8169,3,0.96,2.51,3.61,3
26.0,-1.6314,29.8218,4,1.23,2.37,3.62,4
27.1,-1.6301,29.8276,4,1.41,2.87,3.31,3
28.1,-1.6252,29.8459,3,1.66,3.88,3.63,4
29.0,-1.6126,29.8923,4,3.13,3.95,3.47,4
30.0,-1.5881,29.9778,3,3.44,3.36,3.77,3
31.0,-1.5020,30.3609,4,1.63,1.07,3.31,4
32.1,-1.4125,30.6958,4,-0.11,4.21,3.44,3
33.0,-1.3752,30.8442,3,-0.65,5.62,3.40,4
34.0,-1.3633,30.9390,4,-1.13,6.27,3.41,4
35.0,-1.3578,31.0338,3,-0.94,4.94,3.08,3
35.9,-1.3720,31.0998,4,-1.87,3.12,3.39,4
37.0,-1.4108,31.1720,4,-0.71,2.40,3.29,4
38.0,-1.4254,31.2213,3,-0.00,1.66,3.21,3
39.0,-1.4271,31.2665,4,0.29,2.11,3.30,4
40.1,-1.4473,31.3525,4,0.19,3.97,3.18,3
41.0,-1.4768,31.4123,3,0.21,3.73,3.39,4
42.0,-1.4483,31.4465,4,0.36,4.01,3.40,4
43.0,-1.3928,31.4789,3,0.58,3.06,3.41,3
43.9,-1.3749,31.5179,4,1.31,2.30,3.31,4
45.0,-1.3759,31.5720,4,1.57,0.87,3.43,4
46.0,-1.3831,31.6088,3,1.28,0.68,3.66,3
47.0,-1.3838,31.6534,4,0.60,1.18,3.31,4
48.1,-1.3899,31.7042,4,0.24,0.86,3.37,3
49.0,-1.4013,31.7437,3,0.11,1.92,3.16,4
50.0,-1.3914,31.7737,4,-0.87,3.18,3.39,4
51.0,-1.3822,31.7971,3,-0.77,2.94,3.24,3
51.9,-1.4081,31.8201,4,-0.67,2.32,3.05,4
53.0,-1.4192,31.8469,4,-0.92,1.59,3.22,4
54.0,-1.4161,31.8779,3,-0.53,1.08,3.15,3
54.9,-1.4282,31.9098,4,-0.82,0.68,3.30,4
56.0,-1.4418,31.9326,4,-2.06,1.43,3.21,4
57.0,-1.4542,31.9506,3,-1.54,2.16,3.27,3
58.0,-1.4520,31.9606,4,-1.66,1.80,3.12,4
59.1,-1.4580,31.9775,4,-1.54,1.41,3.29,3
60.0,-1.4710,31.9909,3,-0.61,1.51,3.19,4
61.0,-1.4823,32.0098,4,-0.56,2.30,3.14,4
62.1,-1.4944,32.0352,4,-0.71,2.23,3.38,3
63.0,-1.4959,32.0559,3,-0.51,1.85,3.50,4
64.0,-1.4990,32.0738,4,-0.37,1.67,3.51,4
65.0,-1.5034,32.0861,3,-0.14,1.67,3.41,3
65.9,-1.5096,32.1040,4,-0.15,2.08,3.27,4
67.0,-1.5126,32.1208,4,-0.23,2.70,3.65,4
68.0,-1.5176,32.1340,3,-0.01,2.62,3.64,3
69.0,-1.5261,32.1479,4,-0.20,2.19,3.47,4
70.1,-1.5267,32.1623,4,-0.33,1.84,3.53,3
71.0,-1.5206,32.1736,3,0.20,1.31,3.45,4
72.0,-1.5204,32.1879,4,0.27,1.25,3.45,4
73.1,-1.5285,32.2052,4,0.08,0.88,3.46,3
74.0,-1.5361,32.2231,3,0.57,0.81,3.31,4
75.0,-1.5342,32.2374,4,0.25,0.75,3.57,4
76.0,-1.5227,32.2509,3,0.23,0.86,3.45,3
76.9,-1.5166,32.2685,4,0.05,0.95,3.42,4
78.0,-1.5278,32.2839,4,0.17,1.31,3.45,4
79.0,-1.5295,32.2954,3,-0.39,1.92,3.33,3
79.9,-1.5271,32.3061,4,-0.19,1.98,3.57,4
81.0,-1.5254,32.3201,4,-0.19,2.15,3.36,4
82.0,-1.5255,32.3311,3,-0.55,2.31,3.17,3
82.9,-1.5195,32.3446,4,-0.53,2.34,3.40,4
84.0,-1.5170,32.3606,4,-0.31,2.53,3.29,4
85.0,-1.5252,32.3746,3,-0.56,2.76,3.54,3
86.0,-1.5263,32.3884,4,-0.24,2.95,3.27,4
87.0,-1.5206,32.4066,4,-0.06,2.74,3.31,3
88.0,-1.5199,32.4220,3,-0.39,2.59,3.24,4
89.0,-1.5316,32.4330,4,0.12,3.14,3.21,4
90.1,-1.5393,32.4471,4,0.21,4.04,3.59,3
91.0,-1.5444,32.4565,3,0.03,4.26,3.33,4
92.0,-1.5318,32.4666,4,0.08,4.64,3.25,4
93.1,-1.5201,32.4831,4,0.49,4.12,3.33,3
94.0,-1.5339,32.4948,3,-0.64,3.89,3.28,4
95.0,-1.5389,32.5088,4,-0.20,4.10,3.25,4
96.1,-1.5426,32.5271,4,-0.52,3.53,2.84,3
97.0,-1.5389,32.5434,3,-0.50,2.94,3.18,4
98.0,-1.5304,32.5578,4,-0.32,2.36,3.33,4
99.1,-1.5286,32.5750,4,-0.49,2.56,3.00,3
100.0,-1.5321,32.5897,3,-0.89,2.70,3.12,4
101.0,-1.5383,32.6065,4,-0.66,2.59,3.10,4
102.0,-1.5350,32.6253,3,-0.21,2.31,2.86,3
102.9,-1.5365,32.6409,4,-0.42,1.48,3.09,4
104.0,-1.5347,32.6648,4,-0.36,0.92,3.36,4
