2016,27.62661,-175.4569,82.8079,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.6426,30.0150,13,3.49,2.68,3.77,9
8.0,-1.6426,30.0163,5,3.89,2.44,4.45,6
9.0,-1.6426,30.0176,3,4.45,1.50,3.96,4
10.0,-1.6428,30.0231,4,4.84,1.06,3.96,4
11.1,-1.6430,30.0313,4,2.99,-0.57,3.54,4
12.0,-1.6431,30.0355,3,2.29,-1.39,3.62,4
13.0,-1.6433,30.0367,4,2.19,-1.47,3.83,3
14.0,-1.6434,30.0377,3,2.24,-1.86,4.21,4
14.9,-1.6434,30.0384,4,1.88,-1.65,3.76,4
16.1,-1.6433,30.0396,4,1.39,-1.82,3.76,3
17.0,-1.6433,30.0403,3,0.96,-2.11,3.63,4
18.0,-1.6433,30.0407,4,0.69,-1.85,3.52,3
19.0,-1.6433,30.0410,3,0.57,-2.20,3.85,4
20.0,-1.6434,30.0414,4,0.42,-2.04,3.42,4
20.9,-1.6435,30.0427,3,0.45,-2.28,3.66,3
21.9,-1.6437,30.0450,4,-0.22,-2.50,3.73,4
23.0,-1.6440,30.0475,4,-0.75,-2.59,3.52,3
24.0,-1.6439,30.0491,3,-1.40,-3.01,3.78,4
25.0,-1.6439,30.0506,4,-1.52,-3.14,3.54,3
26.0,-1.6438,30.0513,3,-1.66,-3.10,3.51,4
26.9,-1.6439,30.0518,4,-1.84,-3.22,3.28,4
28.1,-1.6438,30.0544,4,-1.19,-2.82,3.25,3
29.0,-1.6435,30.0589,3,-0.63,-3.36,3.51,4
30.0,-1.6396,30.0679,4,-0.55,-4.48,3.34,3
31.0,-1.6008,30.1522,3,-0.87,-3.66,2.61,4
31.9,-1.5434,30.3137,4,-1.33,0.71,2.14,4
33.1,-1.4778,30.5146,4,2.22,2.68,3.03,3
34.0,-1.4455,30.6496,3,3.69,6.12,3.30,4
35.0,-1.3854,30.9367,4,4.14,8.85,4.15,3
36.0,-1.3613,31.0921,3,7.03,7.06,3.68,4
36.9,-1.3409,31.2061,4,6.16,5.14,3.91,4
38.1,-1.3256,31.2991,4,5.39,5.08,3.71,3
39.0,-1.3180,31.3501,3,4.43,4.73,3.84,4
