2015,306.87649,172.1341,82.0926,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.5960,29.1865,10,-0.69,4.51,-1.85,4
7.9,-1.5959,29.1871,5,-1.37,5.13,-0.36,7
9.1,-1.5958,29.1874,4,-2.43,5.73,4.12,4
10.0,-1.5958,29.1883,3,-2.66,6.03,3.60,4
11.0,-1.5954,29.1892,4,-2.55,5.72,3.18,4
12.0,-1.5955,29.1902,3,-2.49,5.89,3.49,3
13.0,-1.5957,29.1911,4,-2.08,6.07,3.71,4
14.0,-1.5957,29.1918,3,-2.21,6.60,3.84,4
15.0,-1.5960,29.1926,4,-2.03,6.57,3.73,3
16.0,-1.5959,29.1930,3,-2.11,6.27,3.33,4
17.0,-1.5960,29.1937,4,-1.91,6.31,3.28,3
18.0,-1.5959,29.1940,3,-2.21,5.85,3.00,4
19.0,-1.5959,29.1945,4,-2.58,5.92,2.53,3
20.0,-1.5957,29.1952,3,-2.15,5.36,1.97,4
20.9,-1.5951,29.1958,4,-1.80,5.85,3.42,3
21.9,-1.5934,29.2025,3,-1.70,5.78,2.11,4
22.9,-1.5920,29.2111,4,-2.04,4.90,2.13,3
24.1,-1.5891,29.2248,4,-1.89,5.51,1.43,4
25.1,-1.5838,29.2366,3,-2.48,5.23,2.37,3
26.0,-1.5775,29.2494,4,-2.79,5.40,2.92,4
27.0,-1.5666,29.2691,3,-2.48,5.76,3.31,3
28.0,-1.5485,29.3059,4,0.02,6.61,3.04,4
29.0,-1.5084,29.3798,3,3.57,7.79,2.30,3
30.0,-1.4378,29.6254,4,0.74,5.39,-0.17,4
31.0,-1.3720,29.8985,3,-0.00,6.80,1.26,3
32.0,-1.3315,30.1606,4,0.19,7.90,3.16,4
33.0,-1.2829,30.3952,3,-1.17,7.98,4.20,4
33.9,-1.2233,30.5369,4,0.28,9.28,3.97,3
35.1,-1.1883,30.6433,4,2.19,8.50,3.78,4
36.1,-1.1823,30.7175,3,3.07,7.63,3.00,3
37.0,-1.1838,30.7774,4,3.14,6.62,0.75,4
38.0,-1.1910,30.8319,3,4.52,6.62,0.65,3
39.0,-1.2129,30.8953,4,5.04,7.14,0.89,4
40.0,-1.2312,30.9461,3,3.57,7.56,1.42,3
41.0,-1.2446,30.9919,4,2.20,8.43,4.11,4
42.0,-1.2525,31.0579,3,1.09,8.49,3.94,4
42.9,-1.2540,31.1201,4,1.94,8.98,4.02,3
44.1,-1.2770,31.1725,4,2.32,8.70,3.62,4
45.0,-1.2908,31.2111,3,0.79,9.24,4.10,3
46.0,-1.2825,31.2499,4,-1.18,8.05,3.61,4
47.0,-1.2804,31.2910,3,-2.34,5.35,3.61,3
48.0,-1.2849,31.3326,4,-2.35,2.61,3.39,4
49.0,-1.3154,31.3840,3,-2.17,2.01,2.85,4
49.9,-1.3474,31.4316,4,-2.69,1.86,-1.84,3
51.1,-1.3506,31.4780,4,0.51,5.39,-0.15,4
52.1,-1.3535,31.5153,3,-0.98,6.59,1.91,3
53.0,-1.3837,31.5434,4,-1.18,6.51,1.34,4
54.0,-1.4135,31.5795,3,-1.34,6.92,3.55,3
55.0,-1.4180,31.6226,4,-2.64,6.75,3.64,4
56.0,-1.4441,31.6529,3,-2.97,6.06,3.78,4
56.9,-1.4593,31.6837,4,-3.33,6.50,4.20,3
58.1,-1.4678,31.7268,4,-4.96,5.40,3.81,4
59.0,-1.4593,31.7525,3,-4.84,4.99,3.65,3
60.0,-1.4578,31.7845,4,-3.89,4.93,3.67,4
61.0,-1.4351,31.8136,3,-2.84,5.79,3.64,3
62.0,-1.4114,31.8405,4,-3.51,6.53,3.58,4
62.9,-1.4112,31.8695,3,-3.69,5.63,3.58,4
63.9,-1.4306,31.8905,4,-3.14,4.21,3.55,3
65.0,-1.4552,31.9118,4,-3.59,3.98,3.70,4
66.0,-1.4633,31.9284,3,-3.97,3.42,3.65,3
67.0,-1.4668,31.9429,4,-3.56,3.32,3.59,4
68.0,-1.4721,31.9595,3,-3.64,2.78,3.75,4
68.9,-1.4886,31.9821,4,-4.16,2.22,3.66,3
70.1,-1.4946,32.0011,4,-3.45,0.81,3.25,4
71.0,-1.4992,32.0170,3,-2.64,-0.45,3.28,3
72.0,-1.5003,32.0334,4,-2.45,-1.26,3.65,4
73.0,-1.4891,32.0452,3,-2.04,-1.74,3.24,4
74.0,-1.4687,32.0655,4,-1.96,-1.27,3.24,3
75.1,-1.4525,32.0775,4,-2.07,-1.05,3.42,4
76.0,-1.4415,32.1009,3,-2.12,-0.66,3.33,3
77.0,-1.4656,32.1188,4,-2.67,-0.66,3.12,4
78.0,-1.4862,32.1401,3,-2.56,-0.75,3.13,3
79.0,-1.4821,32.1583,4,-1.81,-0.63,3.04,4
80.1,-1.4610,32.1748,4,-1.68,0.05,3.23,4
81.1,-1.4632,32.1939,3,-2.27,1.46,3.52,3
82.0,-1.4920,32.2162,4,-2.86,1.36,3.05,4
83.0,-1.5020,32.2397,3,-3.08,1.53,3.07,3
84.0,-1.5053,32.2635,4,-2.40,0.91,3.09,4
84.9,-1.5063,32.2893,3,-2.32,0.40,3.18,4
