2015,312.50149,174.7991,82.2448,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.9,-1.5955,29.1686,9,NaN,NaN,-7.76,8
8.0,-1.5965,29.1975,4,1.14,4.17,-3.77,4
9.0,-1.5966,29.2058,4,1.75,4.24,-3.19,4
10.1,-1.5968,29.2110,4,1.98,4.15,-3.20,4
11.1,-1.5968,29.2160,4,2.03,4.24,-3.15,4
12.0,-1.5971,29.2302,3,1.90,3.84,-3.21,3
12.9,-1.5970,29.2346,4,1.31,3.94,-3.09,4
13.9,-1.5969,29.2399,4,1.54,4.30,-3.29,4
15.0,-1.5968,29.2462,4,2.16,4.06,-3.19,4
16.0,-1.5965,29.2500,4,2.38,3.76,-3.52,4
17.0,-1.5963,29.2554,4,2.18,3.00,-3.66,4
18.1,-1.5953,29.2676,4,1.44,2.25,-3.65,4
19.1,-1.5939,29.2744,4,1.28,2.35,-3.50,4
20.0,-1.5936,29.2808,3,1.30,3.04,-3.47,3
20.9,-1.5834,29.3341,4,1.69,3.78,-3.13,4
21.9,-1.5714,29.3930,4,3.38,3.95,-3.28,4
23.0,-1.5312,29.5865,4,3.11,4.80,-3.35,4
24.0,-1.4696,30.1245,4,5.11,7.21,-2.67,4
25.0,-1.4238,30.6603,4,8.54,11.15,-1.34,4
26.0,-1.4260,30.7385,4,11.07,13.89,-0.19,4
27.0,-1.4325,30.7508,4,12.76,14.32,-0.02,4
28.0,-1.4370,30.7601,4,13.34,14.29,-0.39,4
29.1,-1.4445,30.7781,4,13.44,14.03,-0.59,4
30.1,-1.4597,30.8119,4,13.54,13.86,-0.53,4
31.1,-1.4745,30.8405,4,13.99,14.62,-0.06,4
32.1,-1.4851,30.8583,4,14.42,15.21,-0.10,4
33.1,-1.4985,30.8804,4,14.05,15.31,-0.02,4
34.1,-1.5101,30.8999,4,13.80,15.26,-0.10,4
35.1,-1.5228,30.9155,4,13.50,15.47,-0.24,4
36.0,-1.5327,30.9300,3,13.05,15.80,0.37,3
36.9,-1.5428,30.9432,4,12.70,16.11,-0.01,4
37.9,-1.5538,30.9553,4,12.86,16.25,-0.03,4
