2015,336.87652,174.8314,82.5799,757
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.3,-1.6138,29.5171,7,NaN,NaN,NaN,0
7.0,-1.6141,29.5164,6,-1.63,4.28,-0.04,9
8.0,-1.6137,29.5176,3,-3.44,5.42,4.86,6
9.0,-1.6138,29.5176,4,-4.00,5.54,4.56,4
10.1,-1.6138,29.5177,4,-4.35,5.80,3.92,4
11.0,-1.6137,29.5176,3,-4.06,6.28,3.78,3
12.0,-1.6138,29.5177,4,-4.63,6.60,3.71,4
13.0,-1.6137,29.5175,3,-4.12,6.16,4.06,4
14.0,-1.6137,29.5176,4,-4.93,7.03,2.89,3
15.0,-1.6140,29.5179,3,-4.54,7.19,3.79,4
16.0,-1.6139,29.5178,4,-4.10,6.88,4.34,3
17.0,-1.6139,29.5178,3,-4.72,6.27,3.84,4
18.0,-1.6137,29.5177,4,-4.35,6.61,3.55,3
19.0,-1.6138,29.5178,3,-4.70,6.16,3.62,4
20.0,-1.6138,29.5177,4,-4.67,6.53,3.98,3
20.9,-1.6139,29.5179,3,-4.59,6.76,4.25,4
21.9,-1.6137,29.5177,4,-4.32,6.82,4.01,3
23.1,-1.6136,29.5177,4,-4.46,6.96,3.64,4
24.1,-1.6136,29.5178,3,-4.17,7.07,3.40,3
25.0,-1.6136,29.5179,4,-4.21,7.38,3.78,4
26.0,-1.6137,29.5182,3,-4.65,7.06,3.43,3
27.0,-1.6137,29.5184,4,-4.80,7.08,4.23,4
28.0,-1.6135,29.5183,3,-4.67,6.76,4.01,4
29.0,-1.6134,29.5181,4,-4.43,6.78,4.12,3
30.0,-1.6134,29.5180,3,-4.77,7.06,3.96,4
31.0,-1.6135,29.5180,4,-4.45,7.45,3.71,3
32.0,-1.6130,29.5205,3,-4.01,7.54,3.73,4
32.9,-1.5592,29.6537,4,-4.43,6.93,3.89,3
34.1,-1.3814,30.1499,4,-4.24,6.74,3.40,4
35.0,-1.2753,30.4817,3,-3.86,8.43,3.03,3
36.0,-1.2119,30.6715,4,-2.39,9.50,3.43,4
37.0,-1.1942,30.7771,3,-2.14,11.06,3.55,4
38.0,-1.1952,30.8373,4,-3.02,10.57,3.51,3
39.0,-1.1977,30.9025,3,-3.85,9.79,3.38,4
39.9,-1.2030,30.9424,4,-4.14,9.47,3.43,3
41.1,-1.2071,31.0106,4,-3.15,9.91,3.48,4
42.0,-1.2302,31.0665,3,-2.57,10.02,3.76,3
43.0,-1.2539,31.1189,4,-2.84,9.88,3.70,4
44.0,-1.2825,31.1686,3,-3.17,10.16,3.77,4
45.0,-1.3284,31.2115,4,-3.49,10.38,3.69,3
45.9,-1.3026,31.2606,3,-4.08,10.58,3.51,4
46.9,-1.2889,31.3080,4,-4.73,10.80,3.61,3
48.0,-1.4281,31.3592,4,-4.68,11.25,3.57,4
49.0,-1.5292,31.3989,3,-4.41,12.30,3.68,3
50.0,-1.5550,31.4292,4,-4.66,11.57,3.49,4
50.9,-1.5591,31.4564,3,-4.04,11.93,3.32,4
51.9,-1.5348,31.4864,4,-3.88,12.36,3.58,3
53.0,-1.5143,31.5258,4,-3.90,12.47,3.33,4
54.0,-1.4546,31.5483,3,-3.36,12.69,3.17,3
55.0,-1.3839,31.5804,4,-3.30,12.56,3.19,4
56.0,-1.2860,31.6245,3,-3.54,11.56,3.28,4
56.9,-1.2621,31.6585,4,-5.00,10.98,3.34,3
58.0,-1.2384,31.6890,4,-4.79,11.15,3.28,4
59.0,-1.2696,31.7104,3,-4.39,11.12,3.36,3
60.0,-1.3033,31.7296,4,-4.05,11.33,3.27,4
61.0,-1.3461,31.7576,3,-3.73,11.05,3.36,4
61.9,-1.3831,31.7845,4,-4.01,10.83,3.42,3
63.0,-1.3966,31.8158,4,-4.87,11.09,3.58,4
64.0,-1.4185,31.8426,3,-5.71,10.45,3.47,3
65.0,-1.4275,31.8666,4,-6.11,11.02,3.34,4
66.1,-1.4438,31.8950,4,-5.90,10.71,3.33,4
67.1,-1.4732,31.9208,3,-5.71,10.89,3.47,3
68.0,-1.4410,31.9421,4,-5.26,10.64,3.40,4
69.0,-1.4402,31.9622,3,-5.16,10.98,3.60,3
70.0,-1.4838,31.9861,4,-4.89,11.01,3.62,4
71.1,-1.5072,32.0128,4,-4.80,10.91,3.64,4
72.0,-1.5172,32.0373,3,-5.04,10.87,3.42,3
73.0,-1.5198,32.0522,4,-4.95,11.29,3.45,4
74.0,-1.5330,32.0709,3,-5.34,10.81,3.69,4
