2016,45.12663,-175.1882,83.4517,247
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.5,-1.6307,29.7753,3,NaN,NaN,NaN,0
6.8,-1.6306,29.7747,5,3.83,2.19,5.51,7
8.0,-1.6306,29.7760,4,4.60,1.62,4.68,6
9.1,-1.6304,29.7759,4,5.72,1.68,4.45,4
10.0,-1.6306,29.7763,3,5.94,2.05,4.24,3
11.0,-1.6305,29.7765,4,6.18,2.19,3.99,4
11.9,-1.6305,29.7769,3,6.07,1.58,3.84,4
12.9,-1.6305,29.7771,4,6.07,1.17,3.57,3
14.0,-1.6304,29.7776,4,5.69,1.26,3.74,4
15.0,-1.6307,29.7783,3,5.51,0.71,3.64,4
16.0,-1.6304,29.7792,4,5.05,-0.50,3.57,3
17.0,-1.6307,29.7805,3,3.83,-1.07,3.74,4
17.9,-1.6307,29.7817,4,3.46,-2.05,4.14,3
19.0,-1.6306,29.7838,4,2.55,-2.65,3.83,4
20.0,-1.6307,29.7855,3,1.41,-3.45,3.85,4
21.0,-1.6307,29.7862,4,1.02,-3.25,3.89,3
22.0,-1.6306,29.7866,3,0.91,-3.41,3.90,4
22.9,-1.6307,29.7869,4,1.20,-3.14,3.75,3
24.0,-1.6306,29.7873,4,1.02,-3.40,3.92,4
25.0,-1.6306,29.7875,3,0.89,-3.92,3.94,4
26.0,-1.6305,29.7877,4,0.86,-3.94,3.87,3
27.0,-1.6306,29.7881,3,0.77,-3.85,3.66,4
27.9,-1.6306,29.7885,4,0.85,-3.75,3.85,3
29.0,-1.6307,29.7893,4,0.84,-4.04,3.68,4
30.0,-1.6300,29.7904,3,0.54,-4.26,3.59,4
31.0,-1.6068,29.9143,4,-0.15,-4.44,3.41,3
32.1,-1.4878,30.4107,4,1.67,-3.78,3.22,4
33.0,-1.4213,30.7426,3,1.16,-3.73,3.55,3
34.0,-1.3906,30.9399,4,1.06,-3.45,3.45,4
35.0,-1.3899,31.0221,3,1.56,-3.13,3.28,4
35.9,-1.3838,31.1264,4,1.55,-2.58,3.26,3
37.1,-1.3955,31.1901,4,1.44,-2.10,3.40,4
38.0,-1.3964,31.2205,3,1.08,-2.53,3.22,4
