2016,31.62662,-176.7025,82.9433,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.6481,30.1402,22,2.51,1.40,1.34,16
8.1,-1.6480,30.1410,4,2.88,0.32,5.01,5
9.0,-1.6482,30.1411,3,3.62,0.63,4.83,5
9.9,-1.6479,30.1409,4,3.85,0.81,3.60,3
11.0,-1.6479,30.1409,4,3.58,0.72,3.64,4
12.1,-1.6480,30.1410,4,3.60,0.53,3.34,4
13.0,-1.6480,30.1409,3,3.90,-0.08,3.66,4
14.0,-1.6478,30.1406,4,3.42,-0.55,3.84,3
15.0,-1.6478,30.1406,3,3.25,0.31,4.03,4
15.9,-1.6476,30.1404,4,2.84,-0.22,4.36,3
17.1,-1.6477,30.1405,4,2.47,-0.23,4.46,4
18.0,-1.6478,30.1406,3,2.14,-0.11,4.76,4
19.0,-1.6478,30.1406,4,2.09,-0.33,4.44,3
20.0,-1.6477,30.1406,3,2.19,0.03,4.51,4
20.9,-1.6477,30.1406,4,2.18,0.26,4.26,4
22.0,-1.6478,30.1407,4,2.16,-0.04,4.01,3
23.0,-1.6475,30.1404,3,1.29,-0.40,3.63,4
24.0,-1.6478,30.1406,4,0.99,-0.31,3.38,3
24.9,-1.6477,30.1406,3,1.19,-0.49,2.95,4
25.9,-1.6477,30.1410,4,0.84,0.35,3.57,4
27.0,-1.6477,30.1411,4,0.41,0.42,4.34,3
28.0,-1.6479,30.1414,3,0.84,0.44,4.11,4
29.0,-1.6478,30.1413,4,0.86,0.49,3.95,3
30.1,-1.6477,30.1415,4,1.03,0.94,3.67,4
31.0,-1.6248,30.2673,3,0.31,0.17,3.79,4
32.0,-1.5118,30.6512,4,1.31,-0.07,3.80,3
33.0,-1.4211,30.9089,3,2.58,0.74,3.30,4
33.9,-1.3777,31.0440,4,1.91,2.23,3.52,4
35.0,-1.3536,31.1385,4,1.77,2.89,3.82,3
36.0,-1.3692,31.2010,3,1.56,2.69,3.89,4
37.0,-1.3726,31.2541,4,1.52,2.81,3.76,3
38.1,-1.3727,31.3111,4,1.79,2.71,3.76,4
39.0,-1.3684,31.3430,3,1.76,2.48,3.70,4
40.0,-1.3783,31.3770,4,1.92,3.02,3.91,3
41.0,-1.3876,31.4110,3,2.52,2.50,3.71,4
41.9,-1.3857,31.4543,4,3.05,1.85,3.62,3
43.0,-1.3795,31.4868,4,2.80,2.47,3.57,4
44.0,-1.3787,31.5198,3,2.71,2.51,3.61,4
45.0,-1.3773,31.5678,4,3.04,2.59,3.58,3
46.1,-1.3758,31.6164,4,3.53,1.87,3.65,4
47.0,-1.3726,31.6509,3,3.14,0.52,3.50,4
48.0,-1.3756,31.6793,4,2.48,-0.47,3.31,3
49.1,-1.3951,31.7076,4,1.48,-0.69,3.39,4
50.0,-1.4089,31.7289,3,1.43,0.26,3.42,4
51.0,-1.4195,31.7565,4,0.58,0.64,2.57,3
52.0,-1.4291,31.7739,3,2.24,1.56,-0.08,4
52.9,-1.4236,31.7968,4,2.71,1.91,0.14,4
54.0,-1.4343,31.8274,4,3.03,2.94,-0.63,3
55.0,-1.4362,31.8557,3,3.50,2.42,-0.23,4
55.9,-1.4242,31.8756,4,3.17,0.38,3.10,3
57.0,-1.4085,31.9033,4,2.73,-0.52,3.09,4
58.0,-1.4035,31.9253,3,2.46,-0.59,2.76,4
59.0,-1.4043,31.9504,4,2.11,-1.49,3.01,3
60.1,-1.4080,31.9778,4,1.40,-1.91,2.92,4
61.0,-1.4129,32.0012,3,0.36,-1.32,2.94,4
62.0,-1.4264,32.0200,4,-0.71,-1.17,3.26,3
63.1,-1.4382,32.0382,4,-0.63,-1.64,3.00,4
64.0,-1.4456,32.0509,3,-0.23,-1.12,2.86,4
65.0,-1.4578,32.0722,4,-0.36,-0.78,2.82,3
66.0,-1.4656,32.0888,3,-0.83,-0.33,2.72,4
66.9,-1.4711,32.1030,4,-1.30,-0.28,2.74,4
68.0,-1.4766,32.1175,4,-1.43,0.65,2.79,3
69.0,-1.4776,32.1266,3,-1.89,0.69,2.90,4
69.9,-1.4798,32.1413,4,-1.68,2.04,3.06,3
71.0,-1.4809,32.1586,4,-1.67,1.81,2.97,4
72.0,-1.4823,32.1775,3,-1.35,1.03,3.12,4
73.0,-1.4823,32.1834,4,-0.74,1.16,3.09,3
74.1,-1.4859,32.1972,4,-0.81,1.42,3.17,4
75.0,-1.4879,32.2102,3,-1.00,1.29,3.01,4
76.0,-1.4886,32.2221,4,-1.28,1.64,2.97,3
77.0,-1.4883,32.2330,3,-1.14,2.31,2.93,4
77.9,-1.4878,32.2472,4,-0.73,1.25,3.30,4
79.0,-1.4867,32.2626,4,-1.07,2.10,2.53,3
80.0,-1.4877,32.2781,3,-0.48,2.38,2.95,4
80.9,-1.4881,32.2988,4,0.89,2.26,3.25,3
82.0,-1.4892,32.3177,4,1.54,1.43,3.28,4
83.0,-1.4908,32.3359,3,2.13,1.28,3.20,4
83.9,-1.4897,32.3493,4,2.05,0.72,2.69,3
85.0,-1.4902,32.3624,4,1.44,0.16,2.71,4
86.0,-1.4918,32.3761,3,0.55,-0.06,2.87,4
86.9,-1.4928,32.3860,4,0.51,-0.58,2.79,3
88.0,-1.4967,32.4002,4,0.12,-0.28,2.87,4
89.0,-1.5041,32.4065,3,-0.30,0.26,2.98,4
89.9,-1.5162,32.4179,4,-0.55,-0.18,3.23,3
91.0,-1.5231,32.4337,4,-1.29,-0.65,3.01,4
92.0,-1.5249,32.4467,3,-1.71,-0.99,3.06,4
92.9,-1.5304,32.4557,4,-1.47,-0.99,3.12,3
94.0,-1.5427,32.4736,4,-2.14,-0.68,3.10,4
95.0,-1.5438,32.4838,3,-2.80,-1.05,2.94,4
95.9,-1.5433,32.5006,4,-2.98,-1.02,3.19,3
97.0,-1.5439,32.5215,4,-2.93,-0.95,2.99,4
98.0,-1.5371,32.5362,3,-2.11,-0.75,3.05,4
98.9,-1.5269,32.5522,4,-2.25,-0.76,3.37,3
100.0,-1.5073,32.5621,4,-2.66,-1.22,3.08,4
101.0,-1.4938,32.5748,3,-2.37,-1.13,3.07,4
101.9,-1.5052,32.5890,4,-2.38,-0.72,3.14,3
103.0,-1.5175,32.6002,4,-2.45,-0.80,3.25,4
104.0,-1.5257,32.6131,3,-2.72,-1.07,3.19,4
104.9,-1.5284,32.6260,4,-2.94,-0.78,3.01,3
106.0,-1.5359,32.6406,4,-3.20,-0.95,3.09,4
107.0,-1.5376,32.6584,3,-3.00,-1.46,3.31,4
107.9,-1.5355,32.6740,4,-2.56,-1.28,3.22,3
109.0,-1.5389,32.6945,4,-2.11,-1.70,3.41,4
110.0,-1.5371,32.7153,3,-2.20,-1.94,3.28,4
110.9,-1.5314,32.7306,4,-2.77,-2.10,3.27,3
112.0,-1.5369,32.7527,4,-3.52,-1.69,3.20,4
113.0,-1.5363,32.7802,3,-3.75,-0.30,3.36,4
113.9,-1.5326,32.8040,4,-4.22,0.01,3.54,4
115.0,-1.5216,32.8397,4,-4.60,-0.28,3.72,3
116.1,-1.5122,32.8605,4,-5.03,0.08,3.61,4
117.0,-1.5014,32.8872,3,-4.86,-0.57,3.60,4
118.0,-1.4962,32.9108,4,-4.68,-1.43,3.33,3
119.1,-1.4785,32.9357,4,-4.22,-0.95,3.16,4
120.0,-1.4442,32.9687,3,-3.59,-0.31,3.16,4
121.0,-1.4139,33.0142,4,-2.53,-0.20,3.52,3
122.1,-1.3822,33.0789,4,-0.21,-0.86,3.35,4
123.0,-1.3605,33.1243,3,-0.22,-1.30,3.32,4
123.9,-1.3433,33.1661,4,-0.42,-1.27,3.28,3
125.0,-1.3217,33.2310,4,0.22,-1.24,3.11,4
126.0,-1.3066,33.2948,3,0.64,-1.70,3.32,4
126.9,-1.2957,33.3414,4,0.57,-2.02,2.95,3
128.0,-1.2664,33.3964,4,1.13,-2.42,3.15,4
129.1,-1.2516,33.4485,4,1.56,-2.80,3.28,4
