2016,36.25161,-176.9750,83.1310,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.9,-1.6479,30.1351,6,NaN,NaN,NaN,5
7.9,-1.6478,30.1352,4,1.71,-0.08,-3.53,4
8.9,-1.6478,30.1352,4,1.71,0.36,-2.79,4
10.0,-1.6477,30.1352,4,1.51,0.21,-2.91,4
11.0,-1.6479,30.1357,4,2.06,0.24,-2.81,4
12.0,-1.6476,30.1354,4,2.13,-0.08,-3.23,4
13.0,-1.6476,30.1354,4,2.18,-0.54,-3.03,4
14.0,-1.6477,30.1356,4,2.28,-0.25,-2.22,4
14.9,-1.6478,30.1358,4,2.09,-0.34,-2.69,4
15.9,-1.6477,30.1360,4,2.00,-0.56,-3.02,4
16.9,-1.6478,30.1362,4,1.53,-0.35,-3.07,4
18.0,-1.6478,30.1363,4,1.58,-0.16,-2.99,4
19.0,-1.6477,30.1366,4,1.65,-0.38,-3.18,4
20.0,-1.6477,30.1369,4,1.26,-0.29,-3.00,4
21.1,-1.6478,30.1373,4,1.41,-0.34,-3.24,4
22.1,-1.6478,30.1377,4,1.47,-0.22,-3.37,4
23.0,-1.6478,30.1383,3,1.54,-0.58,-3.04,3
23.9,-1.6476,30.1386,4,1.90,-0.64,-3.43,4
24.9,-1.6479,30.1394,4,1.34,-0.30,-3.24,4
26.0,-1.6477,30.1403,4,1.42,-0.27,-3.14,4
27.0,-1.6476,30.1414,4,1.67,-0.31,-3.09,4
28.0,-1.6476,30.1426,4,1.97,-0.66,-3.11,4
29.1,-1.6471,30.1436,4,1.78,-0.31,-2.89,4
30.1,-1.6450,30.1470,4,2.11,-0.61,-3.04,4
31.1,-1.6326,30.1819,4,2.36,-0.82,-2.91,4
32.1,-1.5580,30.3721,4,2.47,-2.01,-3.22,4
33.0,-1.4460,30.7294,3,1.30,-0.81,-3.15,3
33.9,-1.3920,30.8633,4,0.29,0.25,-3.15,4
35.0,-1.3587,30.9485,4,2.01,2.52,-3.24,4
36.0,-1.3323,31.0426,4,2.47,1.77,-3.62,4
37.0,-1.3176,31.1474,4,2.57,0.51,-3.61,4
38.0,-1.2990,31.2441,4,0.30,-0.72,-3.60,4
39.1,-1.3171,31.3290,4,1.37,-2.19,-3.31,4
40.1,-1.3343,31.3699,4,1.98,-2.52,-3.22,4
41.0,-1.3453,31.4066,3,2.04,-3.17,-3.21,3
41.9,-1.3413,31.4504,4,2.68,-3.48,-2.98,4
42.9,-1.3816,31.4934,4,2.82,-3.92,-3.07,4
44.0,-1.3252,31.5360,4,2.12,-3.63,-3.26,4
45.0,-1.2714,31.5704,4,1.87,-3.61,-3.05,4
46.0,-1.2796,31.5963,4,1.74,-3.73,-3.17,4
47.0,-1.2990,31.6231,4,1.49,-4.35,-2.71,4
48.1,-1.2997,31.6549,4,1.45,-4.56,-3.11,4
49.1,-1.3092,31.6918,4,1.18,-4.67,-3.01,4
50.0,-1.3216,31.7199,3,0.71,-4.89,-2.77,3
50.9,-1.3333,31.7427,4,1.09,-4.66,-2.99,4
51.9,-1.3326,31.7657,4,1.63,-4.61,-3.34,4
52.9,-1.3401,31.7906,4,1.34,-4.27,-2.39,4
53.9,-1.3377,31.8240,4,1.90,-5.07,-2.36,4
54.9,-1.3377,31.8577,4,2.59,-5.65,-2.66,4
55.9,-1.3616,31.8864,4,2.42,-6.21,-2.74,4
57.0,-1.4111,31.9146,4,1.95,-6.35,-2.43,4
58.0,-1.4174,31.9338,4,1.70,-6.83,-2.61,4
59.0,-1.4265,31.9543,4,1.64,-7.07,-2.14,4
60.0,-1.4340,31.9727,4,1.77,-7.29,-2.29,4
61.0,-1.4246,31.9942,4,2.22,-7.63,-2.22,4
62.1,-1.4159,32.0154,4,2.53,-7.31,-2.51,4
63.1,-1.4649,32.0340,4,2.25,-7.46,-2.31,4
64.1,-1.4753,32.0490,4,1.52,-7.38,-2.33,4
65.0,-1.4818,32.0633,3,0.82,-7.03,-2.53,3
65.9,-1.4848,32.0785,4,1.36,-7.20,-2.53,4
66.9,-1.4997,32.0943,4,2.07,-7.51,-2.16,4
67.9,-1.5187,32.1104,4,3.09,-7.76,-2.27,4
69.0,-1.5301,32.1265,4,3.24,-8.13,-2.28,4
70.0,-1.5388,32.1420,4,2.87,-8.54,-2.00,4
71.0,-1.5293,32.1600,4,1.94,-8.80,-2.11,4
72.0,-1.5366,32.1761,4,1.29,-8.64,-2.07,4
73.0,-1.5461,32.1901,4,0.49,-8.33,-2.00,4
74.1,-1.5446,32.2021,4,0.53,-8.17,-2.05,4
