2016,46.37662,-175.2632,83.4713,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.6305,29.7889,15,-1.08,-0.11,-0.82,9
8.0,-1.6304,29.7895,5,-2.16,0.02,3.44,7
9.0,-1.6304,29.7895,3,-3.04,0.38,3.51,4
9.9,-1.6303,29.7894,4,-3.34,0.55,3.19,4
11.0,-1.6303,29.7894,4,-3.13,0.99,2.83,4
12.0,-1.6305,29.7897,3,-2.79,1.49,3.45,3
13.0,-1.6304,29.7898,4,-3.06,2.00,3.38,4
13.9,-1.6303,29.7897,3,-2.83,2.44,3.42,4
14.9,-1.6304,29.7898,4,-2.63,2.43,3.84,3
16.0,-1.6303,29.7898,4,-2.72,2.51,3.66,4
17.0,-1.6303,29.7899,3,-2.59,2.13,3.54,3
18.0,-1.6304,29.7902,4,-3.05,2.77,3.23,4
19.0,-1.6304,29.7902,3,-2.87,2.56,3.71,4
19.9,-1.6303,29.7904,4,-2.94,2.72,3.54,3
21.1,-1.6305,29.7908,4,-2.88,2.81,3.72,4
22.0,-1.6305,29.7914,3,-2.95,2.87,4.15,3
23.0,-1.6305,29.7918,4,-3.43,3.12,3.61,4
24.0,-1.6304,29.7918,3,-3.53,2.94,3.55,3
25.0,-1.6304,29.7927,4,-3.49,3.09,3.84,4
26.1,-1.6306,29.7933,4,-3.54,3.21,3.92,4
27.0,-1.6306,29.7939,3,-3.81,3.51,3.95,3
28.0,-1.6305,29.7950,4,-3.90,3.70,3.94,4
29.0,-1.6304,29.7971,3,-4.03,3.92,3.94,3
29.9,-1.6302,29.8001,4,-3.55,4.69,3.76,4
31.1,-1.6290,29.8079,4,-3.15,5.05,3.71,4
32.0,-1.6159,29.9047,3,-3.34,5.06,3.56,3
33.0,-1.5378,30.2798,4,-2.51,2.16,3.15,4
34.0,-1.4547,30.6219,3,-1.92,0.95,-1.47,4
34.9,-1.3768,30.8990,4,-0.93,0.69,-2.66,3
36.0,-1.3456,31.0803,4,2.82,-0.14,1.50,4
37.0,-1.3289,31.1814,3,5.34,0.24,3.30,3
38.0,-1.3248,31.2581,4,7.12,-2.35,3.51,4
39.1,-1.3279,31.3298,4,6.81,-4.51,3.53,4
40.0,-1.3376,31.3961,3,6.20,-6.18,3.41,3
41.0,-1.3519,31.4410,4,5.57,-6.69,3.39,4
42.0,-1.3558,31.4786,3,5.53,-6.23,3.25,3
42.9,-1.3585,31.5148,4,5.99,-5.61,3.24,4
44.1,-1.3580,31.5531,4,6.39,-4.55,3.39,4
45.0,-1.3571,31.5880,3,6.45,-3.98,3.25,3
46.0,-1.3472,31.6275,4,6.07,-3.57,3.16,4
47.0,-1.3534,31.6592,3,6.17,-3.92,3.28,4
47.9,-1.3707,31.6882,4,6.26,-4.53,3.54,3
49.0,-1.3833,31.7207,4,5.82,-5.18,3.04,4
50.0,-1.3911,31.7488,3,5.97,-5.56,3.09,3
51.0,-1.3954,31.7733,4,6.08,-5.65,2.96,4
52.1,-1.3991,31.7918,4,5.67,-5.58,2.99,4
53.0,-1.4033,31.8174,3,5.47,-5.66,3.17,3
54.0,-1.4116,31.8478,4,5.37,-5.75,3.05,4
55.0,-1.4187,31.8728,3,5.32,-6.20,3.38,4
55.9,-1.4247,31.8999,4,5.01,-6.17,3.20,3
57.0,-1.4308,31.9279,4,4.92,-6.97,3.23,4
58.0,-1.4383,31.9536,3,4.63,-7.15,2.95,3
59.0,-1.4513,31.9796,4,4.78,-6.97,3.48,4
60.1,-1.4603,31.9943,4,4.75,-6.49,3.31,4
61.0,-1.4633,32.0113,3,4.98,-6.27,3.63,3
62.0,-1.4782,32.0373,4,5.25,-5.92,3.71,4
63.1,-1.4917,32.0650,4,5.25,-5.89,3.54,4
64.0,-1.4946,32.0798,3,5.38,-6.37,3.55,3
65.0,-1.4985,32.0955,4,5.44,-6.42,3.52,4
66.0,-1.5085,32.1120,3,5.03,-6.31,3.78,3
66.9,-1.5152,32.1310,4,5.20,-6.49,3.73,4
68.0,-1.5108,32.1417,4,4.55,-6.51,3.63,4
69.0,-1.5008,32.1568,3,4.56,-6.41,3.75,3
70.0,-1.4956,32.1733,4,4.64,-5.95,3.60,4
71.1,-1.4963,32.1919,4,4.84,-5.98,3.66,4
72.0,-1.5041,32.2048,3,4.82,-5.58,3.47,3
73.0,-1.5087,32.2156,4,5.08,-4.97,3.59,4
74.1,-1.5121,32.2322,4,5.36,-4.77,3.71,4
75.0,-1.5146,32.2483,3,5.65,-4.61,3.60,3
76.0,-1.5160,32.2622,4,5.58,-4.43,3.89,4
77.0,-1.5158,32.2745,3,5.57,-4.55,3.81,3
77.9,-1.5133,32.2934,4,5.64,-4.83,3.79,4
79.0,-1.5128,32.3084,4,5.27,-5.25,3.53,4
80.0,-1.5134,32.3264,3,4.97,-5.91,3.26,3
81.0,-1.5138,32.3394,4,5.20,-6.11,3.66,4
82.1,-1.5128,32.3539,4,5.07,-5.67,3.76,4
83.0,-1.5129,32.3692,3,5.39,-5.71,3.61,3
84.0,-1.5126,32.3826,4,6.16,-4.94,3.81,4
85.1,-1.5080,32.4016,4,6.15,-4.38,3.81,4
86.0,-1.5060,32.4191,3,6.41,-4.13,3.60,3
87.0,-1.5065,32.4377,4,6.36,-4.42,3.63,4
88.1,-1.5084,32.4536,4,6.54,-4.18,3.89,3
89.0,-1.5141,32.4713,3,6.85,-4.31,3.67,4
90.0,-1.5165,32.4869,4,7.11,-4.23,3.83,4
91.0,-1.5165,32.4977,3,6.75,-4.51,3.75,3
91.9,-1.5171,32.5101,4,6.60,-4.83,3.50,4
93.0,-1.5206,32.5260,4,6.20,-4.85,3.61,4
94.0,-1.5234,32.5361,3,6.13,-4.60,3.56,3
94.9,-1.5245,32.5475,4,5.60,-4.27,3.47,4
96.0,-1.5237,32.5636,4,5.52,-4.53,4.01,4
97.0,-1.5248,32.5753,3,6.02,-4.93,3.23,3
98.0,-1.5254,32.5894,4,5.22,-4.71,3.26,4
99.1,-1.5283,32.6073,4,5.34,-4.54,3.54,4
100.0,-1.5362,32.6285,3,5.07,-4.74,3.26,3
101.0,-1.5405,32.6431,4,4.54,-5.50,3.00,4
102.1,-1.5444,32.6623,4,4.45,-5.68,3.53,4
103.0,-1.5455,32.6757,3,4.38,-6.23,3.35,3
104.0,-1.5453,32.6964,4,4.59,-6.32,3.69,4
105.0,-1.5439,32.7105,3,4.19,-6.16,3.76,4
105.9,-1.5379,32.7276,4,3.45,-6.13,3.94,3
107.0,-1.5207,32.7503,4,3.97,-6.07,3.77,4
108.0,-1.5023,32.7828,3,4.06,-5.34,3.20,3
108.9,-1.4894,32.8094,4,4.69,-3.96,3.27,4
110.0,-1.4767,32.8427,4,4.40,-5.29,3.63,4
111.0,-1.4604,32.8758,3,4.54,-6.00,3.79,3
111.9,-1.4374,32.9157,4,4.20,-5.88,3.42,4
113.0,-1.4121,32.9715,4,4.12,-6.06,3.96,4
114.0,-1.3996,33.0095,3,4.02,-6.66,3.62,3
114.9,-1.3860,33.0396,4,3.52,-6.10,3.54,4
116.0,-1.3668,33.0920,4,2.91,-6.81,2.09,4
117.0,-1.3550,33.1375,3,3.40,-4.62,1.50,3
118.0,-1.3382,33.1847,4,4.18,-4.45,0.35,4
119.1,-1.3195,33.2328,4,4.49,-3.93,0.39,4
120.0,-1.3044,33.2741,3,4.20,-5.68,-1.99,3
121.0,-1.2912,33.3215,4,2.85,-4.38,-2.24,4
122.1,-1.2758,33.3706,4,1.63,-5.91,1.41,4
123.0,-1.2601,33.4293,3,2.20,-6.64,2.69,3
124.0,-1.2483,33.4787,4,2.29,-6.66,1.89,4
