2016,47.50163,-175.1797,83.4201,244
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
8.0,-1.6321,29.8199,6,-1.88,0.21,-3.88,5
9.0,-1.6321,29.8200,4,-1.40,0.79,-2.49,4
10.0,-1.6321,29.8200,5,-1.59,0.85,-2.88,5
11.0,-1.6319,29.8199,4,-1.36,0.87,-2.07,4
12.0,-1.6320,29.8199,4,-1.54,0.88,-3.09,4
13.0,-1.6320,29.8200,5,-1.51,1.32,-3.32,4
14.1,-1.6321,29.8203,4,-0.87,2.04,-2.03,5
15.0,-1.6321,29.8203,4,-0.46,2.29,-1.28,4
15.9,-1.6320,29.8207,4,0.17,1.43,-2.28,4
17.0,-1.6320,29.8211,5,-0.15,2.22,-2.54,5
18.0,-1.6320,29.8213,4,0.02,2.20,-1.61,4
19.0,-1.6320,29.8215,5,-0.60,2.44,-1.71,5
20.0,-1.6320,29.8219,4,-0.65,2.23,-1.58,4
21.0,-1.6321,29.8245,5,-1.02,2.47,-0.78,5
22.0,-1.6324,29.8298,4,0.69,2.54,-1.48,4
23.0,-1.6323,29.8316,4,1.32,2.92,-1.37,4
24.0,-1.6325,29.8353,4,2.27,2.68,-1.50,4
24.9,-1.6326,29.8378,4,2.78,2.39,-1.55,4
26.0,-1.6326,29.8389,5,3.18,2.68,-1.90,5
27.1,-1.6326,29.8402,4,2.59,2.45,-1.04,4
28.0,-1.6325,29.8425,4,3.21,2.56,-0.96,4
28.9,-1.6318,29.8452,4,3.41,2.56,-1.47,4
30.0,-1.6301,29.8488,5,3.27,2.45,-1.53,5
31.1,-1.6252,29.8575,4,2.67,1.47,-1.55,4
32.1,-1.6216,29.8881,4,2.73,1.19,-2.33,4
33.0,-1.5024,30.6141,4,2.40,2.85,-1.91,4
34.0,-1.3927,30.9398,4,2.06,1.11,-1.29,4
34.9,-1.3619,31.0663,4,1.97,-0.56,-2.46,4
35.9,-1.3705,31.1402,4,1.40,-0.27,-2.20,4
36.9,-1.3613,31.2139,4,0.82,0.10,-2.35,4
37.9,-1.3829,31.2617,4,0.09,0.22,-2.14,4
38.9,-1.3934,31.3066,4,-0.02,-0.34,-2.27,4
40.0,-1.3910,31.3539,4,-0.88,-1.31,-2.62,4
41.0,-1.3863,31.4011,4,-0.70,-2.38,-3.04,4
42.0,-1.4008,31.4352,4,-0.47,-3.70,-3.05,4
42.9,-1.3912,31.4731,4,-0.63,-4.07,-2.30,4
43.9,-1.3946,31.5089,4,-0.25,-3.46,-2.47,4
44.9,-1.3858,31.5437,4,-0.11,-3.01,-2.92,4
45.9,-1.4079,31.5860,4,-0.15,-3.17,-2.73,4
46.9,-1.4158,31.6266,4,-0.23,-3.24,-2.86,4
47.9,-1.3902,31.6744,4,0.30,-2.63,-2.99,4
48.9,-1.3976,31.7115,4,0.58,-2.63,-2.45,4
49.9,-1.3984,31.7401,4,0.59,-2.18,-2.72,4
50.9,-1.3837,31.7720,4,0.65,-2.28,-2.71,4
52.0,-1.4028,31.8023,4,0.80,-2.03,-2.68,4
53.0,-1.4154,31.8284,4,0.72,-1.85,-2.51,4
54.0,-1.4086,31.8483,4,0.41,-1.89,-2.60,4
55.0,-1.4207,31.8722,4,-0.05,-2.19,-2.93,4
