2015,343.75154,175.6414,82.4108,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.6026,29.2810,9,-0.67,1.02,6.76,9
8.0,-1.6027,29.2812,4,-0.25,3.06,-6.83,4
9.0,-1.6027,29.2813,4,-0.57,4.24,-3.32,4
10.0,-1.6027,29.2813,4,-0.56,3.91,-3.17,4
11.0,-1.6027,29.2814,4,-0.28,3.50,-3.60,4
12.0,-1.6027,29.2815,4,-0.51,3.11,-3.50,4
13.1,-1.6027,29.2818,4,-0.36,3.08,-3.44,4
14.1,-1.6029,29.2824,4,-0.16,3.22,-4.00,4
15.0,-1.6027,29.2827,3,0.02,3.25,-3.44,3
15.9,-1.6028,29.2830,4,0.32,2.81,-3.37,4
17.0,-1.6028,29.2835,4,0.71,2.85,-3.04,4
18.0,-1.6029,29.2842,4,0.33,2.84,-2.97,4
19.0,-1.6025,29.2844,4,0.30,2.31,-3.22,4
20.0,-1.6027,29.2853,4,0.07,1.81,-3.05,4
21.1,-1.6027,29.2862,4,0.12,2.03,-3.48,4
22.0,-1.6026,29.2869,3,-0.07,2.44,-3.41,3
22.9,-1.6027,29.2884,4,-0.12,2.44,-3.02,4
23.9,-1.6026,29.3035,4,0.38,2.91,-2.88,4
25.0,-1.6033,29.3549,4,-0.03,3.82,-2.86,4
26.0,-1.5965,29.3871,4,0.07,3.06,-3.15,4
27.0,-1.5891,29.4218,4,0.53,2.47,-2.54,4
28.1,-1.5698,29.4913,4,1.13,4.23,-2.48,4
29.1,-1.4532,29.8962,4,-1.00,4.07,-2.94,4
30.0,-1.3113,30.4892,3,0.21,3.08,-2.81,3
30.9,-1.1858,30.6591,4,-1.87,1.04,-3.27,4
32.0,-1.1612,30.7127,4,-1.63,0.71,-3.60,4
33.0,-1.1771,30.7761,4,-0.92,1.29,-3.35,4
34.0,-1.2000,30.8229,4,-0.91,3.28,-3.03,4
35.1,-1.2135,30.8877,4,-0.95,4.69,-3.15,4
36.1,-1.2228,30.9358,4,-0.99,5.06,-2.99,4
37.0,-1.2358,30.9656,3,-0.97,5.24,-2.75,3
37.9,-1.2412,31.0102,4,-1.40,5.19,-2.98,4
39.0,-1.2676,31.0735,4,-2.45,4.67,-3.21,4
40.0,-1.3014,31.1396,4,-2.40,4.40,-3.16,4
41.1,-1.3283,31.1958,4,-2.76,5.42,-3.06,4
42.1,-1.3531,31.2504,4,-2.78,6.00,-2.97,4
43.0,-1.3960,31.2928,3,-3.69,6.00,-2.90,3
43.9,-1.4024,31.3354,4,-3.77,5.38,-2.88,4
45.0,-1.4530,31.3750,4,-3.34,4.85,-2.91,4
46.0,-1.4295,31.4102,4,-3.62,5.13,-2.98,4
47.1,-1.4272,31.4372,4,-3.73,5.62,-2.83,4
48.0,-1.4231,31.4599,3,-3.98,5.73,-2.90,3
48.9,-1.4251,31.4842,4,-4.07,5.47,-2.84,4
49.9,-1.4160,31.5080,4,-4.73,5.72,-2.88,4
51.0,-1.4466,31.5356,4,-4.94,5.82,-2.88,4
52.0,-1.3917,31.5763,4,-5.06,6.37,-2.82,4
53.1,-1.3550,31.6234,4,-5.36,6.18,-2.44,4
54.0,-1.3457,31.6639,3,-5.40,5.80,-2.47,3
54.9,-1.3349,31.7048,4,-5.22,5.57,-2.73,4
55.9,-1.3457,31.7449,4,-5.03,5.09,-2.77,4
57.0,-1.3519,31.7795,4,-5.05,3.68,-2.93,4
58.0,-1.3632,31.8067,4,-5.38,3.16,-2.52,4
59.1,-1.3612,31.8438,4,-6.07,3.12,-2.79,4
60.0,-1.3641,31.8653,3,-6.30,3.14,-2.94,3
60.9,-1.3792,31.8767,4,-6.25,3.17,-2.82,4
61.9,-1.4012,31.8929,4,-6.07,3.09,-2.64,4
63.0,-1.4075,31.9113,4,-5.80,2.60,-2.55,4
64.0,-1.4244,31.9411,4,-5.15,2.98,-2.60,4
65.1,-1.4219,31.9735,4,-6.19,2.79,-2.67,4
66.0,-1.4452,31.9901,3,-5.98,2.64,-2.55,3
66.9,-1.4650,32.0026,4,-5.76,2.83,-2.53,4
68.0,-1.4485,32.0191,4,-4.99,2.70,-2.77,4
69.0,-1.4826,32.0317,4,-4.73,2.83,-2.58,4
70.1,-1.4498,32.0586,4,-5.19,2.89,-2.78,4
71.0,-1.4668,32.0745,3,-5.22,3.29,-2.57,3
71.9,-1.4464,32.0959,4,-5.53,4.12,-2.73,4
73.0,-1.4291,32.1208,4,-5.39,4.32,-2.16,4
74.0,-1.4514,32.1389,4,-5.72,4.86,-2.29,4
75.1,-1.4467,32.1570,4,-6.01,4.46,-2.47,4
76.0,-1.4280,32.1704,3,-5.81,4.63,-2.16,3
76.9,-1.4471,32.1822,4,-6.14,5.45,-2.22,4
78.0,-1.4434,32.2022,4,-6.53,5.61,-2.32,4
79.0,-1.4386,32.2212,4,-6.66,4.95,-2.08,4
80.1,-1.4517,32.2353,4,-6.67,5.16,-2.53,4
81.0,-1.5125,32.2446,3,-6.98,5.42,-2.33,3
81.9,-1.5780,32.2522,4,-6.75,5.22,-2.29,4
82.9,-1.5815,32.2633,4,-6.83,5.47,-2.41,4
84.0,-1.5718,32.2711,4,-6.89,5.44,-2.23,4
85.1,-1.5372,32.2824,4,-6.83,5.70,-2.32,4
86.1,-1.5127,32.2957,4,-6.91,6.11,-2.38,4
87.0,-1.5069,32.3064,3,-7.03,5.97,-2.37,3
87.9,-1.4931,32.3164,4,-7.30,5.91,-2.29,4
89.0,-1.4780,32.3287,4,-7.13,5.61,-2.48,4
90.1,-1.4813,32.3408,4,-7.05,5.56,-2.67,4
91.0,-1.4846,32.3521,3,-6.83,5.44,-2.64,3
91.9,-1.5043,32.3633,4,-6.89,5.43,-2.40,4
93.0,-1.5016,32.3768,4,-6.97,5.33,-2.50,4
94.0,-1.5059,32.3923,4,-6.79,5.04,-2.69,4
95.1,-1.5002,32.4076,4,-6.79,5.21,-2.53,4
96.0,-1.5103,32.4227,3,-7.25,5.19,-2.48,3
96.9,-1.5115,32.4403,4,-7.59,5.30,-2.40,4
98.0,-1.5185,32.4570,4,-7.54,5.77,-2.45,4
99.0,-1.5221,32.4695,4,-7.38,5.77,-2.17,4
100.1,-1.5181,32.4853,4,-7.33,6.19,-2.21,4
101.0,-1.5323,32.4981,3,-7.22,6.56,-2.04,3
101.9,-1.5427,32.5101,4,-7.13,6.59,-1.98,4
103.0,-1.5574,32.5226,4,-7.53,6.54,-1.99,4
104.1,-1.5634,32.5354,4,-7.67,6.26,-1.90,4
105.0,-1.5697,32.5464,3,-7.75,5.90,-1.89,3
105.9,-1.5728,32.5594,4,-7.76,5.45,-2.15,4
107.0,-1.5723,32.5731,4,-7.39,5.71,-1.68,4
108.0,-1.5703,32.5858,4,-7.36,6.00,-1.91,4
109.1,-1.5776,32.5969,4,-7.54,5.98,-1.84,4
110.0,-1.5785,32.6065,3,-7.67,6.35,-1.85,3
110.9,-1.5640,32.6189,4,-7.45,6.38,-1.98,4
112.0,-1.5606,32.6331,4,-7.38,5.83,-1.53,4
113.0,-1.5643,32.6478,4,-7.26,6.17,-1.81,4
114.1,-1.5706,32.6614,4,-7.12,6.26,-1.90,4
115.0,-1.5677,32.6732,3,-7.17,6.07,-1.98,3
115.9,-1.5631,32.6880,4,-7.07,6.06,-1.88,4
117.0,-1.5543,32.7083,4,-7.21,6.33,-2.11,4
118.0,-1.5441,32.7296,4,-7.30,5.95,-2.14,4
119.0,-1.5408,32.7485,3,-7.39,6.15,-2.20,3
119.9,-1.5360,32.7699,4,-7.69,6.01,-2.22,4
121.0,-1.5029,32.8007,4,-7.64,5.80,-2.11,4
122.0,-1.4763,32.8402,4,-7.66,5.89,-2.17,4
123.1,-1.4452,32.8829,4,-7.77,5.97,-2.24,4
124.0,-1.4193,32.9241,3,-8.00,5.44,-2.40,3
124.9,-1.3808,32.9780,4,-7.39,5.03,-2.67,4
126.0,-1.3564,33.0348,4,-7.20,5.24,-2.99,4
127.1,-1.3436,33.0823,4,-7.46,5.11,-2.93,4
128.0,-1.3327,33.1254,3,-7.68,5.34,-2.72,3
128.9,-1.3116,33.1736,4,-7.71,5.13,-2.63,4
130.0,-1.2967,33.2377,4,-7.58,4.08,-2.75,4
131.0,-1.2747,33.3009,4,-7.40,3.53,-2.65,4
