2016,21.87660,-177.2405,82.5646,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.6383,29.9894,12,2.07,-2.35,2.46,11
8.0,-1.6381,29.9898,5,2.04,-1.29,4.76,5
9.1,-1.6380,29.9897,4,1.47,-1.33,3.86,4
10.0,-1.6379,29.9898,3,0.60,-0.95,3.62,4
10.9,-1.6381,29.9900,4,0.52,-1.22,3.77,4
12.0,-1.6381,29.9901,4,0.38,-1.29,4.37,4
13.0,-1.6383,29.9904,3,0.62,-1.04,4.20,3
13.9,-1.6380,29.9901,4,0.11,-1.26,4.21,4
15.1,-1.6380,29.9903,4,0.43,-1.80,4.18,4
16.0,-1.6377,29.9900,3,0.02,-1.78,4.61,3
17.0,-1.6380,29.9902,4,0.75,-1.94,3.90,4
18.0,-1.6379,29.9903,3,0.13,-1.79,4.10,3
18.9,-1.6377,29.9902,4,0.35,-1.82,4.31,4
20.1,-1.6373,29.9902,4,0.14,-2.16,4.42,4
21.0,-1.6376,29.9904,3,0.36,-1.85,4.32,3
22.0,-1.6377,29.9903,4,0.21,-1.79,4.28,4
23.0,-1.6375,29.9902,3,-0.25,-1.99,4.20,4
23.9,-1.6377,29.9905,4,0.25,-2.17,3.87,3
25.0,-1.6377,29.9905,4,0.08,-1.76,3.88,4
26.0,-1.6374,29.9903,3,-0.11,-1.39,4.20,3
27.0,-1.6375,29.9905,4,-0.04,-1.46,4.12,4
27.9,-1.6375,29.9905,3,-0.46,-1.58,3.66,4
28.9,-1.6373,29.9904,4,-0.16,-1.79,3.65,3
30.0,-1.6373,29.9905,4,-0.44,-1.94,3.70,4
31.0,-1.6370,29.9906,3,0.06,-2.05,3.67,3
32.0,-1.6370,29.9910,4,0.28,-2.55,3.75,4
33.1,-1.6349,29.9949,4,-0.56,-3.24,3.68,4
34.0,-1.6274,30.0192,3,0.32,-2.59,3.47,3
35.0,-1.4608,30.4633,4,2.20,-0.77,3.38,4
36.0,-1.3073,30.9115,3,2.40,2.25,3.56,3
37.0,-1.2455,31.0864,4,0.53,0.59,3.19,4
38.1,-1.2486,31.2104,4,0.35,-1.83,3.27,4
39.0,-1.2519,31.2817,3,0.71,-3.58,3.13,3
40.0,-1.2519,31.3225,4,0.97,-4.74,3.25,4
41.0,-1.2611,31.3625,3,1.50,-5.26,3.36,4
41.9,-1.2653,31.4026,4,0.89,-4.72,3.23,3
43.0,-1.2684,31.4446,4,0.17,-4.42,3.12,4
44.0,-1.2876,31.4707,3,-0.26,-4.27,2.98,3
44.9,-1.2923,31.4948,4,-0.07,-4.88,3.06,4
46.0,-1.2953,31.5249,4,1.25,-4.17,2.77,4
47.0,-1.2916,31.5553,3,1.34,-3.88,3.17,3
48.0,-1.2964,31.5866,4,1.87,-3.42,3.35,4
49.1,-1.3073,31.6156,4,2.55,-3.68,3.42,4
50.0,-1.3315,31.6386,3,2.94,-4.45,3.26,3
51.0,-1.3386,31.6671,4,3.16,-4.87,3.31,4
52.0,-1.3336,31.6933,3,3.03,-4.74,3.18,4
52.9,-1.3369,31.7140,4,2.94,-5.08,3.25,3
54.0,-1.3412,31.7416,4,3.10,-4.72,3.46,4
55.0,-1.3438,31.7700,3,2.82,-4.11,3.47,3
55.9,-1.3568,31.8005,4,2.76,-4.49,3.38,4
57.0,-1.3579,31.8253,4,2.44,-4.43,3.38,4
58.0,-1.3583,31.8432,3,2.22,-4.45,3.52,3
59.0,-1.3647,31.8619,4,2.48,-3.97,3.42,4
60.1,-1.3605,31.8920,4,2.62,-3.96,3.38,4
61.0,-1.3633,31.9193,3,3.34,-3.68,3.27,3
62.0,-1.3704,31.9406,4,3.93,-4.48,3.45,4
63.1,-1.3824,31.9716,4,4.73,-3.70,3.42,4
64.0,-1.3866,31.9954,3,5.15,-3.20,3.33,3
65.0,-1.3780,32.0106,4,5.40,-4.30,3.29,4
66.0,-1.3761,32.0275,3,5.79,-4.31,3.07,4
66.9,-1.3866,32.0464,4,5.52,-4.35,3.08,3
68.0,-1.4047,32.0716,4,5.65,-4.29,3.16,4
69.0,-1.4178,32.0911,3,5.25,-4.76,2.99,3
69.9,-1.4269,32.1072,4,5.69,-4.44,2.85,4
71.0,-1.4321,32.1228,4,6.26,-4.60,2.93,4
72.0,-1.4478,32.1302,3,5.91,-4.55,2.81,3
73.0,-1.4493,32.1389,4,6.17,-4.57,2.85,4
74.0,-1.4445,32.1571,4,6.28,-4.46,3.03,4
