2016,35.87661,-176.9972,83.1235,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.8,-1.6477,30.1285,12,1.26,-1.09,1.63,5
7.9,-1.6476,30.1292,4,0.71,-1.78,4.83,6
9.0,-1.6476,30.1292,4,0.14,-2.55,3.93,4
10.1,-1.6475,30.1290,4,0.12,-2.58,3.66,3
11.0,-1.6474,30.1289,3,0.02,-2.89,3.75,4
12.0,-1.6476,30.1293,4,-0.14,-2.61,3.24,4
13.0,-1.6474,30.1292,3,0.06,-2.75,3.36,3
13.9,-1.6472,30.1291,4,-0.16,-2.41,2.97,4
15.1,-1.6474,30.1294,4,-0.37,-2.48,3.01,4
16.0,-1.6473,30.1294,3,-0.50,-2.53,3.64,3
17.0,-1.6474,30.1295,4,-1.01,-1.83,3.18,4
18.0,-1.6472,30.1294,3,-1.46,-1.89,3.06,3
19.0,-1.6474,30.1296,4,-1.31,-1.37,2.85,4
20.0,-1.6474,30.1296,3,-2.23,-1.57,2.97,4
20.9,-1.6473,30.1296,4,-1.50,-1.67,3.41,3
22.0,-1.6474,30.1296,4,-1.75,-1.76,2.81,4
23.0,-1.6474,30.1298,3,-1.97,-1.57,2.79,3
24.0,-1.6473,30.1298,4,-1.71,-1.57,2.87,4
25.0,-1.6472,30.1297,3,-1.88,-1.82,3.90,3
26.0,-1.6471,30.1298,4,-2.07,-2.07,3.50,4
27.1,-1.6469,30.1298,4,-2.38,-1.79,3.36,4
28.0,-1.6470,30.1301,3,-2.34,-1.39,3.85,3
29.0,-1.6468,30.1305,4,-2.15,-1.75,3.60,4
30.0,-1.6440,30.1349,3,-1.91,-1.61,3.69,3
31.0,-1.5789,30.2680,4,-1.65,-1.86,3.75,4
32.1,-1.4760,30.5923,4,-4.86,-2.55,3.55,4
33.0,-1.4201,30.7566,3,-6.15,-1.50,3.54,3
34.0,-1.3731,30.8966,4,-3.96,-4.60,3.71,4
35.1,-1.3412,31.0290,4,-0.40,-5.99,3.53,3
36.1,-1.3295,31.0830,3,1.18,-5.69,3.89,4
37.0,-1.2953,31.1701,4,3.24,-5.45,3.58,4
38.0,-1.2890,31.2184,3,3.20,-4.56,3.74,3
