2015,325.87650,171.2086,82.2474,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.5913,29.1410,14,0.24,4.51,3.64,8
8.1,-1.5912,29.1415,4,1.67,4.42,4.67,6
9.0,-1.5910,29.1416,3,2.70,3.84,3.77,4
10.0,-1.5907,29.1415,4,2.19,3.62,3.48,4
11.1,-1.5909,29.1416,4,2.15,3.79,3.04,4
12.0,-1.5909,29.1416,3,2.15,4.10,3.53,3
13.0,-1.5907,29.1416,4,2.21,3.58,3.53,4
14.0,-1.5902,29.1417,3,2.99,3.35,4.34,3
15.0,-1.5901,29.1419,4,2.67,2.81,3.84,4
16.0,-1.5902,29.1421,3,2.40,2.25,3.92,3
17.0,-1.5899,29.1421,4,1.84,2.00,4.19,4
17.9,-1.5898,29.1427,3,2.35,1.10,4.13,4
18.9,-1.5895,29.1429,4,1.99,1.11,4.41,3
20.1,-1.5896,29.1433,4,2.36,1.34,3.96,4
21.0,-1.5896,29.1445,3,1.97,1.01,4.02,3
22.0,-1.5897,29.1461,4,1.46,0.74,4.12,4
23.0,-1.5898,29.1482,3,1.00,1.09,3.94,3
24.0,-1.5894,29.1510,4,0.81,1.86,3.72,4
25.0,-1.5889,29.1533,3,0.93,2.84,3.73,3
26.0,-1.5880,29.1559,4,0.98,4.19,3.80,4
27.0,-1.5648,29.2465,3,1.15,3.89,3.92,3
27.9,-1.4316,29.6720,4,2.70,5.10,3.55,4
29.1,-1.2689,30.2345,4,1.09,6.37,3.00,4
30.0,-1.1680,30.5505,3,0.77,4.37,3.77,3
31.0,-1.1406,30.7528,4,3.09,2.46,3.67,4
32.0,-1.1594,30.8596,3,4.63,2.00,3.67,3
33.0,-1.1806,30.9551,4,6.84,4.10,3.46,4
34.1,-1.2014,31.0174,4,7.39,5.99,3.16,3
35.0,-1.2136,31.0621,3,6.64,7.96,3.13,4
36.0,-1.2245,31.1099,4,6.45,8.66,3.23,4
37.0,-1.2367,31.1724,3,7.19,8.90,3.35,3
38.0,-1.2498,31.2213,4,7.25,9.39,3.26,4
39.1,-1.2639,31.2717,4,6.60,10.25,3.30,4
40.0,-1.2123,31.3308,3,5.73,10.56,3.25,3
41.0,-1.2770,31.3776,4,5.28,11.39,3.23,4
42.0,-1.3185,31.4105,3,3.70,11.70,3.45,3
42.9,-1.3133,31.4527,4,2.71,11.14,3.33,4
44.0,-1.2427,31.5254,4,3.13,11.21,3.54,4
45.0,-1.2462,31.5808,3,5.01,10.27,3.44,3
46.0,-1.2496,31.6222,4,5.86,9.10,3.35,4
47.1,-1.2970,31.6731,4,6.57,8.55,3.19,3
48.0,-1.4089,31.7134,3,6.50,8.77,3.24,4
49.0,-1.3463,31.7524,4,6.50,8.71,3.43,4
50.0,-1.3255,31.7991,3,6.77,8.40,3.17,3
50.9,-1.3575,31.8289,4,6.95,8.54,3.29,4
52.0,-1.3939,31.8611,4,7.77,9.05,3.43,4
53.0,-1.4889,31.8918,3,7.72,9.82,3.54,3
54.0,-1.5043,31.9148,4,7.08,10.23,3.54,4
55.1,-1.4934,31.9430,4,6.71,10.12,3.49,3
56.0,-1.4724,31.9657,3,6.88,10.04,3.41,4
57.0,-1.4830,31.9939,4,7.19,9.64,3.16,4
58.0,-1.4937,32.0195,3,7.56,9.85,3.22,3
58.9,-1.5067,32.0402,4,7.22,10.41,3.21,4
60.0,-1.5149,32.0579,4,6.80,10.43,3.29,4
61.0,-1.5247,32.0678,3,6.65,10.16,3.10,3
62.0,-1.5293,32.0812,4,6.61,9.67,3.15,4
63.1,-1.5165,32.0983,4,6.98,8.74,3.10,4
64.0,-1.5089,32.1193,3,7.34,8.22,3.13,3
65.0,-1.5411,32.1370,4,7.76,8.21,3.21,4
66.1,-1.5350,32.1529,4,8.15,8.34,3.34,3
67.0,-1.5414,32.1664,3,8.28,9.13,3.30,4
68.0,-1.5666,32.1795,4,7.63,9.70,3.02,4
69.0,-1.5758,32.1967,3,7.25,9.86,2.99,3
69.9,-1.5354,32.2156,4,7.26,10.31,2.86,4
71.0,-1.5199,32.2371,4,8.18,10.14,3.10,4
72.0,-1.5041,32.2528,3,8.08,9.83,3.14,3
72.9,-1.5271,32.2617,4,8.63,9.87,3.11,4
74.0,-1.5488,32.2711,4,8.32,9.86,2.96,4
75.0,-1.5449,32.2819,3,7.74,9.66,2.89,3
76.0,-1.5389,32.2958,4,7.41,9.82,2.79,4
77.1,-1.5400,32.3111,4,7.23,9.62,3.06,3
78.0,-1.5350,32.3242,3,7.02,9.29,2.78,4
79.0,-1.5316,32.3412,4,7.08,9.25,2.86,4
80.1,-1.5288,32.3558,4,7.11,9.15,2.94,3
81.0,-1.5266,32.3677,3,7.35,8.82,2.89,4
82.0,-1.5185,32.3807,4,7.20,9.27,2.91,4
83.1,-1.5222,32.3978,4,7.15,9.63,2.99,3
84.0,-1.5284,32.4130,3,6.77,10.02,2.83,4
85.0,-1.5430,32.4281,4,7.65,9.92,2.67,4
86.0,-1.5679,32.4411,3,7.91,9.52,2.74,3
86.9,-1.5752,32.4546,4,8.07,9.19,2.84,4
88.0,-1.5421,32.4668,4,8.21,9.31,2.69,4
89.0,-1.5178,32.4798,3,7.94,9.73,2.74,3
89.9,-1.5103,32.4919,4,7.84,10.31,2.68,4
91.0,-1.5172,32.5059,4,7.35,10.32,2.71,4
92.0,-1.5195,32.5213,3,6.96,10.56,2.51,3
92.9,-1.5245,32.5369,4,6.67,10.61,2.58,4
94.0,-1.5316,32.5536,4,6.55,10.78,2.53,4
95.0,-1.5392,32.5690,3,6.57,11.01,2.53,3
95.9,-1.5441,32.5828,4,7.01,10.04,2.17,4
97.0,-1.5498,32.5984,4,8.13,9.46,2.61,4
98.0,-1.5495,32.6123,3,8.58,9.00,2.64,3
98.9,-1.5505,32.6247,4,8.82,8.53,2.35,4
100.0,-1.5546,32.6393,4,9.31,8.07,2.40,4
101.0,-1.5548,32.6548,3,8.79,8.53,2.31,3
101.9,-1.5529,32.6715,4,8.65,8.48,2.42,4
103.0,-1.5530,32.6879,4,8.42,8.46,2.06,4
