2016,45.00163,-175.1887,83.4486,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.6303,29.7677,6,1.97,1.96,3.23,7
8.0,-1.6301,29.7677,4,2.60,1.73,-6.74,4
8.9,-1.6301,29.7680,4,2.64,1.76,-3.17,4
10.0,-1.6303,29.7684,5,2.94,1.96,-2.47,5
11.1,-1.6304,29.7686,4,2.73,1.75,-2.50,4
12.0,-1.6302,29.7684,4,2.73,1.66,-2.54,4
13.0,-1.6302,29.7689,5,2.25,1.47,-2.63,5
14.0,-1.6302,29.7689,4,2.00,1.72,-2.67,4
15.0,-1.6302,29.7689,4,1.57,1.29,-2.28,4
15.9,-1.6302,29.7691,4,1.20,0.85,-2.33,4
16.9,-1.6301,29.7694,4,1.06,1.02,-2.97,4
17.9,-1.6302,29.7702,4,0.86,0.84,-2.91,4
19.0,-1.6302,29.7724,5,-0.04,0.71,-3.03,5
20.1,-1.6300,29.7732,4,-0.13,0.91,-2.88,4
21.1,-1.6302,29.7740,4,-0.14,0.96,-2.48,4
22.0,-1.6300,29.7751,4,0.01,0.81,-4.02,4
23.0,-1.6302,29.7766,5,0.03,0.67,-2.01,5
24.1,-1.6303,29.7784,5,-0.06,0.22,-2.28,5
25.0,-1.6301,29.7801,4,-0.02,-0.08,-1.90,4
25.9,-1.6302,29.7823,4,-0.05,-0.35,-2.66,4
27.0,-1.6304,29.7855,5,-0.35,-0.91,-2.98,5
28.1,-1.6306,29.7884,4,0.16,-1.45,-2.63,4
29.0,-1.6305,29.7904,4,0.59,-1.61,-3.29,4
30.0,-1.6302,29.7922,5,1.02,-1.31,-1.69,5
31.0,-1.6297,29.8083,4,0.96,-1.76,-1.34,4
32.0,-1.5029,30.5041,5,2.56,-2.07,-2.35,5
33.1,-1.4000,30.8996,4,4.01,-2.18,-2.00,4
34.0,-1.3686,31.0341,4,3.93,-2.02,-2.03,4
35.0,-1.3674,31.0974,4,3.50,-1.22,-2.09,4
36.0,-1.3661,31.1670,4,2.60,-1.37,-2.82,4
37.0,-1.3798,31.2188,5,2.30,-1.23,-1.68,5
38.0,-1.3981,31.2586,4,1.88,-1.56,-1.77,4
39.0,-1.4089,31.3030,5,1.48,-2.52,-1.67,5
40.1,-1.3839,31.3389,4,1.63,-2.51,-1.60,4
41.0,-1.3737,31.3734,4,1.53,-2.89,-2.16,4
42.0,-1.4560,31.4039,4,1.43,-3.26,-2.84,4
43.0,-1.4193,31.4398,4,1.98,-3.95,-1.08,4
44.0,-1.3830,31.4780,5,2.13,-3.97,-2.33,5
45.0,-1.3948,31.5135,4,2.08,-4.40,-1.70,4
46.0,-1.3938,31.5614,5,1.82,-4.77,-1.10,5
47.0,-1.3974,31.6000,4,0.91,-4.75,-1.10,4
47.9,-1.3940,31.6312,4,0.25,-4.43,-2.05,4
49.0,-1.3872,31.6713,5,0.25,-3.82,-2.64,5
50.1,-1.3928,31.7058,4,0.28,-3.79,-2.40,4
51.1,-1.4433,31.7433,4,0.62,-3.72,-1.96,4
52.0,-1.4427,31.7795,4,0.50,-3.68,-3.18,4
53.0,-1.4101,31.8115,5,0.67,-3.49,-1.79,5
54.0,-1.3811,31.8408,4,0.82,-3.25,-1.50,4
55.0,-1.3889,31.8698,5,0.88,-3.10,-2.19,5
56.1,-1.4407,31.8964,4,1.04,-2.85,-2.85,4
57.1,-1.4521,31.9191,4,0.68,-3.12,-3.01,4
58.1,-1.4450,31.9460,4,0.37,-3.05,-2.97,4
59.0,-1.4386,31.9727,4,0.49,-3.07,-2.73,4
60.0,-1.4440,31.9944,4,0.48,-2.49,-3.78,4
61.0,-1.4514,32.0140,5,0.56,-1.90,-1.49,5
62.1,-1.4644,32.0395,4,0.57,-1.60,-3.20,4
63.0,-1.4746,32.0608,4,0.86,-1.48,-3.11,4
64.0,-1.4988,32.0838,4,1.30,-1.33,-3.03,4
65.0,-1.4793,32.1090,4,1.36,-0.90,-3.34,4
66.0,-1.4833,32.1248,4,1.20,-0.88,-3.27,4
66.9,-1.4983,32.1366,4,0.91,-0.98,-1.45,4
67.9,-1.5019,32.1527,4,0.97,-0.96,-3.19,4
68.9,-1.5245,32.1703,4,1.11,-1.64,-2.93,4
70.0,-1.5188,32.1860,5,0.82,-2.32,-3.16,4
71.1,-1.5113,32.1987,4,0.61,-2.45,-2.98,5
72.1,-1.5098,32.2109,4,0.61,-2.59,-2.39,4
73.0,-1.5189,32.2244,4,0.56,-2.63,-2.50,4
74.0,-1.5256,32.2390,4,0.78,-3.00,-2.83,4
75.0,-1.5290,32.2575,4,1.11,-2.74,-2.95,4
76.0,-1.5283,32.2709,4,1.01,-2.56,-2.65,4
77.0,-1.5252,32.2859,4,0.88,-2.45,-2.83,4
78.0,-1.5237,32.3041,4,0.41,-1.83,-3.51,4
79.0,-1.5490,32.3171,4,0.21,-1.60,-1.95,4
79.9,-1.5718,32.3276,4,0.14,-1.55,-2.60,4
80.9,-1.5754,32.3379,4,0.07,-1.72,-2.84,4
81.9,-1.5736,32.3462,4,0.13,-2.01,-3.04,4
82.9,-1.5628,32.3545,4,0.52,-2.19,-2.36,4
84.0,-1.5429,32.3662,5,0.29,-2.17,-3.31,5
85.1,-1.5268,32.3785,4,0.07,-2.21,-1.76,4
86.0,-1.5230,32.3931,4,0.16,-2.33,-2.01,4
87.0,-1.5307,32.4087,4,0.45,-2.28,-3.25,4
88.0,-1.5553,32.4213,4,0.70,-1.97,-2.90,4
89.0,-1.5546,32.4342,4,0.90,-1.83,-2.70,4
90.0,-1.5522,32.4488,4,0.91,-1.54,-3.41,4
91.0,-1.5510,32.4621,4,0.87,-1.65,-1.34,4
91.9,-1.5511,32.4757,4,0.92,-1.50,-3.48,4
92.9,-1.5495,32.4889,4,1.00,-1.87,-2.83,4
93.9,-1.5479,32.5002,4,1.12,-1.98,-2.35,4
94.9,-1.5350,32.5141,4,1.09,-1.96,-3.34,4
96.0,-1.5322,32.5302,5,1.21,-2.08,-2.71,5
97.0,-1.5358,32.5456,4,0.99,-1.92,-2.00,4
97.9,-1.5381,32.5607,4,0.93,-1.61,-2.67,4
98.9,-1.5406,32.5787,4,0.81,-1.77,-2.60,4
99.9,-1.5418,32.5977,4,1.08,-1.62,-3.02,4
100.9,-1.5415,32.6140,4,1.38,-1.38,-3.07,4
102.0,-1.5404,32.6344,5,1.43,-1.15,-3.13,4
103.1,-1.5333,32.6547,4,1.44,-1.27,-2.20,5
104.0,-1.5284,32.6790,4,1.26,-0.88,-2.09,4
104.9,-1.5124,32.7110,4,0.87,-0.87,-2.57,4
105.9,-1.5197,32.7357,4,0.45,-1.19,-2.92,4
106.9,-1.5084,32.7591,4,-0.14,-1.51,-2.78,4
107.9,-1.5073,32.7795,4,-0.33,-1.92,-2.97,4
