2016,22.75160,-176.7586,82.6017,246
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.6451,30.0714,4,NaN,NaN,NaN,3
8.0,-1.6450,30.0714,4,0.57,-2.10,-1.98,4
9.0,-1.6450,30.0714,4,-0.81,-1.98,-1.64,4
10.0,-1.6449,30.0714,4,-0.50,-1.79,-1.77,4
11.0,-1.6450,30.0715,4,-0.48,-1.88,-1.02,4
11.9,-1.6449,30.0715,4,-0.08,-2.32,-1.97,4
12.9,-1.6448,30.0715,4,-0.61,-2.27,-1.60,4
13.9,-1.6448,30.0718,4,-0.63,-3.01,-0.94,4
14.9,-1.6449,30.0720,4,-0.30,-2.43,-0.61,4
15.9,-1.6450,30.0723,4,-0.74,-2.58,-0.60,4
17.0,-1.6449,30.0724,5,-0.61,-2.30,-1.01,5
18.1,-1.6450,30.0727,4,-0.75,-0.94,-1.84,4
19.1,-1.6450,30.0731,4,-0.40,-1.10,-1.27,4
20.0,-1.6450,30.0732,3,-0.60,-0.41,-1.20,3
20.9,-1.6449,30.0732,4,-0.15,-0.14,-1.37,4
21.9,-1.6449,30.0734,4,-0.18,-0.14,-1.81,4
22.9,-1.6449,30.0737,4,-0.36,-1.07,-1.40,4
23.9,-1.6449,30.0745,4,-1.16,-1.52,-0.58,4
25.0,-1.6448,30.0752,4,-1.27,-1.96,-0.86,4
26.0,-1.6448,30.0756,4,-1.71,-1.10,-0.27,4
27.0,-1.6447,30.0762,4,-1.04,-1.61,-0.60,4
28.0,-1.6447,30.0772,4,-1.45,-2.15,-1.00,4
29.0,-1.6447,30.0781,4,-1.84,-2.39,-1.32,4
30.0,-1.6447,30.0801,4,-0.78,-1.32,-1.33,4
31.0,-1.6448,30.0812,4,-1.04,-0.63,-0.98,4
32.0,-1.6449,30.0821,4,-1.16,-0.05,-0.84,4
33.0,-1.6447,30.0835,4,-0.77,-0.01,-1.64,4
34.0,-1.6446,30.0843,4,-0.16,0.37,-1.78,4
35.1,-1.6443,30.0851,4,0.04,0.06,-0.96,4
36.1,-1.5535,30.3868,4,-0.60,0.64,-0.54,4
37.0,-1.3728,30.8887,3,1.50,0.76,-1.32,3
37.9,-1.3048,30.9862,4,3.75,-0.51,-1.50,4
38.9,-1.2527,31.0821,4,4.41,0.24,-1.58,4
40.0,-1.2254,31.1552,4,3.95,0.13,-1.78,4
41.0,-1.1965,31.2145,4,4.84,-0.66,-1.82,4
42.0,-1.2189,31.2581,4,4.93,-0.91,-2.10,4
43.1,-1.1852,31.2878,4,4.83,-0.38,-2.15,4
44.0,-1.1920,31.3100,3,4.36,-0.18,-2.40,3
44.9,-1.2045,31.3282,4,4.66,-0.28,-2.61,4
45.9,-1.2173,31.3439,4,3.67,-0.32,-2.74,4
47.0,-1.2391,31.3855,4,3.19,0.12,-2.88,4
48.0,-1.2582,31.4216,4,4.38,0.37,-3.11,4
49.0,-1.2624,31.4612,4,4.40,0.13,-3.30,4
50.1,-1.2588,31.5162,4,4.21,-0.61,-3.22,4
51.1,-1.3109,31.5655,4,3.37,-2.25,-2.97,4
52.1,-1.2858,31.6080,4,3.13,-2.20,-3.42,4
53.1,-1.3062,31.6458,4,3.91,-1.94,-3.96,3
54.0,-1.3214,31.6704,3,4.36,-1.63,-2.63,4
54.9,-1.3351,31.6995,4,4.64,-1.63,-3.24,4
55.9,-1.3469,31.7249,4,5.08,-2.77,-2.83,4
56.9,-1.3571,31.7538,4,3.82,-3.51,-2.73,4
58.0,-1.3603,31.7723,4,3.10,-3.30,-2.66,4
59.0,-1.3620,31.7980,4,1.92,-2.09,-2.79,4
60.0,-1.3938,31.8225,4,0.30,-2.00,-2.89,4
61.1,-1.4195,31.8449,4,1.25,-1.03,-2.67,4
62.1,-1.4182,31.8604,4,1.10,-0.60,-2.27,4
63.1,-1.4080,31.8834,4,0.73,0.46,-3.11,4
64.0,-1.3832,31.9058,3,0.03,0.40,-2.79,3
64.9,-1.4006,31.9159,4,0.33,1.16,-2.85,4
65.9,-1.4289,31.9301,4,0.08,2.23,-3.06,4
67.0,-1.4258,31.9413,4,-0.38,2.73,-2.55,4
68.0,-1.4326,31.9519,4,-0.51,2.81,-2.60,4
69.0,-1.4419,31.9668,4,-0.82,2.86,-2.64,4
70.1,-1.4566,31.9905,4,-1.77,1.87,-2.32,4
71.1,-1.4502,32.0117,4,-1.47,0.49,-2.29,4
72.0,-1.4675,32.0325,3,-1.90,-0.90,-1.99,3
72.9,-1.4824,32.0476,4,-0.68,-0.89,-2.02,4
73.9,-1.4859,32.0658,4,0.07,-0.42,-2.21,4
75.0,-1.4881,32.0846,4,-0.46,-0.84,-2.41,4
76.0,-1.4912,32.0987,4,-0.14,-0.78,-2.32,4
77.0,-1.4896,32.1096,4,0.20,-0.58,-2.37,4
78.1,-1.4917,32.1183,4,0.31,-0.36,-2.31,4
79.1,-1.4968,32.1319,4,0.01,-1.01,-2.44,4
80.1,-1.4962,32.1467,4,-0.41,-1.62,-1.61,4
81.0,-1.4963,32.1576,3,-0.88,-1.63,-1.85,3
81.9,-1.5004,32.1702,4,-0.78,-1.37,-2.15,4
82.9,-1.5000,32.1891,4,-0.97,-0.94,-1.79,4
84.0,-1.4962,32.2061,4,-1.00,-1.13,-2.14,4
85.0,-1.5016,32.2215,4,-0.94,-1.26,-2.36,4
86.0,-1.4952,32.2402,4,-1.22,-1.04,-1.74,4
87.0,-1.4993,32.2576,4,-0.69,-1.32,-2.27,4
88.1,-1.5033,32.2733,4,-0.12,-1.15,-2.12,4
89.0,-1.5050,32.2880,3,-0.16,-1.19,-2.45,3
89.9,-1.5013,32.3001,4,0.55,-1.32,-2.58,4
90.9,-1.5018,32.3113,4,0.63,-1.34,-1.95,4
91.9,-1.5023,32.3225,4,0.51,-1.31,-2.56,4
93.0,-1.5022,32.3351,4,0.57,-1.18,-2.30,4
94.0,-1.5020,32.3505,4,0.63,-1.22,-2.45,4
95.1,-1.5019,32.3650,4,0.02,-1.58,-2.09,4
96.1,-1.5016,32.3817,4,-0.18,-1.78,-2.31,4
97.0,-1.4997,32.3962,3,-0.41,-2.46,-2.43,3
97.9,-1.4976,32.4127,4,-0.73,-2.67,-1.89,4
98.9,-1.4955,32.4293,4,-1.18,-2.63,-1.86,4
99.9,-1.4933,32.4480,4,-1.52,-2.54,-1.81,4
101.0,-1.4919,32.4657,4,-2.15,-2.60,-1.58,4
102.0,-1.4904,32.4820,4,-2.42,-2.73,-1.60,4
103.1,-1.4895,32.4976,4,-2.28,-3.26,-1.63,4
104.1,-1.4894,32.5171,4,-1.72,-3.99,-1.87,4
105.1,-1.4887,32.5469,4,-1.42,-3.84,-1.66,4
106.1,-1.4894,32.5717,4,-1.57,-3.77,-1.36,4
107.0,-1.4982,32.5904,3,-2.57,-3.84,-1.65,3
107.9,-1.4985,32.6099,4,-3.75,-3.56,-1.36,4
108.9,-1.4979,32.6373,4,-3.39,-2.42,-1.89,4
109.9,-1.5130,32.6570,4,-3.99,-2.08,-1.12,4
110.9,-1.5112,32.6743,4,-4.52,-2.02,-1.56,4
111.9,-1.5082,32.6996,4,-4.55,-3.20,-0.98,4
112.9,-1.5038,32.7260,4,-4.12,-3.36,-0.86,4
113.9,-1.4971,32.7515,4,-4.66,-3.33,-1.64,4
115.0,-1.4899,32.7796,4,-4.43,-2.38,-1.78,4
116.0,-1.4887,32.8030,4,-4.37,-1.44,-1.06,4
117.0,-1.4880,32.8220,4,-4.21,-2.11,-1.50,4
118.0,-1.4741,32.8462,4,-3.84,-2.42,-1.45,4
119.1,-1.4590,32.8725,4,-3.56,-1.84,-0.96,4
120.1,-1.4401,32.9024,4,-3.27,-1.76,-0.84,4
121.0,-1.4224,32.9409,3,-3.12,-1.69,-1.61,3
121.9,-1.4034,32.9810,4,-2.60,-1.67,-1.40,4
122.9,-1.3758,33.0391,4,-1.86,-2.11,-1.65,4
124.0,-1.3528,33.0881,4,-1.53,-2.22,-1.51,4
125.0,-1.3366,33.1301,4,-0.94,-1.81,-1.44,4
126.1,-1.3214,33.1787,4,-1.90,-0.84,-1.45,4
127.0,-1.3067,33.2139,3,-1.72,-1.60,-1.26,3
127.9,-1.2934,33.2449,4,-1.26,-1.90,-1.18,4
129.0,-1.2810,33.2730,4,-0.99,-2.18,-1.43,4
130.0,-1.2763,33.2936,4,-0.51,-2.34,-1.46,4
131.0,-1.2640,33.3401,4,-0.33,-2.61,-0.79,4
132.0,-1.2449,33.3851,4,-1.11,-3.53,-1.36,4
133.1,-1.2361,33.4196,4,-1.35,-2.55,-1.02,4
134.0,-1.2226,33.4547,3,-1.42,-2.07,-1.08,3
134.9,-1.2012,33.5020,4,-0.23,-1.68,-1.57,4
136.0,-1.1902,33.5544,4,0.02,-0.52,-1.34,4
137.0,-1.1837,33.5967,4,-1.13,-0.59,-1.26,4
138.1,-1.1714,33.6358,4,-0.67,-0.75,-1.10,4
139.0,-1.1498,33.6757,3,-0.43,-1.06,-1.17,3
140.0,-1.1238,33.7284,4,0.23,-0.46,-1.54,4
141.0,-1.1099,33.7660,4,2.14,0.34,-2.23,4
142.1,-1.0990,33.7890,4,3.42,1.82,-2.35,4
143.0,-1.0876,33.8140,3,3.28,1.77,-2.52,3
143.9,-1.0769,33.8468,4,2.16,0.72,-2.21,4
145.0,-1.0720,33.8822,4,1.58,-0.82,-1.92,4
146.0,-1.0746,33.9067,4,2.01,-0.69,-1.99,4
147.1,-1.0693,33.9456,4,1.57,-0.30,-2.04,4
148.0,-1.0802,33.9758,3,1.80,0.16,-2.16,3
148.9,-1.0737,33.9971,4,2.25,-0.01,-1.89,4
150.0,-1.0535,34.0206,4,1.59,0.14,-2.24,4
151.1,-1.0373,34.0509,4,0.01,-0.50,-1.92,4
152.0,-1.0411,34.0670,3,0.39,0.01,-2.11,3
152.9,-1.0559,34.0838,4,0.14,0.33,-2.15,4
154.0,-1.0761,34.1066,4,0.56,0.02,-2.41,4
155.1,-1.1186,34.1230,4,0.66,0.22,-2.35,4
156.0,-1.1632,34.1327,3,0.08,0.06,-2.00,3
156.9,-1.1970,34.1460,4,-0.22,-0.08,-1.94,4
158.0,-1.1983,34.1585,4,-1.38,-0.13,-1.88,4
159.0,-1.1876,34.1707,4,-1.21,-0.10,-1.92,4
160.1,-1.1825,34.1817,4,-1.54,0.30,-2.02,4
161.0,-1.1740,34.1921,3,-1.62,-0.08,-1.86,3
161.9,-1.1594,34.2005,4,-1.75,-0.49,-2.17,4
163.0,-1.1455,34.2089,4,-2.13,-0.65,-1.73,4
164.0,-1.1172,34.2196,4,-1.78,-0.38,-2.03,4
165.0,-1.1074,34.2253,3,-2.18,-0.32,-1.93,3
165.9,-1.0951,34.2336,4,-2.44,-0.31,-1.96,4
167.0,-1.0820,34.2412,4,-3.13,-0.23,-1.72,4
168.0,-1.0642,34.2482,4,-2.62,0.09,-1.86,4
169.1,-1.0318,34.2580,4,-3.15,0.15,-1.77,4
170.0,-1.0133,34.2662,3,-2.42,0.13,-1.90,3
170.9,-0.9961,34.2735,4,-2.56,0.05,-1.76,4
172.0,-0.9709,34.2847,4,-3.07,-0.12,-1.68,4
173.1,-0.9496,34.2950,4,-2.54,-0.04,-1.92,4
174.0,-0.9241,34.3057,3,-2.28,-0.29,-1.85,3
174.9,-0.9180,34.3078,4,-2.26,-0.25,-1.72,4
176.0,-0.8962,34.3149,4,-2.30,-0.28,-2.02,4
177.1,-0.8699,34.3245,4,-2.80,-0.66,-2.07,4
178.0,-0.8665,34.3253,3,-1.86,-0.16,-2.06,3
178.9,-0.8394,34.3356,4,-1.69,-0.27,-1.81,4
180.0,-0.8387,34.3363,4,-1.56,-0.47,-2.21,4
181.1,-0.8158,34.3429,4,-0.93,-0.03,-2.01,4
182.0,-0.8094,34.3454,3,-1.39,-0.60,-1.89,3
182.9,-0.7817,34.3535,4,-1.20,-0.68,-1.97,4
184.0,-0.7602,34.3612,4,-1.22,-0.65,-2.01,4
185.1,-0.7407,34.3664,4,-0.86,-0.31,-2.20,4
186.0,-0.7150,34.3747,3,-1.49,-0.62,-2.07,3
