2016,49.12664,-174.8399,83.2683,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.5,-1.6389,29.9257,3,NaN,NaN,NaN,0
7.8,-1.6391,29.9257,8,-1.48,-6.42,-0.07,14
9.1,-1.6392,29.9271,4,-0.00,-6.53,4.88,5
10.0,-1.6391,29.9271,3,0.40,-5.62,3.08,4
10.9,-1.6390,29.9267,4,0.72,-5.22,1.35,4
12.0,-1.6386,29.9260,4,0.48,-5.22,1.98,4
13.0,-1.6388,29.9260,3,1.62,-3.12,2.62,3
13.9,-1.6386,29.9257,4,-1.19,-3.27,1.95,4
15.0,-1.6385,29.9262,4,-1.99,-4.01,4.04,4
16.0,-1.6386,29.9267,3,-2.26,-2.12,4.06,3
16.9,-1.6386,29.9264,4,-3.16,-1.83,3.75,4
18.0,-1.6386,29.9272,4,-3.02,-1.52,3.52,4
19.0,-1.6386,29.9283,3,-3.19,-1.40,2.42,3
19.9,-1.6386,29.9290,4,-4.65,-2.58,3.69,4
21.0,-1.6385,29.9291,4,-3.33,-1.79,4.16,4
22.0,-1.6387,29.9292,3,-2.59,-1.47,3.97,3
22.9,-1.6387,29.9290,4,-2.37,-1.40,3.64,4
24.0,-1.6386,29.9288,4,-1.93,-0.68,3.63,4
25.0,-1.6385,29.9287,3,-1.91,-1.23,3.88,3
25.9,-1.6386,29.9293,4,-1.81,-0.92,3.47,4
27.0,-1.6387,29.9294,4,-0.90,-1.01,3.89,4
28.0,-1.6386,29.9294,3,-0.38,-1.11,3.50,3
28.9,-1.6386,29.9292,4,0.22,0.05,3.91,4
30.0,-1.6385,29.9293,4,-0.43,0.35,3.18,4
31.0,-1.6386,29.9295,3,-0.46,0.30,2.82,3
32.0,-1.6385,29.9300,4,-0.67,-0.01,2.68,4
33.1,-1.6388,29.9328,4,0.18,-0.41,2.81,4
34.0,-1.6384,29.9364,3,1.12,-0.38,2.88,3
35.0,-1.6364,29.9443,4,1.44,0.13,3.03,4
36.1,-1.6208,29.9729,4,2.04,1.00,2.30,4
37.0,-1.6085,30.0015,3,0.62,0.06,2.58,3
38.0,-1.5877,30.0662,4,-1.07,-0.76,2.79,4
39.1,-1.4326,30.5472,4,-0.55,-2.75,2.66,4
40.0,-1.3579,30.8285,3,0.89,-1.00,2.99,3
