2016,24.50161,-176.2694,82.6849,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.6450,30.0654,5,NaN,NaN,NaN,4
7.9,-1.6449,30.0655,4,0.41,2.28,-4.78,4
8.9,-1.6450,30.0655,4,1.43,3.04,-4.11,4
9.9,-1.6449,30.0654,4,1.57,2.41,-4.00,4
11.0,-1.6449,30.0656,4,1.50,2.15,-3.94,4
12.0,-1.6450,30.0657,4,0.40,2.62,-3.28,4
13.0,-1.6449,30.0655,4,0.08,2.17,-2.98,4
13.9,-1.6448,30.0654,4,0.35,1.86,-2.61,4
14.9,-1.6450,30.0658,4,0.45,1.90,-3.14,4
15.9,-1.6449,30.0657,4,0.36,2.24,-3.42,4
16.9,-1.6449,30.0660,4,0.36,2.17,-3.38,4
18.0,-1.6449,30.0662,4,0.72,1.83,-3.85,4
19.0,-1.6445,30.0656,4,0.41,1.85,-4.14,4
20.0,-1.6446,30.0658,4,0.52,1.95,-3.65,4
21.0,-1.6447,30.0662,4,0.38,1.80,-3.34,4
22.1,-1.6448,30.0668,4,0.58,1.43,-3.31,4
23.1,-1.6448,30.0671,4,0.61,2.02,-3.18,4
24.1,-1.6447,30.0675,4,1.02,1.89,-2.98,4
25.0,-1.6447,30.0678,3,0.92,1.88,-2.89,3
25.9,-1.6448,30.0686,4,1.13,2.29,-3.50,4
26.9,-1.6448,30.0693,4,2.08,2.35,-3.08,4
28.0,-1.6448,30.0701,4,1.85,2.26,-2.71,4
29.0,-1.6448,30.0711,4,1.38,1.87,-3.40,4
30.0,-1.6448,30.0723,4,1.18,2.30,-3.11,4
31.0,-1.6448,30.0734,4,0.94,1.66,-2.56,4
32.0,-1.6448,30.0744,4,-0.08,1.54,-2.57,4
33.1,-1.6447,30.0752,4,-1.05,2.67,-2.87,4
34.1,-1.6446,30.0778,4,0.20,4.17,-2.97,4
35.0,-1.5996,30.2664,3,1.49,4.55,-2.71,3
35.9,-1.3056,31.0717,4,-4.15,4.64,-2.72,4
36.9,-1.3056,31.1951,4,-7.27,3.97,-2.58,4
38.0,-1.3315,31.2414,4,-5.91,4.45,-2.84,4
39.0,-1.3321,31.2939,4,-5.41,4.81,-2.76,4
40.0,-1.2617,31.3568,4,-5.28,3.71,-2.71,4
41.1,-1.2295,31.4239,4,-5.18,2.37,-2.70,4
42.0,-1.2426,31.4528,3,-5.03,2.62,-2.78,3
42.9,-1.2696,31.4831,4,-4.86,2.04,-2.83,4
43.9,-1.2309,31.5240,4,-5.15,1.95,-2.70,4
45.0,-1.2839,31.5593,4,-4.84,1.66,-2.57,4
46.0,-1.2993,31.6036,4,-4.34,1.94,-2.66,4
47.0,-1.3039,31.6456,4,-4.39,1.16,-2.63,4
48.1,-1.3294,31.6866,4,-3.74,0.19,-2.65,4
49.1,-1.3229,31.7189,4,-3.86,0.71,-2.48,4
50.0,-1.3333,31.7297,3,-4.36,0.69,-2.34,3
50.9,-1.3388,31.7481,4,-4.98,0.63,-2.40,4
51.9,-1.3602,31.7709,4,-5.80,0.62,-2.38,4
53.0,-1.3445,31.7898,4,-6.38,0.57,-2.39,4
54.0,-1.3469,31.8081,4,-6.58,1.08,-2.07,4
55.0,-1.3594,31.8235,4,-5.89,2.12,-2.58,4
56.1,-1.3625,31.8463,4,-5.29,3.05,-2.78,4
57.1,-1.3684,31.8663,4,-4.50,3.26,-2.64,4
58.0,-1.3715,31.8805,3,-4.37,3.49,-2.84,3
58.9,-1.3785,31.9018,4,-4.81,3.19,-2.57,4
60.0,-1.3913,31.9214,4,-4.98,1.35,-2.57,4
61.0,-1.3964,31.9371,4,-4.48,0.94,-2.58,4
62.0,-1.4019,31.9528,4,-3.97,1.45,-2.83,4
63.1,-1.4301,31.9836,4,-3.99,2.37,-2.75,4
64.0,-1.4803,32.0026,3,-3.12,1.59,-2.63,3
64.9,-1.4912,32.0107,4,-2.84,1.13,-2.73,4
66.0,-1.5055,32.0257,4,-2.94,0.43,-2.43,4
67.0,-1.5044,32.0406,4,-2.34,0.69,-2.59,4
68.0,-1.5038,32.0536,4,-2.24,0.14,-2.51,4
69.1,-1.5047,32.0663,4,-2.04,0.19,-2.35,4
70.1,-1.4987,32.0751,4,-2.30,-0.07,-2.42,4
71.0,-1.5056,32.0863,3,-1.90,0.29,-2.27,3
71.9,-1.5085,32.0994,4,-1.67,0.36,-2.52,4
72.9,-1.4823,32.1210,4,-1.54,0.40,-2.39,4
74.0,-1.4816,32.1403,4,-1.74,0.41,-2.48,4
75.0,-1.4857,32.1502,4,-2.16,1.30,-2.60,4
76.1,-1.4898,32.1617,4,-2.62,1.29,-2.72,4
77.0,-1.4925,32.1748,3,-2.75,1.13,-2.42,3
77.9,-1.4732,32.1878,4,-2.16,0.62,-2.25,4
78.9,-1.4745,32.2004,4,-2.12,0.97,-2.20,4
80.0,-1.4755,32.2173,4,-3.04,1.05,-2.26,4
81.0,-1.4769,32.2342,4,-3.19,0.91,-2.49,4
82.1,-1.5029,32.2495,4,-3.22,1.23,-2.39,4
83.0,-1.5128,32.2633,3,-2.73,1.76,-2.57,3
83.9,-1.5040,32.2788,4,-1.99,2.28,-2.63,4
85.0,-1.4980,32.2924,4,-1.76,3.14,-2.10,4
86.0,-1.4985,32.3035,4,-1.64,3.56,-2.48,4
87.0,-1.4913,32.3117,4,-1.78,2.74,-2.46,4
88.1,-1.4825,32.3187,4,-1.46,2.49,-2.40,4
89.0,-1.4778,32.3276,3,-1.04,2.49,-2.32,3
89.9,-1.4729,32.3392,4,-0.83,1.78,-2.18,4
91.0,-1.4734,32.3576,4,-0.90,1.04,-2.26,4
92.0,-1.4782,32.3652,4,-1.23,0.92,-2.11,4
93.1,-1.4778,32.3764,4,-0.96,0.58,-1.94,4
94.0,-1.4808,32.3875,3,-0.52,0.63,-1.98,3
94.9,-1.4872,32.3964,4,-1.36,0.01,-1.88,4
95.9,-1.4956,32.4046,4,-1.76,-0.58,-1.81,4
97.0,-1.5021,32.4152,4,-1.94,-0.78,-2.01,4
98.0,-1.5030,32.4268,4,-3.00,-1.04,-1.69,4
99.1,-1.5056,32.4412,4,-3.83,-0.64,-1.65,4
100.0,-1.5081,32.4546,3,-3.36,-0.86,-1.46,3
100.9,-1.5222,32.4689,4,-3.03,-0.38,-1.84,4
102.0,-1.5292,32.4848,4,-2.99,-0.09,-1.79,4
103.0,-1.5208,32.5013,4,-2.40,-0.28,-1.60,4
104.0,-1.5220,32.5170,4,-2.45,0.28,-1.90,4
105.1,-1.5147,32.5275,4,-2.64,0.51,-1.89,4
106.0,-1.5133,32.5390,3,-3.13,1.48,-1.90,3
106.9,-1.5190,32.5478,4,-3.48,1.77,-1.82,4
108.0,-1.5196,32.5550,4,-4.17,1.90,-1.95,4
109.0,-1.5176,32.5619,4,-4.33,1.24,-1.68,4
110.1,-1.5158,32.5733,4,-4.90,1.22,-1.59,4
111.0,-1.5199,32.5865,3,-4.95,1.07,-1.96,3
111.9,-1.5235,32.5957,4,-4.65,0.68,-1.70,4
113.0,-1.5226,32.6114,4,-4.86,0.43,-1.88,4
114.0,-1.5224,32.6281,4,-5.12,0.14,-1.72,4
115.1,-1.5178,32.6421,4,-5.49,0.55,-1.93,4
116.0,-1.5186,32.6593,3,-5.48,0.66,-2.13,3
116.9,-1.5181,32.6858,4,-5.04,1.17,-2.21,4
117.9,-1.5168,32.7022,4,-6.02,1.29,-2.20,4
119.0,-1.5146,32.7201,4,-6.29,1.11,-2.12,4
