2015,315.25141,174.4363,82.3316,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.3,-1.5944,29.1409,2,NaN,NaN,NaN,4
7.9,-1.5945,29.1413,5,-0.37,4.90,-4.31,4
9.0,-1.5944,29.1416,4,-0.47,4.85,-3.28,4
10.0,-1.5942,29.1420,4,0.01,4.51,-3.05,4
11.1,-1.5943,29.1436,4,-0.14,4.36,-3.26,4
12.1,-1.5948,29.1593,4,-0.60,4.51,-3.01,4
13.0,-1.5968,29.2051,3,-1.45,3.50,-3.12,3
13.9,-1.6000,29.2676,4,1.13,4.71,-3.20,4
14.9,-1.6004,29.2762,4,1.18,5.23,-3.29,4
15.9,-1.6004,29.2774,4,1.15,4.82,-3.31,4
17.0,-1.6004,29.2790,4,1.04,4.57,-3.07,4
18.0,-1.6003,29.2802,4,1.08,4.26,-3.09,4
19.0,-1.6001,29.2821,4,0.97,4.16,-2.93,4
20.1,-1.6000,29.2834,4,0.54,3.93,-2.90,4
21.1,-1.5993,29.2847,4,0.80,3.95,-2.79,4
22.0,-1.5995,29.2856,3,0.36,3.87,-2.90,3
22.9,-1.5999,29.2864,4,0.27,3.89,-2.93,4
23.9,-1.5996,29.2878,4,0.04,4.06,-2.83,4
25.0,-1.5980,29.2899,4,0.09,4.27,-2.48,4
26.0,-1.5989,29.2921,4,-0.02,4.22,-2.67,4
27.1,-1.6004,29.2942,4,-0.21,4.34,-2.80,4
28.1,-1.6004,29.2961,4,-0.52,4.19,-2.83,4
29.0,-1.5981,29.3009,3,-0.68,4.14,-2.71,3
29.9,-1.5660,29.4801,4,-0.44,4.24,-2.60,4
30.9,-1.3113,30.3648,4,0.30,6.05,-2.56,4
32.0,-1.2226,30.5225,4,0.34,5.58,-2.73,4
33.0,-1.1775,30.6285,4,1.02,5.04,-2.35,4
34.0,-1.1984,30.7109,4,-0.27,5.96,-2.54,4
35.1,-1.1814,30.7722,4,-0.93,7.08,-2.69,4
36.0,-1.1860,30.8281,3,-0.75,7.78,-2.55,3
36.9,-1.1928,30.8813,4,0.11,8.57,-2.24,4
