2016,48.37664,-175.1157,83.3447,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.6353,29.8536,16,-3.90,-2.33,-0.15,8
8.0,-1.6350,29.8533,4,-4.60,-3.00,3.28,8
9.0,-1.6348,29.8532,4,-4.17,-3.22,3.90,4
10.1,-1.6346,29.8530,4,-3.07,-2.67,3.05,4
11.0,-1.6345,29.8530,3,-2.90,-2.31,3.73,4
11.9,-1.6348,29.8534,4,-2.87,-2.46,3.34,4
13.0,-1.6346,29.8533,4,-1.63,-2.32,2.95,3
14.0,-1.6347,29.8536,3,-3.49,-3.39,2.59,4
15.0,-1.6347,29.8536,4,-3.50,-3.07,2.02,4
16.1,-1.6348,29.8541,4,-2.92,-1.61,1.42,3
17.0,-1.6347,29.8546,3,-3.53,-0.47,1.95,4
18.0,-1.6345,29.8543,4,-3.38,-0.00,2.59,3
19.0,-1.6346,29.8542,3,-3.60,-0.25,3.13,4
19.9,-1.6345,29.8541,4,-2.80,-0.14,2.25,4
21.0,-1.6346,29.8545,4,-3.44,-1.25,1.52,3
22.0,-1.6345,29.8557,3,-3.81,-2.20,3.08,4
22.9,-1.6346,29.8587,4,-3.01,-0.39,2.60,4
24.0,-1.6347,29.8598,4,-2.53,-0.27,2.85,3
25.0,-1.6348,29.8607,3,-2.72,-0.40,3.24,4
26.0,-1.6348,29.8607,4,-3.24,-0.32,2.95,4
27.1,-1.6346,29.8614,4,-2.45,-0.36,2.41,3
28.0,-1.6350,29.8644,3,-2.24,0.44,3.05,4
29.0,-1.6351,29.8679,4,-0.67,0.86,3.27,4
30.1,-1.6348,29.8773,4,0.17,1.84,3.10,3
31.0,-1.6331,29.8858,3,0.64,2.32,2.92,4
32.0,-1.6302,29.8954,4,0.73,1.83,3.41,4
33.1,-1.5971,30.0096,4,0.00,1.16,3.35,3
34.0,-1.5562,30.2246,3,-0.91,-0.26,3.10,4
35.0,-1.4801,30.5446,4,-0.59,-2.04,3.13,3
36.0,-1.4000,30.8620,3,-2.08,-3.35,3.04,4
36.9,-1.3788,31.0202,4,-0.93,-3.23,3.18,4
38.0,-1.3868,31.0805,4,-2.65,-3.61,3.15,3
39.0,-1.3799,31.1657,3,-2.85,-3.40,3.45,4
39.9,-1.3735,31.2352,4,-1.54,-3.82,3.51,4
41.0,-1.3536,31.2751,4,-0.61,-4.24,3.58,3
42.0,-1.3332,31.3157,3,-0.97,-4.69,3.65,4
43.0,-1.3441,31.3595,4,-1.56,-4.15,3.44,4
44.1,-1.3951,31.4172,4,-2.19,-4.73,3.55,3
45.0,-1.4271,31.4454,3,-2.34,-5.00,3.69,4
46.0,-1.4267,31.4806,4,-2.39,-5.54,4.08,4
47.1,-1.4096,31.5208,4,-3.84,-5.55,3.59,3
48.0,-1.3774,31.5611,3,-3.70,-5.98,3.50,4
49.0,-1.3782,31.6074,4,-3.12,-6.36,3.42,3
50.0,-1.3911,31.6380,3,-2.38,-7.21,3.92,4
50.9,-1.3738,31.6682,4,-2.88,-7.93,3.87,4
52.0,-1.3653,31.6944,4,-2.42,-8.08,4.08,3
53.0,-1.3655,31.7255,3,-1.88,-7.68,4.16,4
54.0,-1.3691,31.7654,4,-1.30,-6.91,4.21,4
55.1,-1.3718,31.8050,4,-0.65,-6.37,3.84,3
56.0,-1.3859,31.8327,3,-0.61,-6.25,3.91,4
57.0,-1.3859,31.8529,4,-0.38,-6.62,3.90,4
58.1,-1.3817,31.8865,4,0.08,-6.28,3.84,3
59.0,-1.3845,31.9098,3,0.49,-5.95,3.96,4
60.0,-1.3999,31.9366,4,0.43,-5.06,3.80,3
61.0,-1.4170,31.9538,3,-0.18,-5.33,4.01,4
61.9,-1.4350,31.9704,4,-2.03,-5.75,3.91,4
63.0,-1.4499,31.9912,4,-2.95,-5.59,3.87,3
64.0,-1.4600,32.0110,3,-3.61,-5.75,4.10,4
64.9,-1.4685,32.0355,4,-3.24,-6.00,3.71,4
66.0,-1.4712,32.0565,4,-2.78,-5.54,4.03,3
67.0,-1.4912,32.0840,3,-2.21,-5.73,3.78,4
67.9,-1.4956,32.1070,4,-2.22,-5.84,3.63,4
69.0,-1.5015,32.1280,4,-2.36,-5.25,3.90,3
70.0,-1.5037,32.1458,3,-3.04,-5.67,3.65,4
70.9,-1.4980,32.1569,4,-3.15,-5.72,3.59,4
72.0,-1.4948,32.1781,4,-3.56,-5.90,3.63,3
73.0,-1.5057,32.1959,3,-3.58,-5.96,3.44,4
74.0,-1.5121,32.2064,4,-3.33,-6.25,3.64,4
75.0,-1.5185,32.2249,4,-3.03,-6.32,3.55,3
76.0,-1.5153,32.2419,3,-2.91,-6.07,3.67,4
77.0,-1.5163,32.2552,4,-2.51,-5.94,3.71,4
78.1,-1.5239,32.2752,4,-2.28,-6.21,3.85,3
79.0,-1.5203,32.2914,3,-2.81,-6.51,3.76,4
80.0,-1.5195,32.3050,4,-2.99,-7.15,3.67,4
81.1,-1.5218,32.3186,4,-3.03,-7.10,3.73,3
82.0,-1.5213,32.3288,3,-2.98,-7.13,3.65,4
83.0,-1.5202,32.3466,4,-2.81,-7.22,3.80,4
84.1,-1.5168,32.3588,4,-2.27,-7.08,3.83,3
85.0,-1.5132,32.3702,3,-2.31,-6.72,3.90,4
86.0,-1.5110,32.3843,4,-2.07,-6.97,3.82,4
87.1,-1.5134,32.3993,4,-2.10,-7.22,3.55,3
88.0,-1.5206,32.4097,3,-2.25,-6.71,3.81,4
89.0,-1.5234,32.4250,4,-2.11,-6.53,3.86,4
90.1,-1.5170,32.4411,4,-1.68,-6.99,3.67,3
91.0,-1.5138,32.4595,3,-2.12,-6.90,3.85,4
92.0,-1.5170,32.4783,4,-2.58,-6.68,3.80,3
93.1,-1.5221,32.4973,4,-2.30,-6.62,3.85,4
94.0,-1.5194,32.5065,3,-2.24,-6.84,3.75,4
95.0,-1.5191,32.5263,4,-2.33,-6.80,3.69,3
96.1,-1.5269,32.5395,4,-2.51,-7.18,3.73,4
97.0,-1.5316,32.5550,3,-3.04,-7.64,3.57,4
98.0,-1.5295,32.5725,4,-3.39,-7.18,3.64,3
99.1,-1.5285,32.5896,4,-3.20,-7.30,3.42,4
100.0,-1.5285,32.6038,3,-2.90,-6.86,3.68,4
101.0,-1.5283,32.6247,4,-2.55,-5.82,3.73,3
102.1,-1.5281,32.6451,4,-2.38,-5.98,3.32,4
103.0,-1.5252,32.6653,3,-2.50,-5.87,3.70,4
104.0,-1.5204,32.6856,4,-2.46,-6.39,3.69,3
105.1,-1.5124,32.7076,4,-2.54,-6.33,3.65,4
106.0,-1.5024,32.7361,3,-2.46,-6.32,3.80,4
107.0,-1.4906,32.7651,4,-2.03,-6.82,3.77,4
108.1,-1.4802,32.7902,4,-2.47,-5.89,3.69,3
109.0,-1.4708,32.8185,3,-2.45,-5.41,3.89,4
110.0,-1.4571,32.8564,4,-2.91,-5.18,4.02,4
111.1,-1.4462,32.8893,4,-3.07,-5.14,3.69,3
112.0,-1.4415,32.9140,3,-3.31,-5.65,3.47,4
113.0,-1.4300,32.9527,4,-3.84,-5.96,3.80,4
114.0,-1.3945,33.0207,4,-3.28,-6.52,3.80,3
115.0,-1.3878,33.0574,3,-3.08,-5.91,3.56,4
115.9,-1.3739,33.0954,4,-3.25,-5.29,3.54,4
117.0,-1.3449,33.1567,4,-3.18,-6.41,3.37,3
118.0,-1.3296,33.2053,3,-3.06,-6.38,3.57,4
118.9,-1.3144,33.2501,4,-2.75,-5.85,3.54,4
120.0,-1.2922,33.3067,4,-2.75,-5.71,3.41,3
121.1,-1.2769,33.3477,4,-2.34,-5.76,3.31,4
122.0,-1.2589,33.3956,3,-1.99,-5.60,3.68,4
123.0,-1.2524,33.4357,4,-2.72,-5.23,3.65,3
124.1,-1.2414,33.4856,4,-2.66,-5.40,3.71,4
125.0,-1.2266,33.5343,3,-2.89,-4.73,3.76,4
126.0,-1.2102,33.5729,4,-3.99,-4.52,3.70,4
127.0,-1.1964,33.6086,4,-3.27,-5.82,3.72,3
128.0,-1.1894,33.6395,3,-2.29,-4.83,3.69,4
128.9,-1.1956,33.6842,4,-1.18,-3.85,3.55,4
130.0,-1.1858,33.7263,4,-0.63,-3.18,3.44,3
131.1,-1.2157,33.7650,4,-1.64,-3.58,3.76,4
132.0,-1.2271,33.8018,3,-1.56,-4.16,3.63,4
133.0,-1.2313,33.8298,4,-1.95,-3.44,3.65,4
134.0,-1.2288,33.8600,4,-2.84,-3.39,3.32,3
135.0,-1.2251,33.8853,3,-3.50,-2.99,3.37,4
135.9,-1.2240,33.9037,4,-4.04,-2.10,3.10,4
137.0,-1.2194,33.9213,4,-3.54,-1.98,3.43,3
138.1,-1.2118,33.9425,4,-2.98,-1.68,3.17,4
139.0,-1.2057,33.9607,3,-3.03,-1.16,3.13,4
140.0,-1.1986,33.9792,4,-2.57,-0.90,3.12,4
141.0,-1.1911,34.0008,4,-2.98,-1.07,3.09,3
142.0,-1.1803,34.0237,3,-3.25,-0.65,3.03,4
142.9,-1.1695,34.0410,4,-4.15,-0.77,3.11,4
144.0,-1.1601,34.0537,4,-4.47,-0.80,3.01,3
145.0,-1.1456,34.0694,4,-4.30,-1.48,3.05,4
146.0,-1.1316,34.0828,3,-3.62,-1.71,3.04,4
146.9,-1.1183,34.0938,4,-3.15,-1.80,2.91,4
148.0,-1.0901,34.1069,4,-2.55,-1.32,3.07,3
149.1,-1.0560,34.1243,4,-1.97,-0.75,3.07,4
150.0,-1.0342,34.1381,3,-2.08,-1.05,3.16,4
151.0,-1.0088,34.1471,4,-1.93,-1.35,2.86,4
152.0,-0.9944,34.1622,4,-1.63,-1.17,2.93,3
153.0,-0.9747,34.1683,3,-1.48,-1.18,2.96,4
153.9,-0.9470,34.1784,4,-1.34,-0.48,2.86,4
155.0,-0.9254,34.1881,4,-1.22,-0.15,2.99,3
156.1,-0.9050,34.1989,4,-1.23,0.57,3.23,4
157.0,-0.8900,34.2077,3,-1.16,-0.05,2.95,4
157.9,-0.8779,34.2163,4,-1.75,-1.15,2.78,4
159.0,-0.8596,34.2248,4,-2.63,-1.60,3.06,3
160.1,-0.8382,34.2363,4,-3.08,-1.07,2.98,4
161.0,-0.8183,34.2470,3,-3.51,-0.63,2.98,4
161.9,-0.8041,34.2550,4,-3.34,-0.42,3.07,4
163.0,-0.7848,34.2649,4,-3.15,0.04,2.96,3
164.1,-0.7595,34.2761,4,-3.12,0.65,3.03,4
165.0,-0.7248,34.2849,3,-3.23,0.92,3.12,4
165.9,-0.7049,34.2936,4,-2.72,0.89,2.83,4
167.0,-0.6816,34.3033,4,-2.73,0.91,2.83,3
168.1,-0.6666,34.3096,4,-2.84,0.90,2.93,4
169.0,-0.6563,34.3171,3,-2.76,0.99,3.11,4
169.9,-0.6571,34.3230,4,-2.93,0.41,3.09,4
171.0,-0.6912,34.3322,4,-3.52,0.39,2.76,3
172.1,-0.7352,34.3326,4,-3.86,0.52,2.79,4
173.0,-0.7200,34.3402,3,-3.97,0.27,3.20,4
173.9,-0.7138,34.3438,4,-4.06,0.41,3.14,4
175.0,-0.6720,34.3502,4,-3.56,0.29,2.90,3
176.1,-0.6483,34.3561,4,-2.62,0.91,2.97,4
177.0,-0.6379,34.3633,3,-1.87,0.81,2.91,4
177.9,-0.6349,34.3651,4,-1.47,0.69,2.83,4
179.0,-0.6133,34.3739,4,-0.84,0.74,2.81,3
180.1,-0.6310,34.3772,4,-1.78,1.08,2.64,4
181.0,-0.6492,34.3803,3,-2.65,0.64,2.91,4
181.9,-0.6585,34.3827,4,-2.58,-0.36,3.04,4
183.0,-0.6452,34.3903,4,-3.15,0.78,3.09,3
184.1,-0.6459,34.3938,4,-2.86,0.00,2.95,4
185.0,-0.6194,34.4000,3,-2.37,0.12,3.13,4
185.9,-0.6101,34.4039,4,-1.96,0.11,2.92,4
187.0,-0.5790,34.4108,4,-2.11,0.17,2.63,3
188.1,-0.5704,34.4138,4,-2.13,-0.72,2.87,4
189.0,-0.5548,34.4212,3,-2.08,-0.83,2.96,4
189.9,-0.5541,34.4238,4,-2.93,-0.34,3.01,4
191.0,-0.5299,34.4264,4,-2.70,-1.11,3.16,3
192.1,-0.4989,34.4353,4,-2.32,-0.83,2.91,4
193.0,-0.4786,34.4385,3,-2.58,-0.84,2.77,4
193.9,-0.4574,34.4454,4,-2.53,-0.74,2.77,4
195.0,-0.4500,34.4476,4,-2.87,-0.65,2.79,3
196.1,-0.4162,34.4543,4,-3.48,-1.02,2.69,4
197.0,-0.3941,34.4602,3,-3.70,-0.72,3.17,4
197.9,-0.3831,34.4646,4,-3.81,-0.15,2.91,4
199.0,-0.3649,34.4696,4,-3.09,-0.35,2.79,3
200.0,-0.3537,34.4740,4,-2.73,-0.03,2.80,4
201.0,-0.3373,34.4761,3,-2.46,-0.50,3.05,4
201.9,-0.3096,34.4846,4,-2.30,-0.08,2.80,4
203.0,-0.2855,34.4899,4,-2.10,-0.59,2.76,3
204.0,-0.2529,34.4972,4,-2.45,0.04,2.90,4
205.0,-0.2235,34.5050,3,-2.56,-0.39,3.26,4
205.9,-0.2127,34.5088,4,-2.58,-0.86,3.12,4
207.0,-0.1963,34.5129,4,-2.65,-0.85,2.84,3
208.0,-0.1769,34.5198,4,-2.35,-0.53,2.92,4
209.0,-0.1552,34.5238,3,-2.90,0.24,3.18,4
209.9,-0.1381,34.5288,4,-3.08,0.25,3.13,4
211.0,-0.1114,34.5363,4,-2.76,-0.52,2.88,3
212.0,-0.0978,34.5409,4,-2.94,0.62,3.14,4
213.1,-0.0788,34.5464,4,-2.96,0.74,3.08,4
214.0,-0.0515,34.5540,3,-3.31,0.15,2.93,4
214.9,-0.0416,34.5582,4,-3.83,0.47,3.04,4
216.0,-0.0074,34.5638,4,-4.03,0.16,3.00,3
217.0,0.0117,34.5714,4,-3.56,0.72,2.84,4
218.1,0.0161,34.5733,4,-3.12,0.96,3.11,4
219.0,0.0214,34.5741,3,-2.72,0.94,2.93,4
219.9,0.0358,34.5775,4,-3.16,0.99,3.27,4
221.0,0.0609,34.5859,4,-3.70,1.05,2.96,3
222.0,0.0861,34.5915,4,-4.21,1.00,2.94,4
223.0,0.1114,34.5961,3,-4.35,1.32,3.07,4
223.9,0.1210,34.6005,4,-3.76,1.79,3.02,4
225.0,0.1336,34.6040,4,-3.17,1.63,2.84,3
