2015,314.00149,174.7504,82.2833,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.9,-1.5985,29.1977,7,NaN,NaN,-8.97,6
7.9,-1.5975,29.2081,4,-0.01,3.96,-3.74,4
9.0,-1.5975,29.2106,4,0.98,4.11,-2.84,4
10.0,-1.5972,29.2200,4,-0.14,4.82,-3.22,4
11.0,-1.5974,29.2283,4,-1.12,4.52,-3.43,4
12.0,-1.5974,29.2394,4,-1.03,4.41,-3.20,4
13.1,-1.5973,29.2435,4,-0.90,4.21,-3.15,4
14.1,-1.5970,29.2461,4,-0.91,4.21,-3.24,4
15.0,-1.5969,29.2488,3,-0.84,4.21,-3.12,3
15.9,-1.5963,29.2535,4,-0.72,4.26,-3.13,4
16.9,-1.5956,29.2604,4,-1.07,4.32,-3.17,4
18.0,-1.5949,29.2707,4,-0.81,4.76,-3.45,4
19.0,-1.5929,29.2887,4,-0.98,5.12,-3.27,4
20.0,-1.5892,29.3163,4,-0.70,5.19,-3.24,4
21.0,-1.5733,29.3965,4,-0.21,6.62,-3.11,4
22.1,-1.5375,29.6227,4,0.45,9.01,-2.71,4
23.1,-1.4845,30.0063,4,1.87,10.09,-1.86,4
24.1,-1.4334,30.5604,4,1.16,15.46,-0.54,4
25.1,-1.4279,30.7445,4,-2.20,21.13,0.19,4
26.0,-1.4354,30.7594,3,-2.00,22.40,-0.03,3
26.9,-1.4407,30.7714,4,-2.13,22.84,0.05,4
27.9,-1.4485,30.7886,4,-2.46,22.63,-0.08,4
28.9,-1.4590,30.8115,4,-2.99,23.12,-0.07,4
29.9,-1.4725,30.8385,4,-3.76,23.69,0.01,4
30.9,-1.4840,30.8581,4,-4.45,24.62,-0.03,4
31.9,-1.4942,30.8767,4,-4.90,24.88,0.20,4
32.9,-1.5075,30.8962,4,-5.10,24.78,0.44,4
33.9,-1.5220,30.9139,4,-4.93,25.26,-0.09,4
34.9,-1.5321,30.9279,4,-4.37,25.09,-0.10,4
35.9,-1.5430,30.9417,4,-3.78,25.46,-0.09,4
36.9,-1.5561,30.9554,4,-3.47,25.19,-0.25,4
37.9,-1.5680,30.9688,4,-3.30,25.13,-0.15,4
38.9,-1.5760,30.9801,4,-3.60,25.48,0.27,4
39.9,-1.5845,30.9906,4,-4.02,25.55,-0.27,4
40.9,-1.5951,31.0021,4,-4.15,25.55,-0.14,4
42.0,-1.6030,31.0131,4,-4.08,25.86,-0.06,4
43.0,-1.6106,31.0250,4,-3.61,25.64,0.12,4
44.0,-1.6227,31.0408,4,-2.78,25.77,-0.17,4
45.0,-1.6269,31.0469,4,-2.55,25.79,0.02,4
46.0,-1.6287,31.0529,4,-2.77,25.15,-0.10,4
47.0,-1.6318,31.0593,4,-3.34,24.34,-0.36,4
48.0,-1.6331,31.0687,4,-4.20,23.82,-0.25,4
49.1,-1.6340,31.0817,4,-4.58,23.41,-0.23,4
50.1,-1.6344,31.0981,4,-4.28,23.08,-0.44,4
51.1,-1.6329,31.1066,4,-3.53,21.93,-0.26,4
52.0,-1.6295,31.1116,3,-2.59,21.65,-0.47,3
52.9,-1.6252,31.1247,4,-1.55,21.77,-0.88,4
53.9,-1.6200,31.1447,4,-0.47,20.27,-1.04,4
55.0,-1.6058,31.1693,4,0.07,19.27,-0.89,4
56.0,-1.5856,31.2167,4,0.23,18.37,-1.32,4
57.0,-1.5794,31.2475,4,0.42,18.04,-1.54,4
58.1,-1.5764,31.2835,4,-0.47,17.88,-1.42,4
59.1,-1.5628,31.3220,4,-0.39,17.73,-1.44,4
60.0,-1.5536,31.3502,3,-0.29,16.57,-1.65,3
60.9,-1.5549,31.3872,4,-0.45,15.77,-1.74,4
61.9,-1.5607,31.4270,4,-1.00,16.09,-1.57,4
63.0,-1.5504,31.4635,4,-0.72,15.44,-1.78,4
64.0,-1.5453,31.5071,4,-0.58,14.17,-1.84,4
65.1,-1.5344,31.5571,4,-0.00,14.08,-1.82,4
66.1,-1.4959,31.6059,4,0.19,13.79,-2.04,4
67.0,-1.5163,31.6491,3,0.45,13.66,-1.83,3
67.9,-1.5220,31.6784,4,1.01,14.02,-1.77,4
69.0,-1.4568,31.7154,4,0.75,13.55,-1.82,4
70.0,-1.4012,31.7532,4,-0.04,13.43,-1.87,4
71.1,-1.3903,31.7831,4,-0.04,13.43,-1.98,4
72.1,-1.3523,31.8145,4,0.17,13.81,-1.77,4
73.0,-1.4272,31.8382,3,-0.30,13.55,-1.96,3
73.9,-1.5297,31.8631,4,0.09,13.30,-1.82,4
75.0,-1.5019,31.8971,4,0.10,13.33,-1.71,4
76.0,-1.4448,31.9351,4,0.29,12.43,-1.88,4
77.1,-1.4438,31.9585,4,0.18,12.54,-2.08,4
78.0,-1.4469,31.9767,3,0.16,11.50,-2.15,3
78.9,-1.4479,31.9960,4,0.24,10.56,-2.20,4
80.0,-1.4501,32.0168,4,0.05,10.74,-2.28,4
81.0,-1.3866,32.0377,4,0.38,10.43,-2.20,4
82.0,-1.3744,32.0575,4,0.36,10.02,-2.51,4
83.1,-1.3827,32.0747,4,0.36,9.91,-2.79,4
84.0,-1.3883,32.0889,3,0.51,9.92,-2.69,3
84.9,-1.4446,32.1017,4,0.53,9.78,-2.42,4
86.0,-1.4902,32.1199,4,0.39,9.59,-2.44,4
87.0,-1.4966,32.1368,4,0.85,10.06,-2.21,4
88.1,-1.5097,32.1515,4,1.31,9.87,-2.47,4
89.0,-1.5092,32.1641,3,1.55,9.60,-2.38,3
89.9,-1.5316,32.1759,4,1.43,9.53,-2.20,4
91.0,-1.5368,32.1920,4,2.06,9.73,-2.23,4
92.0,-1.5186,32.2101,4,2.56,9.27,-2.31,4
93.1,-1.5097,32.2248,4,2.58,8.61,-2.46,4
94.0,-1.4997,32.2389,3,2.38,8.09,-2.47,3
94.9,-1.5151,32.2540,4,1.77,7.33,-2.71,4
96.0,-1.4932,32.2723,4,1.30,7.26,-2.63,4
97.0,-1.5010,32.2887,4,0.82,6.74,-2.73,4
98.1,-1.5091,32.3130,4,0.60,7.07,-2.89,4
99.0,-1.5021,32.3326,3,0.97,6.96,-2.92,3
99.9,-1.5040,32.3468,4,1.40,7.48,-2.77,4
101.0,-1.5077,32.3622,4,1.15,7.87,-2.79,4
102.1,-1.5058,32.3804,4,0.25,8.09,-2.95,4
103.0,-1.5032,32.3965,3,-0.52,7.72,-2.95,3
103.9,-1.4844,32.4114,4,-1.26,7.50,-2.89,4
105.0,-1.4979,32.4249,4,-1.19,7.65,-3.08,4
106.0,-1.5005,32.4486,4,-1.55,8.39,-2.91,4
107.1,-1.5024,32.4790,4,-2.01,8.71,-2.62,4
108.0,-1.4993,32.5017,3,-2.15,9.28,-2.91,3
108.9,-1.4865,32.5307,4,-2.11,9.90,-2.69,4
110.0,-1.4902,32.5613,4,-1.89,10.45,-2.49,4
111.0,-1.4889,32.5937,4,-2.18,10.97,-2.31,4
112.1,-1.4873,32.6373,4,-1.81,11.78,-2.12,4
113.0,-1.4383,32.6845,3,-1.12,11.57,-2.08,3
113.9,-1.4519,32.7257,4,-0.10,10.76,-2.18,4
115.0,-1.4458,32.7611,4,0.92,10.69,-2.20,4
116.1,-1.4346,32.7941,4,1.51,9.92,-2.48,4
117.0,-1.4156,32.8124,3,1.44,9.05,-2.61,3
117.9,-1.4027,32.8472,4,0.60,8.74,-2.51,4
119.0,-1.3717,32.9024,4,0.81,9.13,-2.38,4
120.0,-1.3693,32.9501,4,1.45,8.70,-2.25,4
121.1,-1.4028,32.9880,4,2.67,7.21,-2.27,4
122.0,-1.3695,33.0346,3,3.64,5.88,-2.16,3
