2016,24.75161,-176.2790,82.6950,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.6454,30.0763,8,0.40,-0.40,2.73,9
7.9,-1.6452,30.0761,5,0.12,-0.27,-7.15,4
9.0,-1.6455,30.0765,4,-0.06,-0.24,-3.46,4
10.0,-1.6453,30.0763,4,0.42,-0.53,-3.29,4
11.0,-1.6452,30.0762,4,0.24,-0.94,-3.69,4
12.0,-1.6453,30.0764,4,-0.01,-0.86,-3.97,4
13.0,-1.6452,30.0764,4,-0.33,-0.83,-3.16,4
14.0,-1.6453,30.0764,5,-0.21,-0.93,-2.95,5
15.1,-1.6454,30.0768,4,-0.48,-1.25,-3.59,4
16.1,-1.6453,30.0768,4,-0.38,-1.17,-4.61,4
17.1,-1.6453,30.0769,4,-0.42,-1.77,-4.14,4
18.1,-1.6452,30.0770,4,-0.58,-1.55,-4.31,4
19.0,-1.6454,30.0774,3,-0.20,-1.16,-4.46,3
19.9,-1.6453,30.0775,4,-0.05,-1.11,-4.57,4
20.9,-1.6453,30.0777,4,0.19,-1.75,-4.48,4
21.9,-1.6454,30.0782,4,0.76,-2.44,-5.08,4
23.0,-1.6454,30.0785,4,0.15,-1.72,-5.21,4
24.0,-1.6452,30.0787,4,0.33,-1.56,-4.87,4
25.0,-1.6453,30.0794,4,0.23,-1.55,-5.14,4
26.0,-1.6454,30.0799,4,0.08,-1.97,-4.14,4
27.0,-1.6454,30.0809,4,0.96,-1.93,-4.20,4
28.0,-1.6453,30.0821,4,0.97,-1.54,-4.12,4
29.1,-1.6453,30.0835,4,0.56,-1.40,-3.53,4
30.1,-1.6454,30.0852,4,1.08,-0.94,-3.50,4
31.1,-1.6455,30.0866,4,0.91,-1.86,-3.69,4
32.1,-1.6455,30.0873,4,0.33,-2.06,-3.14,4
33.0,-1.6452,30.0965,3,1.24,-2.12,-2.34,3
33.9,-1.5129,30.6050,4,0.11,-2.82,-2.16,4
34.9,-1.3499,31.0587,4,-0.65,-6.46,-1.00,4
35.9,-1.2930,31.1524,4,1.50,-7.29,-1.12,4
36.9,-1.2998,31.2399,4,2.74,-7.66,-1.17,4
38.0,-1.3359,31.2780,4,1.82,-6.85,-1.46,4
39.0,-1.3432,31.3064,4,1.95,-5.51,-1.72,4
40.0,-1.3597,31.3360,4,1.92,-5.07,-1.76,4
41.1,-1.3887,31.3642,4,1.49,-3.96,-1.68,4
42.1,-1.3658,31.4005,4,1.29,-3.90,-1.65,4
43.0,-1.3568,31.4383,3,1.13,-3.90,-1.60,3
43.9,-1.3510,31.4795,4,1.19,-3.84,-1.54,4
44.9,-1.3467,31.5076,4,0.56,-3.34,-1.80,4
46.0,-1.3391,31.5341,4,-0.29,-2.77,-2.00,4
47.0,-1.3512,31.5729,4,0.10,-1.29,-2.11,4
48.1,-1.3407,31.6143,4,-0.05,-0.19,-1.88,4
49.1,-1.3443,31.6353,4,-0.67,0.20,-2.23,4
50.0,-1.3392,31.6514,3,-0.52,-0.04,-2.36,3
50.9,-1.3269,31.6759,4,-0.52,0.01,-2.23,4
52.0,-1.3322,31.6945,4,0.14,-1.19,-2.22,4
53.0,-1.3346,31.7223,4,0.38,-1.63,-2.07,4
54.0,-1.3344,31.7531,4,0.80,-1.13,-2.36,4
55.1,-1.3514,31.7823,4,1.04,-1.54,-2.28,4
56.1,-1.3733,31.8036,4,1.25,-2.49,-2.39,4
57.0,-1.3928,31.8252,3,0.65,-2.46,-2.40,3
57.9,-1.4073,31.8517,4,0.67,-3.05,-2.24,4
59.0,-1.4187,31.8729,4,1.33,-2.49,-2.29,4
60.0,-1.4273,31.8978,4,1.22,-2.20,-2.45,4
61.0,-1.4183,31.9186,4,0.33,-2.01,-2.55,4
62.1,-1.4162,31.9462,4,-0.37,-1.98,-2.64,4
63.0,-1.4290,31.9713,3,-0.98,-2.10,-2.78,3
63.9,-1.4380,31.9898,4,-1.31,-2.26,-2.91,4
64.9,-1.4171,32.0144,4,-1.92,-1.41,-2.89,4
66.0,-1.3955,32.0364,4,-2.04,-2.04,-3.04,4
67.0,-1.4100,32.0585,4,-2.80,-2.69,-2.97,4
68.0,-1.4162,32.0742,4,-2.67,-2.02,-3.44,4
69.1,-1.4199,32.0898,4,-2.92,-1.16,-3.44,4
70.0,-1.4238,32.1064,3,-3.20,-0.13,-3.47,3
70.9,-1.4310,32.1237,4,-2.81,0.38,-3.75,4
72.0,-1.4394,32.1360,4,-2.82,0.60,-3.76,4
73.0,-1.4625,32.1506,4,-3.12,0.84,-3.48,4
74.0,-1.4882,32.1665,4,-3.36,-0.35,-3.39,4
75.1,-1.4703,32.1826,4,-3.82,-1.77,-3.24,4
76.0,-1.4686,32.1961,3,-3.89,-2.56,-2.98,3
76.9,-1.4722,32.2097,4,-3.39,-3.95,-3.07,4
77.9,-1.4786,32.2239,4,-2.80,-3.37,-3.14,4
79.0,-1.4831,32.2347,4,-2.39,-2.89,-2.98,4
80.0,-1.4822,32.2461,4,-2.21,-2.12,-3.09,4
81.0,-1.4770,32.2580,4,-2.20,-1.85,-2.98,4
82.1,-1.4775,32.2722,4,-3.17,-2.49,-3.31,4
83.0,-1.4796,32.2816,3,-3.81,-2.21,-3.15,3
