2016,37.25161,-176.7828,83.1527,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.4,-1.6485,30.1447,3,NaN,NaN,NaN,3
7.9,-1.6484,30.1446,6,2.09,1.91,-6.45,5
8.9,-1.6484,30.1447,4,2.54,2.19,-2.97,4
9.9,-1.6484,30.1448,4,2.26,2.06,-2.65,4
10.9,-1.6484,30.1449,4,2.19,1.94,-2.74,4
11.9,-1.6484,30.1450,4,2.27,2.21,-2.24,4
12.9,-1.6484,30.1451,4,2.33,2.19,-3.15,4
13.9,-1.6484,30.1451,4,2.68,2.31,-2.60,4
14.9,-1.6485,30.1452,4,2.67,2.15,-2.95,4
15.9,-1.6484,30.1452,4,2.92,2.05,-3.14,4
16.9,-1.6484,30.1453,4,3.33,2.18,-2.83,4
18.0,-1.6484,30.1454,5,3.22,2.53,-2.45,5
19.0,-1.6483,30.1455,3,3.31,2.44,-3.22,3
19.9,-1.6483,30.1456,4,3.43,2.28,-3.22,4
20.9,-1.6483,30.1460,4,3.30,2.37,-3.39,4
21.9,-1.6484,30.1464,4,3.01,2.60,-3.14,4
22.9,-1.6485,30.1467,4,3.04,2.72,-3.33,4
23.9,-1.6484,30.1467,4,2.94,2.62,-3.12,4
24.9,-1.6484,30.1472,4,2.86,2.45,-3.37,4
25.9,-1.6482,30.1478,4,2.87,2.18,-2.73,4
26.9,-1.6482,30.1486,4,3.10,2.06,-2.10,4
27.9,-1.6482,30.1492,4,3.29,1.64,-2.93,4
28.9,-1.6480,30.1500,4,3.65,1.35,-2.83,4
30.0,-1.6482,30.1511,5,4.74,1.70,-3.46,5
31.1,-1.6478,30.1522,4,5.77,2.87,-1.32,4
32.0,-1.6474,30.1536,4,5.73,2.30,-3.72,4
33.0,-1.6468,30.1543,4,5.83,3.00,-3.72,4
34.0,-1.6454,30.1561,4,5.19,3.34,-3.43,4
34.9,-1.6440,30.1555,4,4.55,3.56,-3.67,4
35.9,-1.6186,30.1881,4,4.06,3.74,-3.37,4
37.0,-1.4544,30.6667,5,6.38,1.37,-2.65,5
38.1,-1.3837,30.8977,4,8.49,0.74,-2.89,4
39.0,-1.3507,31.0120,4,7.79,1.00,-1.97,4
40.0,-1.3266,31.0888,4,7.54,2.60,-3.02,4
