2015,365.37657,179.4557,82.6629,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.5874,29.8385,9,-7.67,-9.82,2.58,13
8.0,-1.5872,29.8384,6,-14.98,-9.66,4.14,5
9.0,-1.5873,29.8386,4,-13.73,-7.94,2.08,4
10.0,-1.5869,29.8389,5,-12.20,-7.23,4.66,5
11.0,-1.5846,29.8413,4,-11.36,-7.16,3.30,4
12.0,-1.5845,29.8412,5,-11.29,-7.81,3.80,5
13.1,-1.5850,29.8404,4,-10.07,-8.84,2.71,4
14.0,-1.5850,29.8406,4,-8.82,-9.16,1.82,4
15.0,-1.5851,29.8404,4,-7.57,-9.38,1.96,4
15.9,-1.5848,29.8404,4,-6.05,-8.35,4.72,4
17.0,-1.5850,29.8401,5,-6.05,-7.91,4.66,5
18.1,-1.5852,29.8403,4,-5.71,-7.57,5.20,4
19.0,-1.5852,29.8400,4,-4.52,-8.38,4.21,4
20.0,-1.5852,29.8401,4,-5.20,-7.87,2.35,4
20.9,-1.5852,29.8402,4,-5.37,-6.08,2.42,4
22.0,-1.5851,29.8401,5,-5.63,-8.01,1.81,5
23.1,-1.5846,29.8409,4,-4.62,-7.67,2.64,4
24.0,-1.5839,29.8417,4,-4.43,-6.60,2.44,4
25.0,-1.5843,29.8412,4,-4.41,-6.49,1.65,4
25.9,-1.5838,29.8425,4,-2.77,-4.78,2.20,4
27.0,-1.5747,29.8587,5,-2.20,-4.62,2.00,5
28.1,-1.5426,29.9222,4,2.31,-6.30,2.21,4
29.0,-1.4364,30.1717,4,1.17,-8.96,1.97,4
30.0,-1.3694,30.3610,4,3.94,-11.32,1.86,4
31.0,-1.3169,30.5052,4,6.76,-16.28,2.36,4
31.9,-1.2268,30.7609,4,4.52,-15.71,2.30,4
33.0,-1.1807,31.1189,5,5.94,-17.64,2.50,5
34.1,-1.1994,31.2539,4,7.70,-16.62,3.12,4
35.1,-1.2070,31.2896,4,8.10,-12.93,3.24,4
36.0,-1.2141,31.3315,4,7.61,-8.99,3.58,4
37.0,-1.2171,31.3751,4,7.46,-5.66,3.64,4
37.9,-1.2298,31.4497,4,6.53,-6.65,3.25,4
38.9,-1.2380,31.4904,4,7.21,-9.24,3.02,4
40.0,-1.2500,31.5128,5,8.27,-14.20,3.34,5
41.1,-1.2873,31.5566,4,7.57,-17.25,2.94,4
42.0,-1.3297,31.6092,4,6.19,-19.47,2.96,4
43.0,-1.3325,31.6614,4,6.08,-18.69,2.78,4
44.0,-1.3225,31.6940,4,5.89,-18.05,2.34,4
44.9,-1.3113,31.7193,4,5.68,-17.25,2.65,4
46.0,-1.3252,31.7411,5,4.77,-16.02,2.07,5
47.1,-1.3427,31.7629,4,5.36,-16.35,2.48,4
48.0,-1.3412,31.7852,4,5.67,-16.67,2.33,4
49.0,-1.3389,31.8107,4,5.49,-17.49,2.41,4
