2012,56.00008,-133.8139,75.3606,756
%pressure(dbar),temperature(C),salinity,nobs
6.5,-1.5040,27.5203,1
6.9,-1.5042,27.5209,7
7.9,-1.5043,27.5237,4
9.0,-1.5041,27.5286,4
10.0,-1.5048,27.5321,4
11.0,-1.5047,27.5329,4
12.0,-1.5044,27.5333,4
13.0,-1.5047,27.5339,4
14.1,-1.5051,27.5347,4
15.1,-1.5043,27.5358,4
16.1,-1.5039,27.5392,4
17.0,-1.5026,27.5453,3
17.9,-1.5024,27.5481,4
18.9,-1.5020,27.5510,4
19.9,-1.5024,27.5531,4
21.0,-1.5020,27.5542,4
22.0,-1.5022,27.5559,4
23.0,-1.5013,27.5578,4
24.0,-1.5010,27.5592,4
25.0,-1.5007,27.5607,4
26.0,-1.4986,27.5635,4
27.1,-1.4954,27.5674,4
28.1,-1.4926,27.5715,4
29.1,-1.4824,27.5883,4
30.0,-1.4637,27.6176,3
30.9,-1.3947,27.7535,4
31.9,-1.2323,28.2570,4
32.9,-1.1035,28.5287,4
34.0,-1.0784,28.6315,4
35.0,-1.0622,28.7170,4
36.0,-1.0559,28.8054,4
37.0,-1.0565,28.9105,4
38.1,-1.0794,29.0402,4
39.1,-1.0937,29.1628,4
40.0,-1.0971,29.2676,3
40.9,-1.0967,29.3654,4
41.9,-1.0851,29.4784,4
43.0,-1.0572,29.5783,4
44.0,-1.0215,29.7291,4
45.0,-1.0370,29.8976,4
46.0,-1.0515,30.0332,4
47.1,-1.0782,30.1306,4
48.0,-1.0440,30.2273,3
48.9,-0.8413,30.3550,4
49.9,-0.7093,30.4967,4
51.0,-0.7352,30.6282,4
52.0,-0.7221,30.7451,4
53.0,-0.6751,30.8392,4
54.1,-0.6647,30.9227,4
55.1,-0.6758,30.9961,4
56.1,-0.6893,31.0492,4
57.0,-0.7044,31.1004,3
57.9,-0.7296,31.1616,4
59.0,-0.7473,31.2141,4
60.0,-0.7566,31.2695,4
61.0,-0.7737,31.3204,4
62.1,-0.7997,31.3711,4
63.1,-0.8178,31.4210,4
64.0,-0.8349,31.4598,3
64.9,-0.8456,31.4969,4
65.9,-0.8541,31.5418,4
67.0,-0.8648,31.5796,4
68.0,-0.8952,31.6217,4
69.0,-0.9207,31.6575,4
70.1,-0.9365,31.6821,4
71.0,-0.9462,31.7046,3
71.9,-0.9685,31.7341,4
72.9,-0.9849,31.7664,4
74.0,-0.9905,31.7984,4
75.0,-1.0127,31.8275,4
76.1,-1.0322,31.8525,4
77.1,-1.0557,31.8746,4
78.0,-1.0489,31.8964,3
78.9,-1.0546,31.9184,4
79.9,-1.0768,31.9438,4
81.0,-1.0990,31.9671,4
82.0,-1.1082,31.9888,4
83.1,-1.1143,32.0087,4
84.0,-1.1343,32.0256,3
84.9,-1.1506,32.0440,4
85.9,-1.1695,32.0658,4
87.0,-1.2040,32.0866,4
88.0,-1.1955,32.1139,4
89.1,-1.2142,32.1425,4
90.1,-1.2238,32.1683,4
91.0,-1.2343,32.1877,3
91.9,-1.2494,32.2019,4
93.0,-1.2793,32.2248,4
94.0,-1.2983,32.2456,4
95.0,-1.3083,32.2668,4
96.1,-1.3182,32.2838,4
97.1,-1.3216,32.2959,4
98.0,-1.3247,32.3059,3
98.9,-1.3290,32.3132,4
100.0,-1.3338,32.3218,4
101.0,-1.3446,32.3338,4
102.1,-1.3579,32.3476,4
103.1,-1.3688,32.3640,4
104.0,-1.3735,32.3810,3
104.9,-1.3788,32.3960,4
106.0,-1.3935,32.4130,4
107.0,-1.4051,32.4338,4
108.1,-1.4182,32.4481,4
109.0,-1.4171,32.4607,3
109.9,-1.4199,32.4742,4
110.9,-1.4238,32.4890,4
112.0,-1.4247,32.4997,4
113.0,-1.4314,32.5074,4
114.1,-1.4355,32.5143,4
115.0,-1.4379,32.5224,3
115.9,-1.4311,32.5323,4
116.9,-1.4004,32.5462,4
118.0,-1.3888,32.5575,4
119.0,-1.3717,32.5715,4
120.1,-1.3833,32.5841,4
121.0,-1.3905,32.5944,3
121.9,-1.3908,32.6008,4
123.0,-1.3752,32.6110,4
124.0,-1.3711,32.6254,4
125.0,-1.3690,32.6409,4
126.1,-1.3759,32.6564,4
127.0,-1.3854,32.6679,3
127.9,-1.4148,32.6743,4
129.0,-1.4384,32.6842,4
130.0,-1.4426,32.6937,4
131.1,-1.4392,32.7043,4
132.0,-1.4422,32.7105,3
132.9,-1.4390,32.7212,4
134.0,-1.4242,32.7329,4
135.0,-1.4314,32.7413,4
136.0,-1.4311,32.7512,4
137.1,-1.4491,32.7585,4
138.0,-1.4518,32.7661,3
138.9,-1.4392,32.7760,4
140.0,-1.4330,32.7870,4
141.0,-1.4531,32.7969,4
142.1,-1.4618,32.8083,4
143.0,-1.4595,32.8182,3
143.9,-1.4625,32.8286,4
144.9,-1.4699,32.8390,4
146.0,-1.4692,32.8517,4
147.0,-1.4714,32.8620,4
148.1,-1.4786,32.8703,4
149.0,-1.4822,32.8756,3
149.9,-1.4853,32.8834,4
151.0,-1.4877,32.8924,4
152.0,-1.4887,32.9012,4
153.1,-1.4952,32.9122,4
154.0,-1.5032,32.9234,3
154.9,-1.5076,32.9333,4
155.9,-1.5105,32.9451,4
157.0,-1.5130,32.9570,4
158.0,-1.5149,32.9692,4
159.1,-1.5185,32.9823,4
160.0,-1.5212,32.9925,3
160.9,-1.5241,33.0039,4
162.0,-1.5260,33.0163,4
163.0,-1.5271,33.0289,4
164.1,-1.5269,33.0422,4
165.0,-1.5252,33.0537,3
165.9,-1.5245,33.0670,4
167.0,-1.5226,33.0813,4
168.0,-1.5209,33.0951,4
169.1,-1.5184,33.1137,4
170.0,-1.5137,33.1317,3
170.9,-1.5102,33.1470,4
172.0,-1.5074,33.1603,4
173.0,-1.5053,33.1722,4
174.0,-1.5014,33.1877,4
175.1,-1.4958,33.2061,4
176.0,-1.4916,33.2223,3
176.9,-1.4873,33.2377,4
178.0,-1.4794,33.2565,4
179.0,-1.4619,33.2774,4
180.1,-1.4554,33.2967,4
181.1,-1.4516,33.3177,4
182.0,-1.4514,33.3359,3
182.9,-1.4558,33.3524,4
184.0,-1.4650,33.3707,4
185.0,-1.4554,33.3885,4
186.1,-1.4392,33.4083,4
187.0,-1.4297,33.4232,3
187.9,-1.4127,33.4405,4
189.0,-1.3996,33.4565,4
190.0,-1.3989,33.4711,4
191.1,-1.3882,33.4899,4
192.0,-1.3736,33.5114,3
192.9,-1.3558,33.5357,4
194.0,-1.3350,33.5601,4
195.0,-1.3152,33.5894,4
196.1,-1.3011,33.6185,4
197.0,-1.2918,33.6497,3
197.9,-1.2865,33.6763,4
199.0,-1.2794,33.7010,4
200.0,-1.2723,33.7232,4
201.1,-1.2502,33.7458,4
202.0,-1.2379,33.7685,3
202.9,-1.2302,33.7924,4
204.0,-1.2246,33.8188,4
205.0,-1.2257,33.8433,4
206.1,-1.2210,33.8650,4
207.0,-1.2163,33.8858,3
207.9,-1.2162,33.9033,4
209.0,-1.2033,33.9294,4
210.0,-1.1826,33.9555,4
211.1,-1.1620,33.9787,4
212.0,-1.1473,33.9970,3
212.9,-1.1318,34.0122,4
214.0,-1.1132,34.0291,4
215.0,-1.0891,34.0485,4
216.1,-1.0632,34.0674,4
217.0,-1.0365,34.0835,3
217.9,-1.0165,34.0997,4
219.0,-0.9991,34.1081,4
220.0,-0.9593,34.1263,4
221.1,-0.9293,34.1414,4
222.0,-0.9084,34.1513,3
222.9,-0.8902,34.1636,4
224.0,-0.8768,34.1746,4
225.0,-0.8652,34.1829,4
226.1,-0.8428,34.1950,4
227.0,-0.8322,34.2002,3
227.9,-0.8151,34.2079,4
229.0,-0.7931,34.2168,4
230.0,-0.7603,34.2288,4
231.0,-0.7387,34.2348,3
231.9,-0.7173,34.2461,4
233.0,-0.6922,34.2573,4
234.0,-0.6733,34.2673,4
235.1,-0.6564,34.2758,4
236.0,-0.6508,34.2779,3
236.9,-0.6256,34.2902,4
238.0,-0.6097,34.2966,4
239.0,-0.5935,34.3047,4
240.1,-0.5765,34.3102,4
241.0,-0.5609,34.3181,3
241.9,-0.5384,34.3273,4
243.0,-0.5249,34.3345,4
244.0,-0.5228,34.3350,4
245.1,-0.4909,34.3513,4
246.0,-0.4858,34.3533,3
246.9,-0.4676,34.3597,4
248.0,-0.4511,34.3703,4
249.1,-0.4394,34.3728,4
250.0,-0.4143,34.3887,3
250.9,-0.4116,34.3884,4
252.0,-0.3840,34.3980,4
253.0,-0.3709,34.4026,4
254.1,-0.3465,34.4111,4
255.0,-0.3319,34.4162,3
255.9,-0.3210,34.4191,4
257.0,-0.2948,34.4298,4
258.0,-0.2921,34.4297,4
259.1,-0.2526,34.4451,4
260.0,-0.2253,34.4550,3
260.9,-0.2247,34.4548,4
262.0,-0.2223,34.4550,4
263.1,-0.1832,34.4671,4
264.0,-0.1803,34.4697,3
264.9,-0.1800,34.4695,4
266.0,-0.1745,34.4711,4
267.0,-0.1350,34.4858,4
268.1,-0.1015,34.4967,4
269.0,-0.1011,34.4975,3
269.9,-0.1018,34.4975,4
271.0,-0.1029,34.4978,4
272.0,-0.0851,34.5047,4
273.1,-0.0620,34.5171,4
274.0,-0.0664,34.5169,3
274.9,-0.0727,34.5149,4
276.0,-0.0765,34.5154,4
277.0,-0.0365,34.5317,4
278.1,0.0155,34.5440,4
279.0,0.0285,34.5486,3
279.9,0.0277,34.5484,4
281.0,0.0194,34.5483,4
282.0,0.0367,34.5587,4
283.1,0.0533,34.5701,4
284.0,0.0414,34.5684,3
284.9,0.0412,34.5687,4
286.0,0.0407,34.5686,4
287.0,0.0394,34.5688,4
288.1,0.0435,34.5707,4
289.0,0.0713,34.5823,3
290.0,0.0825,34.5913,4
291.0,0.0810,34.5911,4
292.1,0.0765,34.5908,4
293.0,0.0744,34.5903,3
293.9,0.0746,34.5900,4
295.0,0.0892,34.5954,4
296.0,0.1154,34.6076,4
297.1,0.1376,34.6136,4
298.0,0.1691,34.6233,3
298.9,0.1854,34.6259,4
300.0,0.1952,34.6275,4
301.0,0.2275,34.6385,4
302.0,0.2311,34.6415,3
302.9,0.2295,34.6417,4
304.0,0.2251,34.6422,4
305.0,0.2216,34.6451,4
306.1,0.2208,34.6499,4
307.0,0.2127,34.6499,3
307.9,0.2089,34.6483,4
309.0,0.2066,34.6482,4
310.1,0.2164,34.6497,4
311.0,0.2551,34.6602,3
311.9,0.2826,34.6673,4
313.0,0.2903,34.6708,4
314.0,0.2868,34.6715,4
315.1,0.2703,34.6707,4
316.0,0.2655,34.6703,3
316.9,0.2640,34.6708,4
318.0,0.2571,34.6701,4
319.1,0.2544,34.6718,4
320.0,0.2709,34.6798,3
320.9,0.2846,34.6850,4
322.0,0.2938,34.6949,4
323.0,0.2867,34.6956,4
