2012,254.00008,-136.3705,73.9404,173
%pressure(dbar),temperature(C),salinity,nobs
20.1,-0.3743,28.4046,17
21.0,-0.4837,28.5497,11
22.0,-0.5249,28.6431,10
23.0,-0.5454,28.7249,10
24.0,-0.5255,28.8035,12
25.1,-0.4388,28.9086,12
25.9,-0.5973,28.9592,18
27.1,-0.6817,29.0180,14
28.0,-0.7021,29.0544,19
29.0,-0.7207,29.0875,13
30.0,-0.7521,29.1196,14
31.0,-0.7915,29.1640,15
31.9,-0.8300,29.1948,12
32.9,-0.8680,29.2251,7
34.0,-0.9089,29.2608,13
35.0,-0.9413,29.3034,12
35.9,-0.9729,29.3330,11
37.0,-1.0312,29.3713,9
38.0,-1.0328,29.4037,11
39.0,-1.0891,29.4324,9
40.0,-1.0984,29.4556,8
40.9,-1.1409,29.4746,6
41.9,-1.1659,29.4928,12
43.0,-1.1967,29.5161,8
44.0,-1.2158,29.5344,10
45.0,-1.2383,29.5530,9
46.0,-1.2617,29.5712,13
47.0,-1.2866,29.5916,8
48.1,-1.3077,29.6078,10
49.0,-1.3202,29.6272,11
50.0,-1.3054,29.6484,14
51.0,-1.3117,29.6748,11
51.9,-1.2888,29.7044,8
52.9,-1.2403,29.7484,7
54.0,-1.1830,29.8219,7
55.1,-1.1385,29.8861,14
55.9,-1.0757,29.9855,9
57.0,-1.0169,30.0981,8
57.9,-0.9797,30.1568,10
59.1,-0.9022,30.2516,8
60.0,-0.8325,30.3739,9
61.0,-0.7750,30.4837,9
62.0,-0.7607,30.5749,9
62.9,-0.7340,30.6456,10
64.0,-0.7699,30.7342,11
65.0,-0.7942,30.8152,7
66.0,-0.7912,30.8794,8
67.0,-0.7690,30.9422,7
68.0,-0.7213,31.0067,6
69.0,-0.6312,31.0772,7
70.0,-0.7087,31.1347,10
71.0,-0.7566,31.1990,8
72.0,-0.7729,31.2612,13
73.0,-0.7810,31.3313,8
74.0,-0.7705,31.4112,5
75.0,-0.7553,31.4737,6
76.0,-0.7746,31.5297,6
77.0,-0.8371,31.5627,7
77.9,-0.8902,31.6011,7
79.0,-0.9278,31.6388,9
80.0,-0.9397,31.6812,8
81.1,-0.9811,31.7234,11
81.9,-1.0084,31.7522,9
83.0,-1.0364,31.7902,6
84.0,-1.0572,31.8160,6
85.0,-1.0751,31.8367,8
85.9,-1.0845,31.8545,8
87.0,-1.1044,31.8753,8
88.0,-1.1143,31.8912,11
89.0,-1.1266,31.9095,11
89.9,-1.1425,31.9314,8
91.1,-1.1635,31.9570,5
92.1,-1.1813,31.9791,6
93.0,-1.1813,31.9996,6
94.0,-1.1965,32.0184,9
95.0,-1.2133,32.0360,10
96.0,-1.2207,32.0529,10
97.0,-1.2305,32.0700,11
98.0,-1.2408,32.0960,6
99.1,-1.2474,32.1194,6
100.0,-1.2527,32.1347,6
101.0,-1.2544,32.1517,9
101.9,-1.2575,32.1637,8
103.0,-1.2630,32.1757,7
104.0,-1.2699,32.1895,5
104.9,-1.2749,32.2026,7
106.0,-1.2785,32.2186,7
107.0,-1.2802,32.2301,7
108.0,-1.2800,32.2436,7
109.0,-1.2788,32.2620,6
110.0,-1.2798,32.2772,8
111.0,-1.2831,32.2924,8
112.1,-1.2830,32.3102,8
113.0,-1.2824,32.3230,9
114.1,-1.2824,32.3381,6
115.0,-1.2819,32.3478,5
116.0,-1.2817,32.3594,6
116.9,-1.2813,32.3706,7
118.0,-1.2808,32.3876,7
119.0,-1.2792,32.4071,6
120.0,-1.2786,32.4235,7
121.1,-1.2795,32.4386,5
122.0,-1.2818,32.4493,5
123.0,-1.2828,32.4598,8
124.0,-1.2820,32.4706,10
125.0,-1.2824,32.4830,10
126.0,-1.2845,32.4975,9
127.0,-1.2888,32.5154,9
128.0,-1.2937,32.5316,8
128.9,-1.2986,32.5461,6
130.0,-1.3022,32.5572,6
131.0,-1.3059,32.5667,8
132.0,-1.3111,32.5788,7
133.0,-1.3162,32.5916,7
134.0,-1.3203,32.6018,7
135.0,-1.3232,32.6119,8
136.0,-1.3272,32.6206,9
137.0,-1.3323,32.6301,9
138.1,-1.3369,32.6406,9
139.0,-1.3406,32.6503,8
140.0,-1.3441,32.6606,8
141.0,-1.3500,32.6715,6
142.0,-1.3567,32.6842,5
143.1,-1.3622,32.6966,5
144.1,-1.3687,32.7086,7
145.0,-1.3778,32.7209,6
146.0,-1.3862,32.7336,8
147.1,-1.3902,32.7456,7
148.0,-1.3960,32.7571,9
149.0,-1.4070,32.7718,8
149.9,-1.4142,32.7842,6
150.9,-1.4231,32.7978,6
152.0,-1.4304,32.8095,7
153.0,-1.4375,32.8211,5
154.0,-1.4454,32.8315,5
155.0,-1.4534,32.8415,8
156.0,-1.4629,32.8537,6
157.0,-1.4718,32.8636,7
158.0,-1.4785,32.8740,8
159.0,-1.4849,32.8845,7
160.0,-1.4920,32.8957,5
161.0,-1.4975,32.9048,6
162.0,-1.5033,32.9138,10
163.0,-1.5047,32.9254,9
164.0,-1.5085,32.9400,6
165.0,-1.5137,32.9541,6
166.1,-1.5198,32.9692,5
167.0,-1.5268,32.9800,5
168.0,-1.5317,32.9920,6
169.0,-1.5329,33.0023,5
170.0,-1.5336,33.0141,6
171.0,-1.5346,33.0236,5
171.9,-1.5383,33.0342,5
173.0,-1.5393,33.0462,5
174.1,-1.5396,33.0625,5
175.1,-1.5417,33.0765,5
176.0,-1.5423,33.0867,5
177.0,-1.5418,33.0945,5
178.0,-1.5411,33.1018,6
179.0,-1.5404,33.1147,6
180.0,-1.5386,33.1329,5
181.0,-1.5362,33.1520,6
182.0,-1.5333,33.1684,7
183.0,-1.5308,33.1860,5
184.0,-1.5275,33.2039,6
185.0,-1.5249,33.2165,5
186.0,-1.5222,33.2282,7
187.1,-1.5185,33.2429,5
188.1,-1.5143,33.2560,5
189.0,-1.5111,33.2661,6
189.9,-1.5064,33.2779,7
191.0,-1.5005,33.2942,8
191.9,-1.4952,33.3066,6
