2011,139.00008,-140.0028,78.5345,754
%pressure(dbar),temperature(C),salinity,nobs
6.8,-1.5308,28.1637,14
8.1,-1.5308,28.1638,4
9.0,-1.5309,28.1641,3
9.9,-1.5308,28.1642,4
11.0,-1.5307,28.1642,4
12.0,-1.5308,28.1646,4
13.1,-1.5305,28.1647,4
14.0,-1.5304,28.1649,3
14.9,-1.5304,28.1652,4
16.0,-1.5304,28.1655,4
17.0,-1.5305,28.1656,4
18.1,-1.5304,28.1660,4
19.0,-1.5303,28.1655,3
19.9,-1.5304,28.1662,4
21.0,-1.5300,28.1672,4
22.0,-1.5296,28.1685,4
23.1,-1.5289,28.1697,4
24.0,-1.5283,28.1711,3
24.9,-1.5267,28.1748,4
25.9,-1.5263,28.1815,4
27.0,-1.5263,28.1848,4
28.0,-1.5257,28.1861,4
29.1,-1.5254,28.1873,4
30.0,-1.5255,28.1904,3
30.9,-1.5236,28.1975,4
32.0,-1.5223,28.2028,4
33.0,-1.5214,28.2064,4
34.1,-1.5194,28.2134,4
35.0,-1.5142,28.2310,3
35.9,-1.5027,28.2682,4
37.0,-1.4881,28.3243,4
38.0,-1.4666,28.4023,4
39.1,-1.4193,28.9188,4
40.0,-1.3241,29.8417,3
41.0,-1.1232,30.1754,4
42.0,-0.9539,30.4247,4
43.1,-0.9022,30.5757,4
44.0,-0.8585,30.6913,3
44.9,-0.8608,30.7624,4
46.0,-0.8854,30.8250,4
47.1,-0.8444,30.8954,4
48.0,-0.8485,30.9529,3
48.9,-0.8142,31.0112,4
50.0,-0.8187,31.0690,4
51.0,-0.8218,31.1193,4
52.0,-0.8473,31.1667,3
52.9,-0.8548,31.2179,4
54.0,-0.8922,31.2732,4
55.1,-0.8334,31.3207,4
56.0,-0.8781,31.3514,3
56.9,-0.8742,31.3832,4
58.0,-0.8936,31.4215,4
59.0,-0.8994,31.4623,4
60.0,-0.9261,31.4968,3
60.9,-0.9691,31.5205,4
62.0,-1.0079,31.5495,4
63.0,-1.0393,31.5794,4
64.0,-1.0576,31.6098,3
64.9,-1.0720,31.6402,4
66.0,-1.0748,31.6705,4
67.0,-1.0622,31.7033,4
68.0,-1.0714,31.7305,3
68.9,-1.1052,31.7564,4
70.0,-1.1273,31.7824,4
71.0,-1.1569,31.8050,4
72.0,-1.1875,31.8230,3
72.9,-1.2065,31.8403,4
74.0,-1.2188,31.8597,4
75.0,-1.2280,31.8800,4
76.0,-1.2187,31.8999,3
76.9,-1.1800,31.9232,4
78.0,-1.1438,31.9468,4
79.0,-1.1208,31.9684,4
80.0,-1.1107,31.9861,3
80.9,-1.1174,32.0023,4
82.0,-1.1260,32.0212,4
83.1,-1.1334,32.0392,4
84.0,-1.1207,32.0559,3
84.9,-1.1211,32.0732,4
86.0,-1.1519,32.0912,4
87.1,-1.1491,32.1098,4
88.0,-1.1379,32.1264,3
88.9,-1.1452,32.1428,4
90.0,-1.1597,32.1632,4
91.1,-1.1692,32.1836,4
92.0,-1.1741,32.2008,3
92.9,-1.1829,32.2170,4
94.0,-1.1825,32.2341,4
95.1,-1.1801,32.2502,4
96.0,-1.1877,32.2654,3
96.9,-1.1944,32.2803,4
98.0,-1.2011,32.2977,4
99.1,-1.2119,32.3131,4
100.0,-1.2241,32.3249,3
100.9,-1.2313,32.3370,4
102.0,-1.2284,32.3529,4
103.1,-1.2297,32.3692,4
