2006,55.00003,-141.7574,77.5910,753
%pressure(dbar),temperature(C),salinity,nobs
9.0,-1.5809,28.9400,32
10.0,-1.5810,28.9405,5
11.0,-1.5810,28.9406,5
12.0,-1.5809,28.9405,4
13.0,-1.5808,28.9406,4
14.0,-1.5808,28.9405,4
15.0,-1.5808,28.9406,4
16.0,-1.5807,28.9404,4
17.0,-1.5808,28.9403,4
18.0,-1.5807,28.9404,4
19.0,-1.5806,28.9403,4
20.0,-1.5807,28.9404,4
21.0,-1.5806,28.9406,4
22.0,-1.5806,28.9406,4
23.0,-1.5806,28.9406,4
24.0,-1.5803,28.9406,4
25.0,-1.5802,28.9406,4
26.0,-1.5803,28.9412,4
27.0,-1.5801,28.9416,4
28.1,-1.5800,28.9421,4
29.1,-1.5798,28.9419,4
30.1,-1.5799,28.9419,4
31.1,-1.5796,28.9424,4
32.1,-1.5796,28.9428,4
33.1,-1.5795,28.9430,4
34.1,-1.5793,28.9444,4
35.1,-1.5756,28.9593,4
36.1,-1.5651,29.0054,4
37.1,-1.5322,29.1571,4
38.1,-1.4471,29.6000,4
39.1,-1.3994,29.9082,4
40.1,-1.3904,29.9859,4
41.1,-1.3686,30.0976,4
42.0,-1.3414,30.1875,3
42.9,-1.3278,30.2491,4
43.9,-1.3337,30.2884,4
44.9,-1.3318,30.3206,4
45.9,-1.3269,30.3769,4
46.9,-1.3230,30.4214,4
47.9,-1.3227,30.4713,4
48.9,-1.3240,30.5189,4
49.9,-1.3266,30.5838,4
50.9,-1.3316,30.6391,4
51.9,-1.3396,30.7146,4
52.9,-1.3423,30.7527,4
53.9,-1.3426,30.7972,4
54.9,-1.3452,30.8425,4
55.9,-1.3409,30.8847,4
56.9,-1.3446,30.9420,4
57.9,-1.3363,30.9959,4
58.9,-1.3209,31.0574,4
59.9,-1.2891,31.1446,4
60.9,-1.2557,31.2289,4
61.9,-1.2273,31.2923,4
62.9,-1.2241,31.3330,4
63.9,-1.2168,31.3631,4
64.9,-1.2061,31.3978,4
65.9,-1.1938,31.4268,4
67.0,-1.1784,31.4671,5
68.1,-1.1583,31.5317,4
69.1,-1.1440,31.5961,4
70.1,-1.1408,31.6669,4
71.1,-1.1416,31.7114,4
72.1,-1.1426,31.7473,4
73.1,-1.1597,31.7745,4
74.1,-1.1797,31.8111,4
75.1,-1.1876,31.8457,4
76.1,-1.2087,31.8863,4
77.1,-1.2125,31.9173,4
78.1,-1.2296,31.9600,4
79.1,-1.2539,31.9968,4
80.1,-1.2622,32.0185,4
81.1,-1.2834,32.0405,4
82.1,-1.3008,32.0590,4
83.1,-1.3180,32.0855,4
84.1,-1.3284,32.1154,4
85.1,-1.3310,32.1425,4
86.1,-1.3322,32.1585,4
87.1,-1.3296,32.1752,4
88.1,-1.3264,32.1939,4
89.1,-1.3227,32.2102,4
90.1,-1.3213,32.2265,4
91.1,-1.3219,32.2421,4
92.1,-1.3218,32.2564,4
93.1,-1.3172,32.2720,4
94.1,-1.3092,32.2852,4
95.1,-1.3052,32.2949,4
96.1,-1.2959,32.3116,4
97.1,-1.2864,32.3262,4
98.1,-1.2730,32.3447,4
99.1,-1.2620,32.3599,4
100.1,-1.2536,32.3773,4
101.1,-1.2429,32.3969,4
102.1,-1.2358,32.4134,4
103.1,-1.2290,32.4329,4
104.1,-1.2248,32.4468,4
105.1,-1.2186,32.4654,4
106.0,-1.2144,32.4776,4
107.0,-1.2122,32.4903,4
108.0,-1.2093,32.5024,4
109.0,-1.2077,32.5136,4
110.0,-1.2018,32.5316,4
111.0,-1.2006,32.5458,4
112.0,-1.1984,32.5679,4
113.0,-1.2036,32.5862,4
114.0,-1.2002,32.6069,4
115.0,-1.1987,32.6190,4
116.0,-1.1996,32.6311,4
117.0,-1.2029,32.6465,4
118.0,-1.2070,32.6664,4
119.0,-1.2089,32.6792,4
120.0,-1.2102,32.6946,4
121.0,-1.2163,32.7188,4
122.0,-1.2225,32.7363,4
122.9,-1.2373,32.7631,4
123.9,-1.2415,32.7877,4
124.9,-1.2585,32.8072,4
125.9,-1.2723,32.8243,4
126.9,-1.2848,32.8425,4
127.9,-1.2967,32.8642,4
128.9,-1.3130,32.8865,4
129.9,-1.3209,32.9040,4
130.9,-1.3343,32.9259,4
132.0,-1.3428,32.9390,5
133.1,-1.3582,32.9601,4
134.1,-1.3680,32.9747,4
135.1,-1.3768,32.9937,4
136.1,-1.3838,33.0081,4
137.1,-1.3944,33.0301,4
138.1,-1.4042,33.0548,4
139.1,-1.4100,33.0720,4
140.1,-1.4153,33.0879,4
141.1,-1.4202,33.1018,4
142.1,-1.4244,33.1163,4
143.1,-1.4286,33.1378,4
144.1,-1.4320,33.1713,4
145.1,-1.4327,33.2038,4
146.1,-1.4328,33.2386,4
147.1,-1.4318,33.2707,4
148.1,-1.4289,33.3064,4
149.1,-1.4235,33.3341,4
150.1,-1.4127,33.3757,4
151.0,-1.4071,33.4041,4
152.0,-1.4032,33.4240,4
153.0,-1.3971,33.4520,4
154.0,-1.3897,33.4861,4
155.0,-1.3849,33.5169,4
156.0,-1.3802,33.5419,4
157.0,-1.3764,33.5652,4
158.0,-1.3736,33.5830,4
159.0,-1.3690,33.6050,4
159.9,-1.3628,33.6364,4
160.9,-1.3564,33.6723,4
161.9,-1.3518,33.7023,4
162.9,-1.3462,33.7228,4
163.9,-1.3420,33.7438,4
165.0,-1.3410,33.7702,5
166.1,-1.3434,33.7942,4
167.1,-1.3452,33.8162,4
168.1,-1.3444,33.8279,4
169.1,-1.3436,33.8481,4
170.1,-1.3396,33.8702,4
171.1,-1.3345,33.8907,4
172.1,-1.3294,33.9146,4
173.1,-1.3238,33.9399,4
174.0,-1.3149,33.9612,4
175.0,-1.2999,33.9834,4
176.0,-1.2818,34.0019,4
177.0,-1.2696,34.0156,4
178.0,-1.2533,34.0351,4
179.0,-1.2399,34.0478,4
180.0,-1.2260,34.0610,4
181.0,-1.2158,34.0708,4
182.0,-1.2138,34.0786,4
183.0,-1.2076,34.0877,4
184.0,-1.1903,34.0986,4
185.0,-1.1751,34.1116,4
186.0,-1.1567,34.1251,4
186.9,-1.1247,34.1391,4
187.9,-1.0809,34.1575,4
188.9,-1.0558,34.1698,4
189.9,-1.0251,34.1841,4
190.9,-0.9956,34.1964,4
192.0,-0.9622,34.2050,5
193.1,-0.9283,34.2142,4
194.1,-0.8983,34.2233,4
195.1,-0.8842,34.2278,4
196.1,-0.8469,34.2397,4
197.1,-0.8278,34.2460,4
198.1,-0.8074,34.2547,4
199.1,-0.7917,34.2599,4
200.0,-0.7804,34.2648,4
201.0,-0.7602,34.2737,4
202.0,-0.7518,34.2774,4
203.0,-0.7286,34.2860,4
204.0,-0.7224,34.2891,4
205.0,-0.7051,34.2950,4
206.0,-0.6877,34.3029,4
207.0,-0.6639,34.3110,4
208.0,-0.6512,34.3157,4
208.9,-0.6332,34.3228,4
209.9,-0.6182,34.3281,4
210.9,-0.5969,34.3358,4
211.9,-0.5860,34.3411,4
212.9,-0.5674,34.3469,4
213.9,-0.5473,34.3559,4
215.0,-0.5254,34.3623,5
216.1,-0.4966,34.3730,4
217.1,-0.4867,34.3767,4
