2007,2.75002,-133.5215,74.4470,751
%pressure(dbar),temperature(C),salinity,nobs
9.7,-1.4225,26.0351,36
11.0,-1.4237,26.0560,7
12.1,-1.4239,26.0597,11
13.0,-1.4242,26.0624,15
13.9,-1.4243,26.0676,8
15.0,-1.4241,26.0726,7
16.1,-1.4231,26.0786,6
17.1,-1.4150,26.0914,7
18.1,-1.4202,26.1030,15
19.0,-1.4216,26.1082,22
19.9,-1.4220,26.1120,12
21.0,-1.4223,26.1141,7
22.0,-1.4226,26.1151,6
23.0,-1.4230,26.1179,7
24.0,-1.4241,26.1245,11
25.0,-1.4250,26.1302,11
26.0,-1.4257,26.1331,10
27.0,-1.4261,26.1351,6
28.1,-1.4264,26.1421,6
29.1,-1.4262,26.1507,6
30.0,-1.4228,26.1591,10
31.0,-1.4092,26.1780,9
32.0,-1.2840,26.5774,7
33.0,-1.1477,27.3506,6
34.1,-1.0410,27.7715,5
35.0,-1.0092,27.9831,5
36.0,-0.9938,28.1579,6
37.0,-0.9880,28.3019,6
38.0,-0.9893,28.4457,7
39.0,-0.9819,28.6781,5
40.0,-0.9704,28.9276,5
41.0,-0.9566,29.1329,6
42.1,-0.9229,29.3664,6
43.1,-0.9180,29.5722,6
44.0,-0.8860,29.7169,5
44.9,-0.8648,29.8248,5
46.0,-0.8340,29.9651,5
47.0,-0.7980,30.0813,6
48.1,-0.7345,30.1571,6
49.0,-0.7224,30.2081,8
50.0,-0.7068,30.2776,6
50.9,-0.7033,30.3593,5
52.0,-0.7603,30.4830,6
53.1,-0.8141,30.5900,6
54.1,-0.7732,30.6634,8
55.0,-0.7209,30.7193,8
56.0,-0.7183,30.7681,5
57.0,-0.6779,30.8296,5
58.0,-0.7717,30.8897,5
59.0,-0.8594,30.9442,5
60.0,-0.8630,30.9948,5
61.0,-0.8486,31.0456,7
62.0,-0.8360,31.0870,5
63.0,-0.8303,31.1361,6
64.0,-0.8391,31.1895,4
64.9,-0.8511,31.2392,5
66.0,-0.8417,31.3030,6
67.0,-0.8169,31.3555,5
68.0,-0.7662,31.4158,5
69.0,-0.7181,31.4666,4
69.9,-0.6977,31.5219,5
71.0,-0.7040,31.5686,6
72.0,-0.6963,31.6138,6
73.0,-0.6710,31.6525,5
73.9,-0.6916,31.6876,5
75.0,-0.7415,31.7266,5
76.0,-0.7874,31.7674,5
77.0,-0.8174,31.8054,5
77.9,-0.8389,31.8362,5
