2005,339.50002,-140.6991,77.9458,753
%pressure(dbar),temperature(C),salinity,nobs
9.1,-1.5918,29.1288,33
10.0,-1.5917,29.1299,5
10.9,-1.5917,29.1299,4
12.0,-1.5917,29.1310,5
13.1,-1.5916,29.1331,4
14.0,-1.5912,29.1349,3
14.9,-1.5908,29.1362,4
16.0,-1.5909,29.1373,4
17.0,-1.5911,29.1383,4
18.1,-1.5913,29.1389,4
19.1,-1.5911,29.1392,4
20.0,-1.5911,29.1396,3
20.9,-1.5910,29.1396,4
22.0,-1.5909,29.1398,4
23.0,-1.5909,29.1399,4
24.1,-1.5909,29.1400,4
25.1,-1.5908,29.1400,4
26.0,-1.5907,29.1402,3
26.9,-1.5904,29.1401,4
28.0,-1.5904,29.1405,4
29.0,-1.5907,29.1410,4
30.0,-1.5905,29.1412,4
31.1,-1.5902,29.1531,4
32.0,-1.5330,29.4137,3
32.9,-1.4533,29.7428,4
33.9,-1.4200,29.9632,4
35.0,-1.4212,30.0574,4
36.0,-1.4327,30.1088,4
37.0,-1.4413,30.1504,4
38.1,-1.4456,30.1817,4
39.1,-1.4512,30.2078,4
40.0,-1.4586,30.2335,3
40.9,-1.4597,30.2560,4
41.9,-1.4618,30.2872,4
43.0,-1.4759,30.3126,4
44.0,-1.4892,30.3390,4
45.0,-1.4913,30.3600,4
46.1,-1.4863,30.3813,4
47.1,-1.4804,30.4112,4
48.0,-1.4653,30.4505,3
48.9,-1.4579,30.4905,4
49.9,-1.4682,30.5297,4
51.0,-1.4864,30.5672,4
52.0,-1.4995,30.6094,4
53.0,-1.4970,30.6670,4
54.0,-1.4837,30.7046,4
55.1,-1.4804,30.7501,4
56.1,-1.4804,30.7979,4
57.0,-1.4865,30.8465,3
57.9,-1.4774,30.8950,4
58.9,-1.4535,30.9440,4
60.0,-1.4245,30.9939,4
61.0,-1.4046,31.0500,4
62.0,-1.3764,31.1414,4
63.1,-1.3548,31.2187,4
64.1,-1.3239,31.2722,4
65.1,-1.2967,31.3255,4
66.0,-1.2588,31.3880,3
66.9,-1.2572,31.4404,4
67.9,-1.2560,31.5043,4
69.0,-1.2440,31.5562,4
70.0,-1.2288,31.5994,4
71.0,-1.2253,31.6486,4
72.0,-1.2171,31.6837,4
73.0,-1.2177,31.7434,4
74.1,-1.2333,31.7938,4
75.1,-1.2753,31.8485,4
76.0,-1.3051,31.9040,3
76.9,-1.3166,31.9375,4
77.9,-1.3300,31.9738,4
78.9,-1.3340,32.0020,4
80.0,-1.3266,32.0297,4
81.0,-1.3172,32.0592,4
82.0,-1.3381,32.0816,4
83.0,-1.3500,32.1014,4
84.0,-1.3534,32.1271,4
85.1,-1.3506,32.1508,4
86.1,-1.3504,32.1658,4
87.1,-1.3459,32.1885,4
88.0,-1.3432,32.2056,3
88.9,-1.3419,32.2232,4
89.9,-1.3373,32.2410,4
90.9,-1.3246,32.2589,4
91.9,-1.3096,32.2760,4
93.0,-1.2954,32.2957,4
94.0,-1.2775,32.3199,4
95.0,-1.2717,32.3366,4
96.0,-1.2674,32.3505,4
97.0,-1.2535,32.3705,4
98.1,-1.2388,32.3902,4
99.1,-1.2198,32.4100,4
100.1,-1.2091,32.4275,4
101.1,-1.1976,32.4461,4
102.0,-1.1895,32.4621,3
102.9,-1.1901,32.4755,4
103.9,-1.1931,32.4872,4
104.9,-1.1908,32.5019,4
105.9,-1.1867,32.5183,4
107.0,-1.1813,32.5326,4
108.0,-1.1727,32.5543,4
109.0,-1.1722,32.5756,4
110.0,-1.1728,32.5991,4
111.0,-1.1655,32.6302,4
112.0,-1.1681,32.6474,4
113.0,-1.1698,32.6656,4
114.1,-1.1668,32.6879,4
115.1,-1.1686,32.7037,4
116.1,-1.1727,32.7198,4
117.1,-1.1807,32.7359,4
118.0,-1.2005,32.7520,3
118.9,-1.2208,32.7695,4
119.9,-1.2441,32.7914,4
120.9,-1.2795,32.8129,4
121.9,-1.2979,32.8312,4
122.9,-1.3007,32.8532,4
124.0,-1.3020,32.8730,4
125.0,-1.3148,32.8960,4
126.0,-1.3324,32.9192,4
127.0,-1.3523,32.9462,4
128.0,-1.3649,32.9689,4
129.0,-1.3822,32.9976,4
130.0,-1.4008,33.0232,4
131.0,-1.4155,33.0488,4
132.0,-1.4279,33.0752,4
133.1,-1.4367,33.0980,4
134.1,-1.4420,33.1160,4
135.1,-1.4475,33.1383,4
136.1,-1.4511,33.1609,4
137.1,-1.4537,33.1799,4
138.0,-1.4536,33.2012,3
138.9,-1.4527,33.2167,4
139.9,-1.4517,33.2352,4
140.9,-1.4496,33.2619,4
141.9,-1.4480,33.2856,4
142.9,-1.4467,33.3057,4
143.9,-1.4455,33.3317,4
144.9,-1.4432,33.3742,4
146.0,-1.4351,33.4132,4
147.0,-1.4251,33.4398,4
148.0,-1.4170,33.4632,4
149.0,-1.4121,33.4814,4
150.0,-1.4068,33.5042,4
151.0,-1.4018,33.5317,4
152.0,-1.3968,33.5588,4
153.0,-1.3941,33.5884,4
154.1,-1.3971,33.6116,4
155.1,-1.3991,33.6430,4
156.1,-1.3978,33.6745,4
157.1,-1.3922,33.7098,4
158.1,-1.3857,33.7375,4
159.1,-1.3797,33.7641,4
160.0,-1.3785,33.7864,3
160.9,-1.3811,33.8046,4
161.9,-1.3870,33.8244,4
162.9,-1.3913,33.8511,4
163.9,-1.3872,33.8714,4
164.9,-1.3824,33.8934,4
165.9,-1.3798,33.9095,4
166.9,-1.3757,33.9306,4
167.9,-1.3673,33.9548,4
168.9,-1.3585,33.9743,4
170.0,-1.3513,33.9934,4
171.0,-1.3460,34.0087,4
172.0,-1.3407,34.0237,4
173.0,-1.3326,34.0362,4
174.0,-1.3202,34.0489,4
175.0,-1.3061,34.0628,4
176.0,-1.2893,34.0765,4
177.0,-1.2665,34.0898,4
178.0,-1.2388,34.1038,4
179.0,-1.2044,34.1192,4
180.0,-1.1782,34.1289,4
181.0,-1.1569,34.1394,4
182.0,-1.1353,34.1488,4
183.1,-1.1059,34.1595,4
184.1,-1.0787,34.1697,4
185.1,-1.0432,34.1841,4
186.1,-1.0096,34.1951,4
187.1,-0.9783,34.2048,4
188.1,-0.9407,34.2158,4
189.1,-0.9158,34.2252,4
190.1,-0.8924,34.2333,4
191.1,-0.8724,34.2401,4
192.0,-0.8602,34.2442,3
192.9,-0.8466,34.2493,4
193.9,-0.8209,34.2563,4
194.9,-0.7980,34.2646,4
195.9,-0.7816,34.2716,4
196.9,-0.7584,34.2787,4
197.9,-0.7426,34.2843,4
198.9,-0.7270,34.2893,4
199.9,-0.7122,34.2944,4
200.9,-0.7000,34.3007,4
201.9,-0.6879,34.3058,4
203.0,-0.6639,34.3136,4
204.0,-0.6469,34.3189,4
205.0,-0.6307,34.3238,4
206.0,-0.6051,34.3304,4
207.0,-0.5870,34.3381,4
208.0,-0.5807,34.3407,4
209.0,-0.5629,34.3481,4
210.0,-0.5439,34.3549,4
211.0,-0.5315,34.3612,4
212.0,-0.5187,34.3653,4
213.0,-0.5032,34.3717,4
214.0,-0.4925,34.3759,4
215.0,-0.4752,34.3824,4
216.0,-0.4582,34.3888,4
217.1,-0.4468,34.3931,4
218.1,-0.4274,34.3994,4
219.1,-0.4191,34.4035,4
220.1,-0.3956,34.4096,4
221.1,-0.3630,34.4174,4
222.1,-0.3529,34.4208,4
223.1,-0.3229,34.4276,4
224.1,-0.2909,34.4355,4
225.1,-0.2644,34.4419,4
226.1,-0.2497,34.4466,4
227.1,-0.2282,34.4530,4
228.0,-0.2127,34.4589,3
228.9,-0.2079,34.4608,4
229.9,-0.2035,34.4627,4
230.9,-0.1800,34.4692,4
231.9,-0.1578,34.4767,4
232.9,-0.1317,34.4821,4
233.9,-0.1201,34.4847,4
234.9,-0.1115,34.4882,4
235.9,-0.0853,34.4961,4
236.9,-0.0679,34.5024,4
238.0,-0.0617,34.5040,4
239.0,-0.0515,34.5064,4
240.0,-0.0297,34.5136,4
241.0,-0.0009,34.5244,4
242.0,0.0109,34.5274,4
243.0,0.0150,34.5298,4
244.0,0.0357,34.5339,4
245.0,0.0525,34.5391,4
246.0,0.0746,34.5463,4
247.0,0.0931,34.5530,4
248.0,0.0992,34.5543,4
249.0,0.1019,34.5555,4
250.0,0.1033,34.5559,4
251.0,0.1051,34.5574,4
252.1,0.1317,34.5648,4
253.1,0.1641,34.5756,4
254.1,0.1910,34.5833,4
255.1,0.2034,34.5865,4
256.1,0.2089,34.5891,4
257.1,0.2103,34.5892,4
258.1,0.2237,34.5927,4
259.1,0.2475,34.5993,4
260.1,0.2583,34.6035,4
261.1,0.2796,34.6100,4
262.1,0.2949,34.6154,4
263.0,0.3000,34.6165,3
263.9,0.3040,34.6179,4
264.9,0.3243,34.6237,4
265.9,0.3484,34.6298,4
266.9,0.3768,34.6403,4
267.9,0.3897,34.6453,4
268.9,0.3939,34.6477,4
269.9,0.3952,34.6481,4
270.9,0.3969,34.6487,4
271.9,0.3979,34.6491,4
272.9,0.3980,34.6496,4
274.0,0.3985,34.6500,4
275.0,0.4088,34.6532,4
276.0,0.4314,34.6618,4
277.0,0.4420,34.6655,4
278.0,0.4455,34.6672,4
279.0,0.4469,34.6674,4
280.0,0.4472,34.6676,4
281.0,0.4474,34.6679,4
282.0,0.4477,34.6683,4
283.0,0.4484,34.6682,4
284.0,0.4508,34.6693,4
285.0,0.4715,34.6803,4
286.0,0.4870,34.6900,4
287.1,0.4916,34.6935,4
288.1,0.4938,34.6942,4
289.1,0.4949,34.6947,4
290.1,0.5157,34.7003,4
291.1,0.5612,34.7148,4
292.1,0.5781,34.7201,4
293.1,0.5848,34.7215,4
294.1,0.5949,34.7236,4
295.1,0.6295,34.7333,4
296.1,0.6587,34.7415,4
297.1,0.6749,34.7476,4
298.1,0.6779,34.7485,4
299.1,0.6801,34.7490,4
300.0,0.6959,34.7525,3
300.9,0.7105,34.7568,4
301.9,0.7160,34.7591,4
302.9,0.7181,34.7599,4
303.9,0.7192,34.7602,4
304.9,0.7198,34.7604,4
305.9,0.7204,34.7607,4
306.9,0.7204,34.7609,4
307.9,0.7214,34.7613,4
