2005,329.00003,-138.9838,78.2800,753
%pressure(dbar),temperature(C),salinity,nobs
8.9,-1.6080,29.3788,36
10.0,-1.6080,29.3796,5
11.0,-1.6078,29.3795,5
12.0,-1.6079,29.3795,4
12.9,-1.6078,29.3804,4
14.0,-1.6076,29.3816,4
15.0,-1.6077,29.3825,4
16.0,-1.6076,29.3830,4
17.0,-1.6077,29.3831,4
18.0,-1.6076,29.3837,4
19.1,-1.6073,29.3850,4
20.1,-1.6074,29.3887,4
21.1,-1.6073,29.3954,4
22.1,-1.6076,29.4023,4
23.0,-1.6077,29.4076,3
23.9,-1.6076,29.4091,4
24.9,-1.6078,29.4122,4
25.9,-1.6076,29.4128,4
26.9,-1.6077,29.4141,4
28.0,-1.6076,29.4147,4
29.0,-1.6075,29.4151,4
30.0,-1.6075,29.4156,4
31.0,-1.6063,29.4183,4
32.0,-1.6043,29.4207,4
33.0,-1.5562,29.6266,4
34.0,-1.4424,30.0930,4
35.0,-1.4446,30.1756,4
36.1,-1.4526,30.2157,4
37.1,-1.4633,30.2480,4
38.1,-1.4687,30.2799,4
39.1,-1.4733,30.3100,4
40.0,-1.4840,30.3477,3
40.9,-1.4906,30.3915,4
41.9,-1.4901,30.4259,4
42.9,-1.4999,30.4618,4
43.9,-1.5040,30.4974,4
44.9,-1.5138,30.5348,4
45.9,-1.5186,30.5677,4
47.0,-1.5254,30.5954,4
48.0,-1.5401,30.6192,4
49.0,-1.5492,30.6431,4
50.0,-1.5606,30.6604,4
51.0,-1.5656,30.6751,4
52.0,-1.5685,30.6935,4
53.0,-1.5670,30.7115,4
54.0,-1.5667,30.7286,4
55.1,-1.5698,30.7503,4
56.1,-1.5779,30.7762,4
57.1,-1.5839,30.8039,4
58.1,-1.5624,30.8419,4
59.1,-1.5093,30.8981,4
60.1,-1.4933,30.9541,4
61.1,-1.4862,31.0054,4
62.1,-1.4638,31.0658,4
63.1,-1.4397,31.1325,4
64.1,-1.4086,31.2031,4
65.1,-1.3876,31.2689,4
66.1,-1.3651,31.3286,4
67.0,-1.3485,31.3749,3
67.9,-1.3382,31.4089,4
68.9,-1.3191,31.4519,4
69.9,-1.3070,31.5050,4
70.9,-1.3015,31.5596,4
71.9,-1.2980,31.6028,4
72.9,-1.3012,31.6534,4
73.9,-1.3227,31.7130,4
74.9,-1.3256,31.7733,4
75.9,-1.3266,31.8249,4
76.9,-1.3185,31.8631,4
77.9,-1.3236,31.9050,4
78.9,-1.3288,31.9506,4
79.9,-1.3257,31.9903,4
80.9,-1.3367,32.0286,4
81.9,-1.3407,32.0595,4
82.9,-1.3427,32.0904,4
83.9,-1.3454,32.1125,4
84.9,-1.3470,32.1329,4
85.9,-1.3453,32.1531,4
86.9,-1.3438,32.1703,4
87.9,-1.3420,32.1872,4
88.9,-1.3385,32.2074,4
89.9,-1.3241,32.2317,4
90.9,-1.3200,32.2527,4
91.9,-1.3223,32.2710,4
92.9,-1.3022,32.2967,4
93.9,-1.2805,32.3216,4
94.9,-1.2602,32.3440,4
95.9,-1.2422,32.3646,4
96.9,-1.2341,32.3831,4
98.0,-1.2206,32.4052,4
99.0,-1.2051,32.4321,4
100.0,-1.1770,32.4624,4
100.9,-1.1544,32.4866,4
101.9,-1.1494,32.5065,4
103.0,-1.1439,32.5246,4
