2006,288.50003,-133.1550,77.0307,754
%pressure(dbar),temperature(C),salinity,nobs
8.5,-1.4473,26.6458,3
8.7,-1.4475,26.6459,24
10.0,-1.4475,26.6466,5
11.0,-1.4474,26.6466,4
12.0,-1.4473,26.6465,5
13.1,-1.4475,26.6467,4
14.1,-1.4473,26.6467,4
15.1,-1.4475,26.6467,4
16.1,-1.4474,26.6466,4
17.1,-1.4475,26.6469,4
18.0,-1.4474,26.6468,3
18.9,-1.4471,26.6467,4
19.9,-1.4475,26.6468,4
20.9,-1.4474,26.6466,4
21.9,-1.4475,26.6468,4
22.9,-1.4472,26.6466,4
24.0,-1.4473,26.6470,4
25.0,-1.4472,26.6475,4
26.0,-1.4418,26.6638,4
27.0,-1.4077,26.7810,4
28.0,-1.2734,27.3648,4
29.0,-1.1774,27.8354,4
30.0,-1.1412,28.0844,4
31.0,-1.1358,28.2183,4
32.0,-1.1398,28.3065,4
33.0,-1.1474,28.3833,4
34.0,-1.1525,28.4499,4
35.0,-1.1564,28.4948,4
36.0,-1.1622,28.5551,4
37.0,-1.1668,28.6131,4
38.0,-1.1700,28.7003,4
39.0,-1.1827,28.8358,4
40.0,-1.2076,28.9783,4
41.0,-1.2318,29.1358,4
42.0,-1.2364,29.2252,4
43.0,-1.2362,29.3460,4
44.0,-1.2172,29.4601,4
45.0,-1.1616,29.6052,4
46.0,-1.0685,29.8183,4
47.0,-1.0212,29.9711,4
48.0,-1.0215,30.0624,4
49.0,-1.0195,30.1245,4
50.0,-1.0228,30.1972,4
51.0,-1.0562,30.2773,4
52.0,-1.1557,30.3526,4
53.0,-1.2283,30.4072,4
54.0,-1.1892,30.4739,4
55.0,-1.1700,30.5448,4
56.0,-1.2027,30.5973,4
57.0,-1.2095,30.6437,4
58.0,-1.1762,30.6998,4
59.0,-1.1390,30.7561,4
60.0,-1.1454,30.7946,4
61.0,-1.1663,30.8364,4
62.0,-1.1642,30.8948,4
63.0,-1.1786,30.9577,4
63.9,-1.1974,31.0083,4
64.9,-1.1961,31.0762,4
65.9,-1.1543,31.1488,4
66.9,-1.1417,31.2092,4
67.9,-1.1505,31.2555,4
68.9,-1.1588,31.3176,4
69.9,-1.1643,31.3805,4
70.9,-1.1677,31.4297,4
71.9,-1.1733,31.4858,4
72.9,-1.1812,31.5314,4
73.9,-1.1888,31.5762,4
74.9,-1.1843,31.6095,4
75.9,-1.1613,31.6600,4
77.0,-1.1491,31.7023,5
78.1,-1.1406,31.7380,4
79.1,-1.1356,31.7672,4
80.1,-1.1350,31.8043,4
81.1,-1.1441,31.8392,4
82.1,-1.1590,31.8738,4
83.1,-1.1826,31.8981,4
84.1,-1.2048,31.9231,4
85.1,-1.2423,31.9521,4
86.1,-1.2775,31.9853,4
87.1,-1.2919,32.0193,4
88.0,-1.3004,32.0460,4
89.0,-1.3115,32.0672,4
90.0,-1.3178,32.0879,4
91.0,-1.3187,32.1085,4
92.0,-1.3232,32.1305,4
93.0,-1.3251,32.1526,4
94.0,-1.3247,32.1721,4
95.0,-1.3233,32.1906,4
96.0,-1.3235,32.2053,4
97.0,-1.3245,32.2207,4
98.0,-1.3253,32.2347,4
99.0,-1.3183,32.2517,4
100.0,-1.3095,32.2710,4
100.9,-1.3010,32.2858,4
101.9,-1.2905,32.3049,4
102.9,-1.2799,32.3242,4
103.9,-1.2702,32.3399,4
104.9,-1.2615,32.3556,4
105.9,-1.2527,32.3757,4
106.9,-1.2462,32.3911,4
107.9,-1.2387,32.4112,4
108.9,-1.2292,32.4373,4
110.0,-1.2222,32.4599,5
111.1,-1.2231,32.4776,4
112.1,-1.2230,32.4928,4
113.1,-1.2246,32.5097,4
114.1,-1.2250,32.5299,4
115.1,-1.2222,32.5502,4
116.1,-1.2158,32.5687,4
117.1,-1.2084,32.5855,4
118.0,-1.2120,32.6005,4
119.0,-1.2184,32.6173,4
120.0,-1.2235,32.6365,4
121.0,-1.2262,32.6526,4
122.0,-1.2283,32.6657,4
123.0,-1.2383,32.6783,4
124.0,-1.2506,32.6957,4
125.0,-1.2594,32.7118,4
126.0,-1.2633,32.7313,4
126.9,-1.2533,32.7525,4
127.9,-1.2528,32.7752,4
128.9,-1.2601,32.7944,4
129.9,-1.2768,32.8176,4
131.0,-1.2985,32.8440,5
132.1,-1.3223,32.8724,4
133.1,-1.3409,32.8934,4
134.1,-1.3486,32.9141,4
135.1,-1.3538,32.9426,4
136.0,-1.3604,32.9617,4
137.0,-1.3719,32.9817,4
138.0,-1.3824,32.9981,4
139.0,-1.4016,33.0166,4
140.0,-1.4157,33.0404,4
141.0,-1.4219,33.0643,4
141.9,-1.4200,33.0895,4
142.9,-1.4232,33.1131,4
143.9,-1.4318,33.1376,4
144.9,-1.4371,33.1583,4
146.0,-1.4378,33.1782,5
147.1,-1.4385,33.2032,4
148.1,-1.4392,33.2287,4
149.1,-1.4384,33.2609,4
150.1,-1.4347,33.2955,4
151.0,-1.4307,33.3176,4
152.0,-1.4265,33.3341,4
153.0,-1.4193,33.3609,4
154.0,-1.4146,33.3873,4
154.9,-1.4129,33.4097,4
155.9,-1.4101,33.4320,4
157.0,-1.4111,33.4568,5
158.1,-1.4068,33.4812,4
159.1,-1.4007,33.5055,4
160.1,-1.3952,33.5349,4
161.0,-1.3918,33.5619,4
162.0,-1.3892,33.5797,4
163.0,-1.3774,33.6143,4
164.0,-1.3640,33.6396,4
165.0,-1.3565,33.6649,4
165.9,-1.3514,33.6913,4
166.9,-1.3479,33.7144,4
168.0,-1.3512,33.7348,5
169.1,-1.3626,33.7567,4
170.1,-1.3673,33.7714,4
171.0,-1.3765,33.7955,4
172.0,-1.3860,33.8152,4
173.0,-1.3875,33.8286,4
174.0,-1.3814,33.8436,4
175.0,-1.3743,33.8600,4
175.9,-1.3691,33.8776,4
176.9,-1.3682,33.8964,4
178.0,-1.3675,33.9179,5
179.1,-1.3662,33.9402,4
180.1,-1.3618,33.9606,4
181.1,-1.3514,33.9738,4
182.1,-1.3357,33.9899,4
183.0,-1.3187,34.0092,4
184.0,-1.3001,34.0253,4
185.0,-1.2804,34.0404,4
185.9,-1.2587,34.0526,4
186.9,-1.2370,34.0646,4
187.9,-1.2162,34.0736,4
188.9,-1.1902,34.0842,4
190.0,-1.1576,34.0934,5
191.1,-1.1145,34.1112,4
192.1,-1.0746,34.1250,4
193.0,-1.0502,34.1374,4
194.0,-1.0284,34.1469,4
195.0,-1.0093,34.1515,4
196.0,-0.9844,34.1622,4
197.0,-0.9636,34.1742,4
198.0,-0.9510,34.1802,4
198.9,-0.9318,34.1901,4
199.9,-0.9126,34.1993,4
200.9,-0.9016,34.2033,4
202.0,-0.8802,34.2117,5
203.1,-0.8573,34.2221,4
204.1,-0.8285,34.2308,4
205.1,-0.8031,34.2385,4
206.0,-0.7796,34.2427,4
207.0,-0.7547,34.2519,4
208.0,-0.7292,34.2578,4
209.0,-0.7072,34.2669,4
210.0,-0.6793,34.2775,4
210.9,-0.6553,34.2862,4
211.9,-0.6340,34.2956,4
212.9,-0.6183,34.3008,4
214.0,-0.6044,34.3064,5
215.1,-0.5817,34.3178,4
216.1,-0.5740,34.3194,4
217.1,-0.5640,34.3234,4
218.0,-0.5431,34.3331,4
219.0,-0.5332,34.3379,4
220.0,-0.5150,34.3458,4
221.0,-0.4910,34.3534,4
222.0,-0.4697,34.3599,4
223.0,-0.4461,34.3653,4
223.9,-0.4254,34.3748,4
224.9,-0.4128,34.3782,4
225.9,-0.3957,34.3852,4
227.0,-0.3851,34.3894,5
228.1,-0.3625,34.3983,4
229.1,-0.3482,34.4040,4
230.1,-0.3424,34.4054,4
231.1,-0.3295,34.4126,4
232.0,-0.3111,34.4197,4
233.0,-0.2962,34.4256,4
234.0,-0.2764,34.4341,4
235.0,-0.2625,34.4393,4
235.9,-0.2578,34.4411,4
236.9,-0.2520,34.4444,4
237.9,-0.2215,34.4557,4
238.9,-0.2060,34.4598,4
240.0,-0.1991,34.4631,5
241.1,-0.1821,34.4668,4
242.1,-0.1653,34.4719,4
243.1,-0.1406,34.4802,4
244.0,-0.1222,34.4863,4
245.0,-0.1152,34.4875,4
246.0,-0.1079,34.4886,4
247.0,-0.0878,34.4965,4
248.0,-0.0698,34.5024,4
248.9,-0.0657,34.5030,4
249.9,-0.0634,34.5038,4
250.9,-0.0452,34.5097,4
252.0,-0.0185,34.5204,5
253.1,0.0009,34.5259,4
254.1,0.0082,34.5286,4
255.1,0.0266,34.5353,4
256.0,0.0396,34.5412,4
257.0,0.0501,34.5445,4
258.0,0.0740,34.5528,4
259.0,0.0841,34.5563,4
259.9,0.0873,34.5578,4
260.9,0.0887,34.5579,4
261.9,0.0921,34.5593,4
263.0,0.1152,34.5679,5
264.1,0.1413,34.5788,4
265.1,0.1571,34.5842,4
266.1,0.1650,34.5872,4
267.0,0.1674,34.5876,4
268.0,0.1670,34.5881,4
269.0,0.1705,34.5895,4
270.0,0.1924,34.5986,4
270.9,0.2145,34.6061,4
271.9,0.2342,34.6149,4
272.9,0.2419,34.6171,4
274.0,0.2443,34.6177,5
275.1,0.2453,34.6180,4
276.1,0.2489,34.6191,4
277.1,0.2666,34.6250,4
278.0,0.2860,34.6336,4
279.0,0.3096,34.6441,4
280.0,0.3213,34.6484,4
281.0,0.3248,34.6493,4
281.9,0.3262,34.6498,4
282.9,0.3271,34.6504,4
283.9,0.3415,34.6563,4
285.0,0.3571,34.6634,5
286.1,0.3616,34.6651,4
287.1,0.3636,34.6653,4
288.1,0.3637,34.6658,4
289.0,0.3644,34.6658,4
290.0,0.3647,34.6659,4
291.0,0.3648,34.6661,4
292.0,0.3651,34.6663,4
292.9,0.3653,34.6667,4
293.9,0.3681,34.6688,4
294.9,0.3848,34.6777,4
296.0,0.3988,34.6862,5
297.1,0.4024,34.6879,4
298.1,0.4162,34.6923,4
299.1,0.4407,34.7026,4
300.0,0.4648,34.7130,4
301.0,0.4766,34.7183,4
302.0,0.4790,34.7194,4
303.0,0.4865,34.7212,4
304.0,0.5090,34.7317,4
304.9,0.5317,34.7422,4
305.9,0.5555,34.7513,4
307.0,0.5681,34.7572,5
308.1,0.5714,34.7581,4
309.1,0.5728,34.7582,4
310.0,0.5732,34.7585,4
311.0,0.5735,34.7587,4
312.0,0.5745,34.7592,4
313.0,0.5835,34.7627,4
314.0,0.5911,34.7666,4
314.9,0.5934,34.7677,4
315.9,0.5940,34.7680,4
317.0,0.5946,34.7679,5
318.1,0.5949,34.7680,4
319.1,0.5950,34.7682,4
320.1,0.5952,34.7684,4
321.0,0.5953,34.7685,4
322.0,0.5953,34.7687,4
323.0,0.5955,34.7687,4
324.0,0.5957,34.7685,4
324.9,0.5960,34.7685,4
325.9,0.5958,34.7688,4
326.9,0.5961,34.7687,4
328.0,0.5959,34.7690,5
329.1,0.5962,34.7690,4
330.1,0.5963,34.7691,4
331.0,0.5965,34.7691,4
332.0,0.5966,34.7691,4
333.0,0.5965,34.7693,4
334.0,0.5969,34.7690,4
335.0,0.5968,34.7689,4
335.9,0.5968,34.7691,4
336.9,0.5968,34.7692,4
338.0,0.5970,34.7691,5
339.1,0.5970,34.7691,4
340.1,0.5970,34.7691,4
341.0,0.6002,34.7712,4
342.0,0.6088,34.7770,4
343.0,0.6214,34.7865,4
344.0,0.6326,34.7966,4
345.0,0.6390,34.8022,4
345.9,0.6406,34.8036,4
346.9,0.6415,34.8036,4
348.0,0.6420,34.8036,5
349.1,0.6421,34.8038,4
350.1,0.6423,34.8039,4
351.1,0.6423,34.8039,4
352.0,0.6423,34.8040,4
353.0,0.6414,34.8040,4
354.0,0.6407,34.8042,4
355.0,0.6407,34.8042,4
355.9,0.6409,34.8041,4
356.9,0.6409,34.8041,4
357.9,0.6408,34.8044,4
359.0,0.6410,34.8044,5
360.1,0.6411,34.8042,4
361.1,0.6410,34.8043,4
362.0,0.6411,34.8043,4
363.0,0.6412,34.8044,4
364.0,0.6412,34.8044,4
365.0,0.6413,34.8043,4
366.0,0.6412,34.8046,4
366.9,0.6414,34.8044,4
367.9,0.6416,34.8044,4
368.9,0.6415,34.8044,4
370.0,0.6419,34.8048,5
371.1,0.6472,34.8091,4
372.1,0.6571,34.8152,4
373.1,0.6635,34.8184,4
374.0,0.6657,34.8194,4
375.0,0.6663,34.8192,4
376.0,0.6644,34.8190,4
377.0,0.6634,34.8193,4
377.9,0.6630,34.8194,4
378.9,0.6628,34.8194,4
379.9,0.6625,34.8194,4
381.0,0.6619,34.8193,5
382.1,0.6596,34.8189,4
383.1,0.6546,34.8192,4
384.1,0.6515,34.8188,4
385.0,0.6499,34.8188,4
386.0,0.6480,34.8191,4
387.0,0.6458,34.8189,4
388.0,0.6432,34.8187,4
389.0,0.6403,34.8188,4
389.9,0.6371,34.8184,4
390.9,0.6334,34.8184,4
392.0,0.6296,34.8181,5
393.1,0.6241,34.8179,4
394.1,0.6210,34.8178,4
395.1,0.6195,34.8174,4
396.0,0.6179,34.8180,4
397.0,0.6174,34.8176,4
398.0,0.6150,34.8177,4
399.0,0.6114,34.8176,4
400.0,0.6078,34.8172,4
400.9,0.6045,34.8170,4
401.9,0.6022,34.8166,4
402.9,0.5987,34.8168,4
404.0,0.5956,34.8166,5
405.1,0.5917,34.8164,4
406.1,0.5877,34.8162,4
407.0,0.5838,34.8160,4
408.0,0.5811,34.8158,4
409.0,0.5779,34.8161,4
410.0,0.5758,34.8153,4
411.0,0.5720,34.8157,4
411.9,0.5694,34.8155,4
412.9,0.5661,34.8154,4
414.0,0.5622,34.8151,5
415.1,0.5581,34.8149,4
416.1,0.5546,34.8147,4
417.1,0.5511,34.8149,4
418.0,0.5487,34.8146,4
419.0,0.5456,34.8145,4
420.0,0.5438,34.8144,4
421.0,0.5423,34.8144,4
421.9,0.5414,34.8142,4
422.9,0.5406,34.8142,4
423.9,0.5404,34.8142,4
425.0,0.5403,34.8143,5
426.1,0.5412,34.8154,4
427.1,0.5451,34.8183,4
428.1,0.5462,34.8203,4
429.0,0.5461,34.8206,4
430.0,0.5458,34.8212,4
431.0,0.5473,34.8234,4
432.0,0.5485,34.8251,4
432.9,0.5520,34.8278,4
433.9,0.5555,34.8297,4
434.9,0.5590,34.8326,4
435.9,0.5611,34.8346,4
437.0,0.5628,34.8363,5
438.1,0.5629,34.8363,4
439.1,0.5621,34.8365,4
440.0,0.5612,34.8364,4
441.0,0.5599,34.8366,4
442.0,0.5585,34.8363,4
443.0,0.5564,34.8366,4
443.9,0.5542,34.8366,4
444.9,0.5524,34.8364,4
445.9,0.5502,34.8363,4
447.0,0.5479,34.8364,5
448.1,0.5455,34.8363,4
449.1,0.5435,34.8362,4
450.1,0.5410,34.8362,4
451.0,0.5388,34.8358,4
452.0,0.5357,34.8359,4
453.0,0.5332,34.8358,4
454.0,0.5298,34.8357,4
455.0,0.5273,34.8357,4
455.9,0.5245,34.8354,4
