2007,105.00002,-137.5722,76.4826,752
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
7.9,-1.4995,27.6210,423.4890,12
8.9,-1.4994,27.6206,423.4243,4
10.0,-1.4993,27.6207,423.3524,4
11.0,-1.4997,27.6233,423.2100,3
11.9,-1.4994,27.6216,423.0969,4
13.1,-1.4994,27.6216,422.9044,4
14.0,-1.4996,27.6225,422.7518,3
15.0,-1.5003,27.6260,422.6466,4
16.0,-1.5024,27.6370,422.5347,3
17.0,-1.5033,27.6418,422.4270,4
18.0,-1.5042,27.6475,422.3043,3
19.0,-1.5052,27.6528,422.3171,4
20.0,-1.5056,27.6566,422.3826,3
20.9,-1.5054,27.6594,422.4176,4
22.0,-1.5054,27.6599,422.6178,4
23.0,-1.5051,27.6607,422.8705,3
24.0,-1.5051,27.6611,423.0090,4
25.0,-1.5054,27.6643,423.3561,3
26.0,-1.5058,27.6662,423.4319,4
27.1,-1.5061,27.6690,423.1824,4
28.0,-1.5061,27.6699,423.2388,3
29.0,-1.5062,27.6714,423.1752,4
30.1,-1.5062,27.6727,423.1968,4
31.0,-1.5064,27.6738,423.3999,3
32.0,-1.5064,27.6756,423.4753,4
33.1,-1.5063,27.6782,423.2139,4
34.1,-1.5057,27.6887,422.9735,3
35.0,-1.5053,27.6979,422.1099,4
36.0,-1.4965,27.7853,420.5084,3
37.0,-1.4618,28.0015,419.1045,4
38.0,-1.3659,28.4691,416.8208,4
39.1,-1.2738,28.8594,414.5393,4
40.0,-1.2227,29.0428,413.5877,3
41.0,-1.2038,29.1370,413.2075,4
42.0,-1.1810,29.2317,414.8925,3
43.0,-1.1948,29.3275,418.2598,4
44.0,-1.2397,29.4423,419.2311,3
45.0,-1.2103,29.5490,419.3707,4
46.0,-1.2357,29.6538,419.5064,3
47.0,-1.2226,29.7492,419.6569,4
48.0,-1.2810,29.8180,420.0410,3
49.0,-1.3094,29.8917,419.5898,4
50.0,-1.2977,29.9446,418.8557,3
50.9,-1.2889,29.9981,417.6535,4
52.0,-1.2098,30.1273,415.3844,4
53.0,-1.1447,30.2535,413.1779,3
54.1,-1.0882,30.3312,411.3472,4
55.1,-1.0562,30.4177,409.9174,3
56.1,-1.0213,30.5097,408.5059,4
57.1,-1.0014,30.5702,406.5012,3
58.1,-0.9926,30.6853,404.3323,4
59.1,-0.9894,30.7828,402.2840,3
60.1,-1.0015,30.8706,399.7986,4
61.1,-1.0060,30.9595,396.8871,3
61.9,-1.0193,31.0310,394.3749,3
62.9,-0.9960,31.1108,391.3867,4
64.0,-1.0493,31.1692,389.3438,3
64.9,-1.0776,31.2163,386.7489,4
66.0,-1.0756,31.2852,381.5345,4
67.0,-1.1377,31.3603,376.9120,3
68.0,-1.2056,31.4190,374.0681,4
69.0,-1.2141,31.4553,371.4259,3
70.1,-1.2100,31.4975,368.6303,4
71.1,-1.1998,31.5480,365.3159,3
72.0,-1.2043,31.5913,362.3133,3
73.0,-1.2339,31.6245,359.9311,4
74.0,-1.2361,31.6545,359.4448,3
75.0,-1.1380,31.6949,360.0926,4
76.0,-0.9177,31.7412,357.0950,3
77.0,-0.9334,31.7695,355.5496,4
78.1,-0.8536,31.8132,353.0544,3
78.9,-0.8395,31.8494,351.3637,3
79.9,-0.8600,31.8685,348.7498,4
81.0,-0.9704,31.8999,345.5761,3
82.0,-1.1603,31.9186,344.9116,4
83.0,-1.1816,31.9333,342.9919,3
84.0,-1.1962,31.9559,342.5008,4
85.0,-1.0662,31.9927,339.9964,3
86.1,-1.1428,32.0064,338.9470,4
87.1,-1.1719,32.0279,338.1210,3
87.9,-1.1713,32.0498,337.3141,3
89.0,-1.1924,32.0710,335.6487,4
90.0,-1.2504,32.0899,333.9395,3
91.0,-1.3166,32.1067,333.1164,4
92.0,-1.3386,32.1281,332.0272,3
93.0,-1.3503,32.1463,332.0880,4
94.1,-1.3841,32.1612,333.7780,3
94.9,-1.3954,32.1747,332.0803,3
95.9,-1.3894,32.1911,NaN,4
97.0,-1.3833,32.2040,NaN,3
98.0,-1.4058,32.2123,NaN,4
99.0,-1.4084,32.2275,NaN,3
100.0,-1.4073,32.2420,NaN,4
101.0,-1.3951,32.2543,NaN,3
102.1,-1.4041,32.2661,NaN,4
103.1,-1.4118,32.2783,NaN,3
103.9,-1.4158,32.2914,NaN,3
105.0,-1.4148,32.3093,NaN,4
106.0,-1.4166,32.3262,NaN,3
107.0,-1.4176,32.3433,NaN,4
108.0,-1.4008,32.3576,NaN,3
109.0,-1.4191,32.3664,NaN,4
110.1,-1.4203,32.3813,NaN,3
110.9,-1.4280,32.3928,NaN,3
111.9,-1.4339,32.4049,NaN,4
113.0,-1.4221,32.4176,NaN,3
114.0,-1.3976,32.4308,NaN,4
115.0,-1.3577,32.4440,NaN,3
116.0,-1.3458,32.4575,NaN,4
117.0,-1.3312,32.4773,NaN,3
118.0,-1.3146,32.4962,NaN,4
119.0,-1.3118,32.5090,NaN,3
120.1,-1.3059,32.5227,NaN,4
121.1,-1.3130,32.5345,NaN,3
122.0,-1.3126,32.5442,NaN,3
123.0,-1.3125,32.5594,NaN,4
124.0,-1.3303,32.5720,NaN,3
125.0,-1.3283,32.5911,NaN,4
126.0,-1.3270,32.6118,NaN,3
127.0,-1.3270,32.6287,NaN,4
128.1,-1.3401,32.6399,NaN,3
128.9,-1.3492,32.6505,NaN,3
129.9,-1.3519,32.6685,NaN,4
131.0,-1.3537,32.6920,NaN,3
132.0,-1.3599,32.7112,NaN,4
133.0,-1.3654,32.7291,NaN,3
134.0,-1.3687,32.7463,NaN,4
135.1,-1.3758,32.7601,NaN,3
135.9,-1.3958,32.7674,NaN,3
137.0,-1.4160,32.7747,NaN,4
138.0,-1.4240,32.7839,NaN,3
139.0,-1.4318,32.7933,NaN,4
140.0,-1.4382,32.8041,NaN,3
141.0,-1.4259,32.8189,NaN,4
142.1,-1.4083,32.8335,NaN,3
142.9,-1.4015,32.8508,NaN,3
144.0,-1.3883,32.8737,NaN,4
145.0,-1.4063,32.8905,NaN,3
146.0,-1.4232,32.9081,NaN,4
147.0,-1.4332,32.9244,NaN,3
148.0,-1.4357,32.9395,NaN,4
149.1,-1.4347,32.9567,NaN,3
149.9,-1.4225,32.9707,NaN,3
151.0,-1.4431,32.9879,NaN,4
152.0,-1.4448,33.0139,NaN,3
153.0,-1.4335,33.0410,NaN,4
154.0,-1.4435,33.0636,NaN,3
155.0,-1.4485,33.0838,NaN,4
156.0,-1.4624,33.1059,NaN,3
156.9,-1.4462,33.1328,NaN,3
157.9,-1.4357,33.1679,NaN,4
159.0,-1.4326,33.1927,NaN,3
160.0,-1.4392,33.2171,NaN,4
161.0,-1.4386,33.2419,NaN,3
162.0,-1.4248,33.2707,NaN,4
163.1,-1.4096,33.2982,NaN,3
163.9,-1.4068,33.3239,NaN,3
165.0,-1.3996,33.3574,NaN,4
166.0,-1.3918,33.3872,NaN,3
167.0,-1.3881,33.4075,NaN,4
168.0,-1.3790,33.4275,NaN,3
169.0,-1.3710,33.4653,NaN,4
170.1,-1.3697,33.4997,NaN,3
170.9,-1.3634,33.5355,NaN,3
172.0,-1.3517,33.5743,NaN,4
173.0,-1.3440,33.6039,NaN,3
174.0,-1.3302,33.6338,NaN,4
175.0,-1.3113,33.6641,NaN,3
176.0,-1.3076,33.6922,NaN,4
177.1,-1.3112,33.7248,NaN,3
177.9,-1.3088,33.7559,NaN,3
179.0,-1.3096,33.7804,NaN,4
180.0,-1.3092,33.8051,NaN,3
181.0,-1.3065,33.8309,NaN,4
182.1,-1.2939,33.8525,NaN,3
182.9,-1.2790,33.8680,NaN,3
184.0,-1.2594,33.8855,NaN,4
185.0,-1.2680,33.9036,NaN,3
186.0,-1.2704,33.9220,NaN,4
187.0,-1.2648,33.9352,NaN,3
188.1,-1.2495,33.9491,NaN,4
189.1,-1.2376,33.9681,NaN,3
190.0,-1.1990,33.9847,NaN,3
191.0,-1.1942,33.9995,NaN,4
192.0,-1.2247,34.0179,NaN,3
193.0,-1.2186,34.0366,NaN,4
194.1,-1.2094,34.0494,NaN,3
194.9,-1.1934,34.0635,NaN,3
195.9,-1.1627,34.0796,NaN,4
197.0,-1.1249,34.0990,NaN,3
198.0,-1.0956,34.1142,NaN,4
199.0,-1.0676,34.1265,NaN,3
200.0,-1.0464,34.1381,NaN,4
201.1,-1.0274,34.1487,NaN,3
202.0,-1.0179,34.1539,NaN,3
203.0,-0.9898,34.1696,285.9050,4
204.0,-0.9609,34.1826,285.9311,3
205.0,-0.9344,34.1952,286.0102,4
206.1,-0.9101,34.2063,286.4468,3
206.9,-0.8923,34.2167,286.9337,3
208.0,-0.8767,34.2256,287.4637,4
209.0,-0.8586,34.2344,287.8633,3
210.0,-0.8255,34.2482,288.1227,4
211.1,-0.8116,34.2527,288.6943,3
211.9,-0.7880,34.2594,289.4454,3
213.0,-0.7610,34.2722,289.9585,4
214.0,-0.7383,34.2786,290.2853,3
215.0,-0.7195,34.2856,290.3146,4
216.0,-0.6888,34.2960,290.1495,3
216.9,-0.6811,34.3009,290.1076,3
218.0,-0.6749,34.3026,290.1025,4
219.0,-0.6428,34.3144,290.1086,3
220.0,-0.6344,34.3175,290.7133,4
221.0,-0.6084,34.3271,291.3457,3
222.1,-0.5830,34.3331,292.2177,4
223.1,-0.5628,34.3395,293.1676,3
224.0,-0.5333,34.3523,292.7619,3
225.0,-0.5293,34.3535,291.6112,4
