2008,179.25002,-143.9455,83.8788,724
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
37.3,-1.4760,28.6033,NaN,8
38.0,-1.4639,28.6648,NaN,6
39.0,-1.4505,28.7418,NaN,4
39.9,-1.4248,28.8828,NaN,4
40.9,-1.4083,28.9642,NaN,4
41.9,-1.3900,29.0532,NaN,4
42.9,-1.3766,29.1245,NaN,4
44.0,-1.3693,29.1697,NaN,4
45.0,-1.3620,29.2123,NaN,4
46.1,-1.3476,29.2739,NaN,4
47.1,-1.3187,29.4292,NaN,4
48.1,-1.2979,29.5601,NaN,4
49.1,-1.2879,29.6507,NaN,4
50.1,-1.2830,29.7282,NaN,4
51.1,-1.2827,29.8154,NaN,4
52.0,-1.2880,29.8670,NaN,3
52.9,-1.2932,29.9240,NaN,4
53.9,-1.2995,29.9660,NaN,4
54.9,-1.3111,30.0200,NaN,4
56.0,-1.3191,30.0754,NaN,4
57.0,-1.3234,30.1265,NaN,4
58.0,-1.3246,30.1858,NaN,4
59.1,-1.3246,30.2374,NaN,4
60.1,-1.3235,30.2916,NaN,4
61.0,-1.3225,30.3418,NaN,3
61.9,-1.3202,30.4107,NaN,4
62.9,-1.3219,30.4717,NaN,4
63.9,-1.3156,30.5668,NaN,4
64.9,-1.3062,30.6607,NaN,4
65.9,-1.3002,30.7690,NaN,4
67.0,-1.3008,30.8819,NaN,5
68.1,-1.2909,30.9754,NaN,4
69.0,-1.2834,31.0545,NaN,4
70.0,-1.2754,31.1431,NaN,4
71.0,-1.2687,31.2865,NaN,4
71.9,-1.2638,31.4940,NaN,4
73.0,-1.2501,31.6385,NaN,4
74.0,-1.2494,31.7573,NaN,4
75.0,-1.2526,31.8392,NaN,4
76.0,-1.2573,31.8919,NaN,4
77.0,-1.2607,31.9370,NaN,4
78.0,-1.2627,31.9826,NaN,4
79.0,-1.2640,32.0147,NaN,4
80.0,-1.2657,32.0397,NaN,4
81.1,-1.2717,32.0649,NaN,4
82.1,-1.2851,32.0991,NaN,4
83.1,-1.2999,32.1283,NaN,4
84.1,-1.3211,32.1600,NaN,4
85.1,-1.3503,32.1947,NaN,4
86.1,-1.3681,32.2155,NaN,4
87.1,-1.3916,32.2429,NaN,4
88.1,-1.4057,32.2635,NaN,4
89.1,-1.4241,32.2923,NaN,4
90.0,-1.4344,32.3121,NaN,3
90.9,-1.4393,32.3231,NaN,4
91.9,-1.4457,32.3397,NaN,4
92.9,-1.4534,32.3703,NaN,4
93.9,-1.4568,32.3936,NaN,4
94.9,-1.4574,32.4128,NaN,4
95.9,-1.4567,32.4403,NaN,4
96.9,-1.4549,32.4552,NaN,4
98.0,-1.4513,32.4720,NaN,4
99.0,-1.4447,32.4984,NaN,4
100.0,-1.4399,32.5137,NaN,4
101.0,-1.4349,32.5321,NaN,4
102.0,-1.4309,32.5465,NaN,4
103.0,-1.4243,32.5686,NaN,4
104.1,-1.4138,32.6059,NaN,4
105.1,-1.4075,32.6342,NaN,4
106.1,-1.4046,32.6567,NaN,4
107.1,-1.4023,32.6755,NaN,4
108.1,-1.3998,32.7010,NaN,4
109.1,-1.3989,32.7126,NaN,4
110.1,-1.3967,32.7343,NaN,4
111.1,-1.3949,32.7712,NaN,4
112.1,-1.3946,32.8025,NaN,4
113.1,-1.3934,32.8574,NaN,4
114.1,-1.3914,32.8808,NaN,4
115.0,-1.3929,32.9130,NaN,3
115.9,-1.3918,32.9738,NaN,4
116.9,-1.3990,33.0504,NaN,4
117.9,-1.3858,33.1180,NaN,4
119.0,-1.3845,33.1453,NaN,5
120.1,-1.3896,33.1616,NaN,4
121.1,-1.4008,33.2276,NaN,4
122.1,-1.4038,33.2631,NaN,4
123.1,-1.4049,33.2946,NaN,4
124.1,-1.4070,33.3490,NaN,4
125.1,-1.4112,33.3939,NaN,4
126.1,-1.4146,33.4218,NaN,4
127.1,-1.4188,33.4523,NaN,4
128.1,-1.4255,33.4991,NaN,4
129.1,-1.4338,33.5569,NaN,4
130.0,-1.4413,33.5882,NaN,4
131.0,-1.4496,33.6148,NaN,4
132.0,-1.4557,33.6496,NaN,4
133.0,-1.4572,33.6634,NaN,4
134.0,-1.4582,33.6753,NaN,4
135.0,-1.4602,33.6998,NaN,4
136.0,-1.4631,33.7335,NaN,4
137.0,-1.4758,33.7699,NaN,4
138.0,-1.4774,33.7967,NaN,4
139.0,-1.4737,33.8144,NaN,4
140.0,-1.4677,33.8285,NaN,4
141.0,-1.4616,33.8451,NaN,4
142.0,-1.4577,33.8596,NaN,4
142.9,-1.4553,33.8769,NaN,4
143.9,-1.4546,33.8861,NaN,4
145.0,-1.4611,33.9096,NaN,5
146.1,-1.4625,33.9268,NaN,4
147.1,-1.4580,33.9441,NaN,4
148.0,-1.4336,33.9677,NaN,4
149.0,-1.4158,33.9846,NaN,4
149.9,-1.3885,34.0022,NaN,4
150.9,-1.3441,34.0225,NaN,4
152.0,-1.2871,34.0431,NaN,5
153.1,-1.2381,34.0621,NaN,4
154.0,-1.2220,34.0691,NaN,4
154.9,-1.1922,34.0818,NaN,4
155.9,-1.1671,34.0921,NaN,4
156.9,-1.1399,34.1032,NaN,4
158.0,-1.1170,34.1126,NaN,5
159.1,-1.0970,34.1204,NaN,4
160.1,-1.0679,34.1310,NaN,4
161.0,-1.0493,34.1373,NaN,4
162.0,-1.0303,34.1424,NaN,4
163.0,-0.9939,34.1557,NaN,4
163.9,-0.9531,34.1698,NaN,4
164.9,-0.9269,34.1781,NaN,4
166.0,-0.9061,34.1873,NaN,5
167.1,-0.8865,34.1974,NaN,4
168.0,-0.8624,34.2081,NaN,4
169.0,-0.8621,34.2103,NaN,4
170.0,-0.8511,34.2173,NaN,4
170.9,-0.8278,34.2257,NaN,4
172.0,-0.7929,34.2397,NaN,5
173.1,-0.7850,34.2428,NaN,4
174.1,-0.7671,34.2505,NaN,4
175.0,-0.7471,34.2573,NaN,4
176.0,-0.7376,34.2616,NaN,4
177.0,-0.7145,34.2705,NaN,4
177.9,-0.7104,34.2721,NaN,4
178.9,-0.6898,34.2808,NaN,4
180.0,-0.6820,34.2844,NaN,5
181.0,-0.6545,34.2967,NaN,4
182.0,-0.6438,34.3001,NaN,4
183.0,-0.6081,34.3124,NaN,4
183.9,-0.6066,34.3139,NaN,4
185.0,-0.5940,34.3206,NaN,5
186.1,-0.5692,34.3320,NaN,4
187.0,-0.5686,34.3326,NaN,4
188.0,-0.5628,34.3363,NaN,4
188.9,-0.5268,34.3495,NaN,4
190.0,-0.5230,34.3514,NaN,5
191.0,-0.5155,34.3535,NaN,4
192.0,-0.4834,34.3677,NaN,4
192.9,-0.4781,34.3702,NaN,4
194.0,-0.4773,34.3710,NaN,5
195.1,-0.4406,34.3838,NaN,4
196.1,-0.4266,34.3869,NaN,4
197.0,-0.3917,34.3989,NaN,4
197.9,-0.3821,34.4002,NaN,4
199.0,-0.3815,34.3999,NaN,5
200.1,-0.3764,34.4037,NaN,4
201.0,-0.3481,34.4165,NaN,4
202.0,-0.3462,34.4179,NaN,4
203.0,-0.3457,34.4180,NaN,4
204.0,-0.3457,34.4184,NaN,4
205.0,-0.3371,34.4227,NaN,5
